ID,evening_total,evening_freight,evening_commute,evening_business,evening_other,day_freight,day_commute,day_business,day_other,day_total
1326,0,0,0,0,0,3455,4381,0,854,8690
1327,0,0,0,0,0,4603,6027,0,1547,12177
1328,0,0,0,0,0,4603,6027,0,1547,12177
1329,0,0,0,0,0,4603,6027,0,1547,12177
1330,0,0,0,0,0,6795,8491,0,1695,16981
1331,0,0,0,0,0,6795,8491,0,1695,16981
1332,0,0,0,0,0,3398,4246,0,847,8491
1333,0,0,0,0,0,1435,1793,0,358,3586
1335,0,0,0,0,0,3398,4246,0,847,8491
1334,0,0,0,0,0,3398,4246,0,847,8491
1336,0,0,0,0,0,1252,1565,0,312,3129
1337,0,0,0,0,0,2298,2703,0,45,5046
1338,0,0,0,0,0,2298,2703,0,45,5046
1339,0,0,0,0,0,12626,15778,0,3149,31553
1340,0,0,0,0,0,4912,6138,0,1225,12275
1341,0,0,0,0,0,7197,8949,0,2065,18211
1342,0,0,0,0,0,2556,3195,0,638,6389
1343,0,0,0,0,0,1252,1565,0,312,3129
1344,0,0,0,0,0,1252,1565,0,312,3129
1345,0,0,0,0,0,941,1217,0,43,2201
1346,0,0,0,0,0,941,1217,0,43,2201
1347,0,0,0,0,0,3774,5015,0,1201,9990
1348,0,0,0,0,0,300,390,0,14,704
1349,0,0,0,0,0,300,390,0,14,704
1350,0,0,0,0,0,300,390,0,14,704
1351,0,0,0,0,0,1360,1761,0,62,3183
1352,0,0,0,0,0,941,1217,0,43,2201
1353,0,0,0,0,0,300,390,0,14,704
1354,0,0,0,0,0,539,697,0,24,1260
1356,0,0,0,0,0,140,181,0,6,327
1355,0,0,0,0,0,2998,3746,0,748,7492
1357,0,0,0,0,0,214,277,0,10,501
1359,0,0,0,0,0,214,277,0,10,501
1358,0,0,0,0,0,214,277,0,10,501
1360,0,0,0,0,0,936,1212,0,43,2191
1363,0,0,0,0,0,575,744,0,26,1345
1362,0,0,0,0,0,575,744,0,26,1345
1361,0,0,0,0,0,575,744,0,26,1345
1364,0,0,0,0,0,3923,5079,0,179,9181
1365,0,0,0,0,0,3923,5079,0,179,9181
1366,0,0,0,0,0,3923,5079,0,179,9181
1367,0,0,0,0,0,3923,5079,0,179,9181
1368,0,0,0,0,0,3923,5079,0,179,9181
1369,0,0,0,0,0,216,280,0,10,506
1370,0,0,0,0,0,216,280,0,10,506
1371,0,0,0,0,0,4385,5678,0,200,10263
1373,0,0,0,0,0,820,1062,0,37,1919
1372,0,0,0,0,0,820,1062,0,37,1919
1374,0,0,0,0,0,2736,3541,0,124,6401
1375,0,0,0,0,0,3923,5079,0,179,9181
1376,0,0,0,0,0,13189,17074,0,600,30863
1377,0,0,0,0,0,13189,17074,0,600,30863
1378,0,0,0,0,0,13189,17074,0,600,30863
1379,0,0,0,0,0,13189,17074,0,600,30863
1380,0,0,0,0,0,13189,17074,0,600,30863
1381,0,0,0,0,0,13189,17074,0,600,30863
1382,0,0,0,0,0,2577,3336,0,117,6030
1383,0,0,0,0,0,4258,5512,0,194,9964
1384,0,0,0,0,0,1770,2291,0,81,4142
1385,0,0,0,0,0,4258,5512,0,194,9964
1386,0,0,0,0,0,2577,3336,0,117,6030
1388,0,0,0,0,0,381,492,0,17,890
1387,0,0,0,0,0,381,492,0,17,890
1389,0,0,0,0,0,2577,3336,0,117,6030
1390,0,0,0,0,0,2577,3336,0,117,6030
1392,0,0,0,0,0,1189,1540,0,54,2783
1391,0,0,0,0,0,1189,1540,0,54,2783
1393,0,0,0,0,0,308,400,0,14,722
1394,0,0,0,0,0,308,400,0,14,722
1400,0,0,0,0,0,308,400,0,14,722
1399,0,0,0,0,0,308,400,0,14,722
1398,0,0,0,0,0,308,400,0,14,722
1397,0,0,0,0,0,308,400,0,14,722
1396,0,0,0,0,0,308,400,0,14,722
1395,0,0,0,0,0,308,400,0,14,722
1401,0,0,0,0,0,246,318,0,11,575
1402,0,0,0,0,0,808,3401,0,8,4217
1409,0,0,0,0,0,43,55,0,2,100
1408,0,0,0,0,0,43,55,0,2,100
1407,0,0,0,0,0,43,55,0,2,100
1406,0,0,0,0,0,43,55,0,2,100
1405,0,0,0,0,0,43,55,0,2,100
1404,0,0,0,0,0,43,55,0,2,100
1403,0,0,0,0,0,733,951,0,33,1717
1412,0,0,0,0,0,544,704,0,25,1273
1411,0,0,0,0,0,544,704,0,25,1273
1410,0,0,0,0,0,544,704,0,25,1273
1413,0,0,0,0,0,1215,1667,0,31,2913
1414,0,0,0,0,0,563,772,0,14,1349
1415,0,0,0,0,0,3837,5262,0,99,9198
1416,0,0,0,0,0,3219,4415,0,83,7717
1417,0,0,0,0,0,3219,4415,0,83,7717
1418,0,0,0,0,0,3219,4415,0,83,7717
1419,0,0,0,0,0,3219,4415,0,83,7717
1420,0,0,0,0,0,6437,8830,0,165,15432
1421,0,0,0,0,0,1394,1914,0,36,3344
1422,0,0,0,0,0,125,172,0,3,300
1423,0,0,0,0,0,13189,17074,0,600,30863
1424,0,0,0,0,0,2574,3532,0,66,6172
1425,0,0,0,0,0,2574,3532,0,66,6172
1426,0,0,0,0,0,2574,3532,0,66,6172
1427,0,0,0,0,0,2574,3532,0,66,6172
1428,0,0,0,0,0,2574,3532,0,66,6172
1429,0,0,0,0,0,658,903,0,17,1578
1430,0,0,0,0,0,208,286,0,5,499
1431,0,0,0,0,0,1394,1914,0,36,3344
1432,0,0,0,0,0,418,572,0,11,1001
1433,0,0,0,0,0,42,57,0,1,100
1434,0,0,0,0,0,208,286,0,5,499
1435,0,0,0,0,0,208,286,0,5,499
1436,0,0,0,0,0,208,286,0,5,499
1437,0,0,0,0,0,1394,1914,0,36,3344
1438,0,0,0,0,0,1394,1914,0,36,3344
1439,0,0,0,0,0,42,57,0,1,100
1440,0,0,0,0,0,253,348,0,7,608
1441,0,0,0,0,0,253,348,0,7,608
1442,0,0,0,0,0,5318,7294,0,137,12749
1443,0,0,0,0,0,374,513,0,10,897
1444,0,0,0,0,0,374,513,0,10,897
1445,0,0,0,0,0,211,290,0,5,506
1446,0,0,0,0,0,569,780,0,15,1364
1447,0,0,0,0,0,569,780,0,15,1364
1448,0,0,0,0,0,569,780,0,15,1364
1449,0,0,0,0,0,569,780,0,15,1364
1450,0,0,0,0,0,569,780,0,15,1364
1451,0,0,0,0,0,569,780,0,15,1364
1452,0,0,0,0,0,569,780,0,15,1364
1453,0,0,0,0,0,569,780,0,15,1364
1454,0,0,0,0,0,569,780,0,15,1364
1455,0,0,0,0,0,187,257,0,5,449
1456,0,0,0,0,0,187,257,0,5,449
1457,0,0,0,0,0,208,286,0,5,499
1458,0,0,0,0,0,125,172,0,3,300
1459,0,0,0,0,0,125,172,0,3,300
1460,0,0,0,0,0,125,172,0,3,300
1461,0,0,0,0,0,359,492,0,9,860
1470,0,0,0,0,0,808,3401,0,8,4217
1472,0,0,0,0,0,3314,4141,0,826,8281
1473,0,0,0,0,0,477,653,0,12,1142
1478,0,0,0,0,0,2362,3058,0,107,5527
1479,0,0,0,0,0,977,1341,0,25,2343
1480,0,0,0,0,0,447,107,0,11,565
1034,0,0,0,0,0,447,107,0,11,565
1033,0,0,0,0,0,447,107,0,11,565
787,0,0,0,0,0,42,57,0,1,100
784,0,0,0,0,0,42,57,0,1,100
768,0,0,0,0,0,42,57,0,1,100
767,0,0,0,0,0,42,57,0,1,100
766,0,0,0,0,0,42,57,0,1,100
816,0,0,0,0,0,42,57,0,1,100
693,0,0,0,0,0,12489,15606,0,3115,31210
733,0,0,0,0,0,1391,963,0,7,2361
734,0,0,0,0,0,1391,963,0,7,2361
735,0,0,0,0,0,995,1272,0,92,2359
736,0,0,0,0,0,995,1272,0,92,2359
713,0,0,0,0,0,546,795,0,8,1349
714,0,0,0,0,0,546,795,0,8,1349
715,0,0,0,0,0,546,795,0,8,1349
716,0,0,0,0,0,546,795,0,8,1349
717,0,0,0,0,0,546,795,0,8,1349
718,0,0,0,0,0,546,795,0,8,1349
719,0,0,0,0,0,546,795,0,8,1349
720,0,0,0,0,0,546,795,0,8,1349
721,0,0,0,0,0,546,795,0,8,1349
722,0,0,0,0,0,546,795,0,8,1349
745,0,0,0,0,0,546,795,0,8,1349
746,0,0,0,0,0,546,795,0,8,1349
747,0,0,0,0,0,546,795,0,8,1349
748,0,0,0,0,0,546,795,0,8,1349
749,0,0,0,0,0,546,795,0,8,1349
750,0,0,0,0,0,546,795,0,8,1349
751,0,0,0,0,0,546,795,0,8,1349
752,0,0,0,0,0,546,795,0,8,1349
753,0,0,0,0,0,546,795,0,8,1349
754,0,0,0,0,0,546,795,0,8,1349
692,0,0,0,0,0,130,293,0,0,423
744,0,0,0,0,0,130,293,0,0,423
737,0,0,0,0,0,995,1272,0,92,2359
738,0,0,0,0,0,130,293,0,0,423
739,0,0,0,0,0,130,293,0,0,423
740,0,0,0,0,0,130,293,0,0,423
741,0,0,0,0,0,130,293,0,0,423
742,0,0,0,0,0,130,293,0,0,423
743,0,0,0,0,0,130,293,0,0,423
723,0,0,0,0,0,2069,2569,0,105,4743
724,0,0,0,0,0,2069,2569,0,105,4743
731,0,0,0,0,0,2069,2569,0,105,4743
732,0,0,0,0,0,2069,2569,0,105,4743
711,0,0,0,0,0,548,803,0,0,1351
712,0,0,0,0,0,1315,1751,0,19,3085
709,0,0,0,0,0,1315,1751,0,19,3085
710,0,0,0,0,0,548,803,0,0,1351
698,0,0,0,0,0,1886,2636,0,32,4554
696,0,0,0,0,0,1189,1296,0,35,2520
694,0,0,0,0,0,5037,2722,0,63,7822
695,0,0,0,0,0,5037,2722,0,63,7822
697,0,0,0,0,0,1886,2636,0,32,4554
699,0,0,0,0,0,1946,2519,0,89,4554
700,0,0,0,0,0,1946,2519,0,89,4554
701,0,0,0,0,0,1946,2519,0,89,4554
702,0,0,0,0,0,1946,2519,0,89,4554
703,0,0,0,0,0,1946,2519,0,89,4554
704,0,0,0,0,0,1946,2519,0,89,4554
705,0,0,0,0,0,1946,2519,0,89,4554
706,0,0,0,0,0,1946,2519,0,89,4554
707,0,0,0,0,0,1946,2519,0,89,4554
708,0,0,0,0,0,1429,1851,0,65,3345
725,0,0,0,0,0,1120,1795,0,41,2956
726,0,0,0,0,0,1120,1795,0,41,2956
727,0,0,0,0,0,1120,1795,0,41,2956
728,0,0,0,0,0,1120,1795,0,41,2956
729,0,0,0,0,0,1120,1795,0,41,2956
730,0,0,0,0,0,1120,1795,0,41,2956
755,0,0,0,0,0,2069,2569,0,105,4743
756,0,0,0,0,0,2069,2569,0,105,4743
757,0,0,0,0,0,2069,2569,0,105,4743
758,0,0,0,0,0,2069,2569,0,105,4743
759,0,0,0,0,0,2069,2569,0,105,4743
760,0,0,0,0,0,2069,2569,0,105,4743
761,0,0,0,0,0,2069,2569,0,105,4743
762,0,0,0,0,0,2069,2569,0,105,4743
763,0,0,0,0,0,2069,2569,0,105,4743
1027,0,0,0,0,0,13189,17074,0,600,30863
5001,0,0,0,0,0,13189,17074,0,600,30863
812,0,0,0,0,0,42,57,0,1,100
807,0,0,0,0,0,42,57,0,1,100
