ID,evening_total,evening_freight,evening_commute,evening_business,evening_other,day_freight,day_commute,day_business,day_other,day_total
849,0,0,0,0,0,5678,7683,0,1636,14997
850,0,0,0,0,0,5678,7683,0,1636,14997
851,0,0,0,0,0,1244,1612,0,57,2913
852,0,0,0,0,0,1244,1612,0,57,2913
853,0,0,0,0,0,4667,5831,0,1164,11662
854,0,0,0,0,0,866,1121,0,39,2026
855,0,0,0,0,0,1360,1761,0,62,3183
856,0,0,0,0,0,214,277,0,10,501
857,0,0,0,0,0,2913,3771,0,133,6817
858,0,0,0,0,0,2913,3771,0,133,6817
859,0,0,0,0,0,2913,3771,0,133,6817
860,0,0,0,0,0,2913,3771,0,133,6817
861,0,0,0,0,0,5311,6876,0,242,12429
862,0,0,0,0,0,5311,6876,0,242,12429
863,0,0,0,0,0,5311,6876,0,242,12429
864,0,0,0,0,0,5311,6876,0,242,12429
1477,0,0,0,0,0,5037,2722,0,63,7822
1252,0,0,0,0,0,5037,2722,0,63,7822
875,0,0,0,0,0,5037,2722,0,63,7822
874,0,0,0,0,0,5037,2722,0,63,7822
873,0,0,0,0,0,5037,2722,0,63,7822
872,0,0,0,0,0,5037,2722,0,63,7822
871,0,0,0,0,0,5037,2722,0,63,7822
870,0,0,0,0,0,5037,2722,0,63,7822
869,0,0,0,0,0,5037,2722,0,63,7822
868,0,0,0,0,0,5037,2722,0,63,7822
867,0,0,0,0,0,5037,2722,0,63,7822
866,0,0,0,0,0,5037,2722,0,63,7822
865,0,0,0,0,0,5037,2722,0,63,7822
879,0,0,0,0,0,1189,1296,0,35,2520
878,0,0,0,0,0,1189,1296,0,35,2520
877,0,0,0,0,0,1189,1296,0,35,2520
876,0,0,0,0,0,1189,1296,0,35,2520
882,0,0,0,0,0,1189,1296,0,35,2520
881,0,0,0,0,0,1189,1296,0,35,2520
888,0,0,0,0,0,1189,1296,0,35,2520
887,0,0,0,0,0,1189,1296,0,35,2520
886,0,0,0,0,0,1189,1296,0,35,2520
885,0,0,0,0,0,1189,1296,0,35,2520
884,0,0,0,0,0,1189,1296,0,35,2520
883,0,0,0,0,0,1189,1296,0,35,2520
1251,0,0,0,0,0,1886,2636,0,32,4554
890,0,0,0,0,0,1886,2636,0,32,4554
889,0,0,0,0,0,1886,2636,0,32,4554
959,0,0,0,0,0,1284,2054,0,7,3345
958,0,0,0,0,0,1284,2054,0,7,3345
957,0,0,0,0,0,1284,2054,0,7,3345
956,0,0,0,0,0,1284,2054,0,7,3345
955,0,0,0,0,0,1284,2054,0,7,3345
954,0,0,0,0,0,1284,2054,0,7,3345
953,0,0,0,0,0,1284,2054,0,7,3345
952,0,0,0,0,0,1284,2054,0,7,3345
951,0,0,0,0,0,1284,2054,0,7,3345
950,0,0,0,0,0,1284,2054,0,7,3345
960,0,0,0,0,0,1315,1751,0,19,3085
988,0,0,0,0,0,548,803,0,0,1351
987,0,0,0,0,0,1315,1751,0,19,3085
986,0,0,0,0,0,1315,1751,0,19,3085
985,0,0,0,0,0,1315,1751,0,19,3085
984,0,0,0,0,0,1315,1751,0,19,3085
983,0,0,0,0,0,1315,1751,0,19,3085
982,0,0,0,0,0,1315,1751,0,19,3085
981,0,0,0,0,0,1315,1751,0,19,3085
980,0,0,0,0,0,1315,1751,0,19,3085
979,0,0,0,0,0,1315,1751,0,19,3085
978,0,0,0,0,0,1315,1751,0,19,3085
977,0,0,0,0,0,1315,1751,0,19,3085
976,0,0,0,0,0,1315,1751,0,19,3085
975,0,0,0,0,0,1315,1751,0,19,3085
974,0,0,0,0,0,1315,1751,0,19,3085
973,0,0,0,0,0,1315,1751,0,19,3085
972,0,0,0,0,0,1315,1751,0,19,3085
971,0,0,0,0,0,1315,1751,0,19,3085
970,0,0,0,0,0,1315,1751,0,19,3085
969,0,0,0,0,0,1315,1751,0,19,3085
968,0,0,0,0,0,1315,1751,0,19,3085
967,0,0,0,0,0,1315,1751,0,19,3085
966,0,0,0,0,0,1315,1751,0,19,3085
965,0,0,0,0,0,1315,1751,0,19,3085
964,0,0,0,0,0,1315,1751,0,19,3085
963,0,0,0,0,0,1315,1751,0,19,3085
962,0,0,0,0,0,1315,1751,0,19,3085
961,0,0,0,0,0,1315,1751,0,19,3085
1001,0,0,0,0,0,548,803,0,0,1351
1000,0,0,0,0,0,548,803,0,0,1351
999,0,0,0,0,0,548,803,0,0,1351
998,0,0,0,0,0,548,803,0,0,1351
997,0,0,0,0,0,548,803,0,0,1351
996,0,0,0,0,0,548,803,0,0,1351
995,0,0,0,0,0,548,803,0,0,1351
994,0,0,0,0,0,548,803,0,0,1351
993,0,0,0,0,0,548,803,0,0,1351
992,0,0,0,0,0,548,803,0,0,1351
991,0,0,0,0,0,548,803,0,0,1351
990,0,0,0,0,0,548,803,0,0,1351
989,0,0,0,0,0,548,803,0,0,1351
1014,0,0,0,0,0,1914,2478,0,87,4479
1015,0,0,0,0,0,1914,2478,0,87,4479
1017,0,0,0,0,0,1914,2478,0,87,4479
1018,0,0,0,0,0,575,744,0,26,1345
1019,0,0,0,0,0,427,553,0,19,999
1020,0,0,0,0,0,427,553,0,19,999
1021,0,0,0,0,0,3388,4384,0,154,7926
1022,0,0,0,0,0,3998,5178,0,182,9358
1023,0,0,0,0,0,3998,5178,0,182,9358
1024,0,0,0,0,0,2584,3345,0,118,6047
1025,0,0,0,0,0,2842,3679,0,129,6650
1026,0,0,0,0,0,2842,3679,0,129,6650
1028,0,0,0,0,0,852,1103,0,39,1994
1029,0,0,0,0,0,739,957,0,34,1730
1030,0,0,0,0,0,1319,1709,0,60,3088
1031,0,0,0,0,0,447,107,0,11,565
1032,0,0,0,0,0,447,107,0,11,565
1035,0,0,0,0,0,447,107,0,11,565
1226,0,0,0,0,0,2069,2569,0,105,4743
1059,0,0,0,0,0,2069,2569,0,105,4743
1058,0,0,0,0,0,2069,2569,0,105,4743
1037,0,0,0,0,0,2069,2569,0,105,4743
1036,0,0,0,0,0,2069,2569,0,105,4743
1040,0,0,0,0,0,2069,2569,0,105,4743
1039,0,0,0,0,0,2069,2569,0,105,4743
1038,0,0,0,0,0,2069,2569,0,105,4743
1041,0,0,0,0,0,2069,2569,0,105,4743
1042,0,0,0,0,0,2069,2569,0,105,4743
1043,0,0,0,0,0,2069,2569,0,105,4743
1060,0,0,0,0,0,2362,3058,0,107,5527
1061,0,0,0,0,0,5200,6733,0,237,12170
1062,0,0,0,0,0,402,520,0,18,940
1063,0,0,0,0,0,39,52,0,2,93
1064,0,0,0,0,0,402,520,0,18,940
1065,0,0,0,0,0,831,1140,0,21,1992
1066,0,0,0,0,0,563,772,0,14,1349
1067,0,0,0,0,0,125,172,0,3,300
1068,0,0,0,0,0,125,172,0,3,300
1069,0,0,0,0,0,418,572,0,11,1001
1070,0,0,0,0,0,527,723,0,14,1264
1071,0,0,0,0,0,527,723,0,14,1264
1072,0,0,0,0,0,527,723,0,14,1264
1073,0,0,0,0,0,527,723,0,14,1264
1094,0,0,0,0,0,130,293,0,0,423
1093,0,0,0,0,0,130,293,0,0,423
1092,0,0,0,0,0,130,293,0,0,423
1091,0,0,0,0,0,130,293,0,0,423
1090,0,0,0,0,0,130,293,0,0,423
1089,0,0,0,0,0,130,293,0,0,423
1088,0,0,0,0,0,130,293,0,0,423
1087,0,0,0,0,0,130,293,0,0,423
1086,0,0,0,0,0,130,293,0,0,423
1085,0,0,0,0,0,130,293,0,0,423
1084,0,0,0,0,0,130,293,0,0,423
1083,0,0,0,0,0,130,293,0,0,423
1082,0,0,0,0,0,130,293,0,0,423
1081,0,0,0,0,0,130,293,0,0,423
1080,0,0,0,0,0,130,293,0,0,423
1099,0,0,0,0,0,130,293,0,0,423
1098,0,0,0,0,0,130,293,0,0,423
1097,0,0,0,0,0,130,293,0,0,423
1096,0,0,0,0,0,130,293,0,0,423
1095,0,0,0,0,0,130,293,0,0,423
797,0,0,0,0,0,130,293,0,0,423
1100,0,0,0,0,0,569,780,0,15,1364
1102,0,0,0,0,0,1328,1823,0,34,3185
1101,0,0,0,0,0,1328,1823,0,34,3185
1127,0,0,0,0,0,546,795,0,8,1349
1126,0,0,0,0,0,546,795,0,8,1349
1125,0,0,0,0,0,546,795,0,8,1349
1124,0,0,0,0,0,546,795,0,8,1349
1123,0,0,0,0,0,546,795,0,8,1349
1122,0,0,0,0,0,546,795,0,8,1349
1121,0,0,0,0,0,546,795,0,8,1349
1120,0,0,0,0,0,546,795,0,8,1349
1119,0,0,0,0,0,546,795,0,8,1349
1118,0,0,0,0,0,546,795,0,8,1349
1117,0,0,0,0,0,546,795,0,8,1349
1116,0,0,0,0,0,546,795,0,8,1349
1115,0,0,0,0,0,546,795,0,8,1349
1114,0,0,0,0,0,546,795,0,8,1349
1113,0,0,0,0,0,546,795,0,8,1349
1112,0,0,0,0,0,546,795,0,8,1349
1111,0,0,0,0,0,546,795,0,8,1349
1110,0,0,0,0,0,546,795,0,8,1349
1109,0,0,0,0,0,546,795,0,8,1349
1013,0,0,0,0,0,546,795,0,8,1349
1012,0,0,0,0,0,546,795,0,8,1349
1011,0,0,0,0,0,546,795,0,8,1349
1010,0,0,0,0,0,546,795,0,8,1349
1009,0,0,0,0,0,546,795,0,8,1349
1008,0,0,0,0,0,546,795,0,8,1349
1007,0,0,0,0,0,546,795,0,8,1349
1006,0,0,0,0,0,546,795,0,8,1349
1005,0,0,0,0,0,546,795,0,8,1349
1004,0,0,0,0,0,546,795,0,8,1349
1003,0,0,0,0,0,546,795,0,8,1349
1002,0,0,0,0,0,546,795,0,8,1349
1128,0,0,0,0,0,2790,3828,0,72,6690
1129,0,0,0,0,0,2790,3828,0,72,6690
1130,0,0,0,0,0,2790,3828,0,72,6690
1131,0,0,0,0,0,2790,3828,0,72,6690
1132,0,0,0,0,0,5200,6733,0,237,12170
1133,0,0,0,0,0,208,286,0,5,499
1134,0,0,0,0,0,208,286,0,5,499
1135,0,0,0,0,0,1231,1687,0,32,2950
1136,0,0,0,0,0,208,286,0,5,499
1137,0,0,0,0,0,1792,2458,0,46,4296
1138,0,0,0,0,0,2681,3677,0,69,6427
1139,0,0,0,0,0,208,286,0,5,499
1140,0,0,0,0,0,569,780,0,15,1364
1141,0,0,0,0,0,977,1340,0,25,2342
1142,0,0,0,0,0,1189,1540,0,54,2783
1143,0,0,0,0,0,125,172,0,3,300
1144,0,0,0,0,0,42,57,0,1,100
1145,0,0,0,0,0,1394,1914,0,36,3344
1146,0,0,0,0,0,1394,1914,0,36,3344
1147,0,0,0,0,0,42,57,0,1,100
1148,0,0,0,0,0,467,641,0,12,1120
1149,0,0,0,0,0,91,126,0,2,219
1150,0,0,0,0,0,187,257,0,5,449
1151,0,0,0,0,0,192,249,0,9,450
1152,0,0,0,0,0,208,286,0,5,499
1153,0,0,0,0,0,42,57,0,1,100
1154,0,0,0,0,0,208,286,0,5,499
1156,0,0,0,0,0,317,435,0,8,760
1155,0,0,0,0,0,317,435,0,8,760
1158,0,0,0,0,0,430,555,0,20,1005
1157,0,0,0,0,0,430,555,0,20,1005
1159,0,0,0,0,0,569,780,0,15,1364
1160,0,0,0,0,0,208,286,0,5,499
1161,0,0,0,0,0,125,172,0,3,300
1162,0,0,0,0,0,125,172,0,3,300
1163,0,0,0,0,0,252,346,0,6,604
1164,0,0,0,0,0,3585,4916,0,92,8593
1165,0,0,0,0,0,42,57,0,1,100
1166,0,0,0,0,0,208,286,0,5,499
1167,0,0,0,0,0,1757,2410,0,45,4212
1168,0,0,0,0,0,125,172,0,3,300
1169,0,0,0,0,0,2736,3541,0,124,6401
1170,0,0,0,0,0,1792,2458,0,46,4296
1171,0,0,0,0,0,662,907,0,17,1586
1172,0,0,0,0,0,125,172,0,3,300
1173,0,0,0,0,0,125,172,0,3,300
1174,0,0,0,0,0,208,286,0,5,499
1175,0,0,0,0,0,569,780,0,15,1364
1176,0,0,0,0,0,546,795,0,8,1349
1474,0,0,0,0,0,42,57,0,1,100
1177,0,0,0,0,0,42,57,0,1,100
1178,0,0,0,0,0,563,772,0,14,1349
1179,0,0,0,0,0,662,907,0,17,1586
1180,0,0,0,0,0,913,1254,0,23,2190
1181,0,0,0,0,0,662,907,0,17,1586
1182,0,0,0,0,0,418,572,0,11,1001
1183,0,0,0,0,0,208,286,0,5,499
1184,0,0,0,0,0,569,780,0,15,1364
1185,0,0,0,0,0,508,696,0,13,1217
1187,0,0,0,0,0,125,172,0,3,300
1186,0,0,0,0,0,125,172,0,3,300
1189,0,0,0,0,0,208,286,0,5,499
1188,0,0,0,0,0,208,286,0,5,499
1190,0,0,0,0,0,208,286,0,5,499
1191,0,0,0,0,0,2790,3828,0,72,6690
1192,0,0,0,0,0,447,107,0,11,565
1193,0,0,0,0,0,98,134,0,3,235
1476,0,0,0,0,0,1972,2465,0,492,4929
1194,0,0,0,0,0,2056,2820,0,53,4929
1481,0,0,0,0,0,546,795,0,8,1349
1196,0,0,0,0,0,546,795,0,8,1349
1195,0,0,0,0,0,546,795,0,8,1349
1108,0,0,0,0,0,546,795,0,8,1349
1107,0,0,0,0,0,546,795,0,8,1349
1106,0,0,0,0,0,546,795,0,8,1349
1105,0,0,0,0,0,546,795,0,8,1349
1104,0,0,0,0,0,546,795,0,8,1349
1103,0,0,0,0,0,546,795,0,8,1349
1198,0,0,0,0,0,305,417,0,8,730
1199,0,0,0,0,0,1394,1914,0,36,3344
1200,0,0,0,0,0,125,172,0,3,300
1202,0,0,0,0,0,831,1140,0,21,1992
1203,0,0,0,0,0,208,286,0,5,499
1204,0,0,0,0,0,1391,963,0,7,2361
1079,0,0,0,0,0,995,1272,0,92,2359
1078,0,0,0,0,0,995,1272,0,92,2359
1077,0,0,0,0,0,995,1272,0,92,2359
1076,0,0,0,0,0,1391,963,0,7,2361
1075,0,0,0,0,0,1391,963,0,7,2361
1074,0,0,0,0,0,1391,963,0,7,2361
1205,0,0,0,0,0,527,723,0,14,1264
1207,0,0,0,0,0,42,57,0,1,100
1206,0,0,0,0,0,42,57,0,1,100
1208,0,0,0,0,0,569,780,0,15,1364
1209,0,0,0,0,0,569,780,0,15,1364
1210,0,0,0,0,0,125,172,0,3,300
1211,0,0,0,0,0,125,172,0,3,300
1212,0,0,0,0,0,4157,5701,0,107,9965
1213,0,0,0,0,0,563,772,0,14,1349
1214,0,0,0,0,0,2537,3482,0,65,6084
1215,0,0,0,0,0,563,772,0,14,1349
1216,0,0,0,0,0,414,570,0,11,995
1218,0,0,0,0,0,1362,1763,0,62,3187
1217,0,0,0,0,0,1362,1763,0,62,3187
1219,0,0,0,0,0,402,520,0,18,940
1220,0,0,0,0,0,402,520,0,18,940
1221,0,0,0,0,0,430,555,0,20,1005
1475,0,0,0,0,0,2362,3058,0,107,5527
1222,0,0,0,0,0,2362,3058,0,107,5527
1201,0,0,0,0,0,495,679,0,13,1187
1224,0,0,0,0,0,733,951,0,33,1717
1223,0,0,0,0,0,733,951,0,33,1717
1227,0,0,0,0,0,2069,2569,0,105,4743
1228,0,0,0,0,0,808,3401,0,8,4217
1229,0,0,0,0,0,808,3401,0,8,4217
1231,0,0,0,0,0,1169,1514,0,53,2736
1230,0,0,0,0,0,86,111,0,4,201
1232,0,0,0,0,0,1319,1709,0,60,3088
1233,0,0,0,0,0,739,957,0,34,1730
1234,0,0,0,0,0,1289,1668,0,59,3016
1236,0,0,0,0,0,425,551,0,19,995
1235,0,0,0,0,0,425,551,0,19,995
1239,0,0,0,0,0,324,420,0,15,759
1238,0,0,0,0,0,324,420,0,15,759
1237,0,0,0,0,0,324,420,0,15,759
1240,0,0,0,0,0,324,421,0,15,760
1241,0,0,0,0,0,2842,3679,0,129,6650
1242,0,0,0,0,0,2584,3345,0,118,6047
1243,0,0,0,0,0,2584,3345,0,118,6047
1244,0,0,0,0,0,3388,4384,0,154,7926
1246,0,0,0,0,0,1645,2129,0,75,3849
1245,0,0,0,0,0,1645,2129,0,75,3849
1247,0,0,0,0,0,575,744,0,26,1345
1248,0,0,0,0,0,1914,2478,0,87,4479
1249,0,0,0,0,0,1914,2478,0,87,4479
1016,0,0,0,0,0,957,1239,0,44,2240
1250,0,0,0,0,0,1914,2478,0,87,4479
1254,0,0,0,0,0,195,252,0,9,456
1253,0,0,0,0,0,195,252,0,9,456
1197,0,0,0,0,0,240,329,0,6,575
1255,0,0,0,0,0,1645,2129,0,75,3849
1256,0,0,0,0,0,5311,6876,0,242,12429
1257,0,0,0,0,0,1360,1761,0,62,3183
1262,0,0,0,0,0,546,795,0,8,1349
1261,0,0,0,0,0,546,795,0,8,1349
1260,0,0,0,0,0,546,795,0,8,1349
1259,0,0,0,0,0,546,795,0,8,1349
1258,0,0,0,0,0,546,795,0,8,1349
1263,0,0,0,0,0,192,249,0,9,450
1264,0,0,0,0,0,1724,2233,0,78,4035
5000,0,0,0,0,0,2150,2783,0,98,5031
1267,0,0,0,0,0,2556,3195,0,638,6389
1266,0,0,0,0,0,2556,3195,0,638,6389
1269,0,0,0,0,0,1556,2014,0,71,3641
1268,0,0,0,0,0,1556,2014,0,71,3641
1270,0,0,0,0,0,1252,1565,0,312,3129
1271,0,0,0,0,0,2998,3746,0,748,7492
1272,0,0,0,0,0,2998,3746,0,748,7492
1274,0,0,0,0,0,5678,7683,0,1636,14997
1275,0,0,0,0,0,7197,8949,0,2065,18211
1276,0,0,0,0,0,7197,8949,0,2065,18211
1277,0,0,0,0,0,7285,9104,0,1817,18206
1278,0,0,0,0,0,16517,20539,0,4739,41795
1279,0,0,0,0,0,16517,20539,0,4739,41795
1280,0,0,0,0,0,1252,1565,0,312,3129
1281,0,0,0,0,0,1252,1565,0,312,3129
1312,0,0,0,0,0,10507,13453,0,2310,26270
1282,0,0,0,0,0,10507,13453,0,2310,26270
1273,0,0,0,0,0,10507,13453,0,2310,26270
1283,0,0,0,0,0,4667,5831,0,1164,11662
1284,0,0,0,0,0,200,250,0,50,500
1285,0,0,0,0,0,3314,4141,0,826,8281
1286,0,0,0,0,0,3314,4141,0,826,8281
1287,0,0,0,0,0,4912,6138,0,1225,12275
1288,0,0,0,0,0,12890,16107,0,3215,32212
1289,0,0,0,0,0,6449,7944,0,2454,16847
1290,0,0,0,0,0,6449,7944,0,2454,16847
1291,0,0,0,0,0,12827,16030,0,3199,32056
1292,0,0,0,0,0,12827,16030,0,3199,32056
1293,0,0,0,0,0,12827,16030,0,3199,32056
1294,0,0,0,0,0,10268,12831,0,2561,25660
1295,0,0,0,0,0,12626,15778,0,3149,31553
1296,0,0,0,0,0,8286,10354,0,2067,20707
1297,0,0,0,0,0,1461,1825,0,364,3650
1298,0,0,0,0,0,1461,1825,0,364,3650
1299,0,0,0,0,0,8152,10186,0,2033,20371
1300,0,0,0,0,0,2245,2640,0,44,4929
1301,0,0,0,0,0,12489,15606,0,3115,31210
1302,0,0,0,0,0,2453,2836,0,641,5930
1303,0,0,0,0,0,4004,5005,0,999,10008
1304,0,0,0,0,0,3398,4246,0,847,8491
1305,0,0,0,0,0,4675,5841,0,1166,11682
1306,0,0,0,0,0,8152,10186,0,2033,20371
1307,0,0,0,0,0,1095,1368,0,273,2736
1308,0,0,0,0,0,7197,8949,0,2065,18211
1309,0,0,0,0,0,2245,2640,0,44,4929
1310,0,0,0,0,0,8152,10186,0,2033,20371
1311,0,0,0,0,0,2298,2703,0,45,5046
1313,0,0,0,0,0,2998,3746,0,748,7492
1314,0,0,0,0,0,8286,10354,0,2067,20707
1315,0,0,0,0,0,2453,2836,0,641,5930
1316,0,0,0,0,0,10268,12831,0,2561,25660
1317,0,0,0,0,0,3314,4141,0,826,8281
1318,0,0,0,0,0,2556,3195,0,638,6389
1319,0,0,0,0,0,2526,3157,0,630,6313
1320,0,0,0,0,0,2526,3157,0,630,6313
1321,0,0,0,0,0,4675,5841,0,1166,11682
1322,0,0,0,0,0,4675,5841,0,1166,11682
1323,0,0,0,0,0,4675,5841,0,1166,11682
1324,0,0,0,0,0,4675,5841,0,1166,11682
1325,0,0,0,0,0,3455,4381,0,854,8690
