osmid,lanes,name,infra_type,oneway,reversed,length,rfid_c,rfid,avgspeed,time,ref,maxspeed,access,F_EV1_mi,F_EV1_ma,F_EV1_me,F_EV1_fr,road_type,lanes_copy,dam_EV1_al
351669850,2.0,North 2nd Street,residential,False,False,9.121,771,576,40.0,0.0,None,25 mph,None,1.8799999952316284,2.0199999809265137,1.9500000476837158,1.0,other,2.0,2443.0
351669850,2.0,North 2nd Street,residential,False,True,9.619,772,577,40.0,0.0,None,25 mph,None,1.940000057220459,2.0199999809265137,1.9800000190734863,1.0,other,2.0,2601.0
1388943937,2.0,6th Avenue North,residential,False,False,8.309,773,578,47.0,0.0,None,None,None,2.0199999809265137,2.059999942779541,2.0399999618530273,1.0,other,2.0,2277.0
1388943937,2.0,6th Avenue North,residential,False,True,7.383,774,579,47.0,0.0,None,None,None,1.9600000381469727,2.0199999809265137,1.9900000095367432,1.0,other,2.0,2002.0
10876164,2.0,6th Avenue North,residential,False,False,106.11,775,580,47.0,0.002,None,None,None,0.9900000095367432,1.5299999713897705,1.3193333943684895,1.0,other,2.0,21714.0
10876164,2.0,6th Avenue North,residential,False,True,106.638,776,581,47.0,0.002,None,None,None,1.4500000476837158,1.6799999475479126,1.5720001220703126,1.0,other,2.0,25245.0
351669862,2.0,North 5th Street,residential,False,False,52.814,777,583,47.0,0.001,None,None,None,1.309999942779541,1.5299999713897705,1.4042857033865792,1.0,other,2.0,11457.0
351669862,2.0,North 5th Street,residential,False,True,104.348,778,582,47.0,0.002,None,None,None,1.4299999475479126,1.659999966621399,1.5361539400540865,1.0,other,2.0,24394.0
10876164,2.0,6th Avenue North,residential,False,False,106.693,779,584,47.0,0.002,None,None,None,0.9700000286102295,1.2000000476837158,1.1046666463216146,1.0,other,2.0,18517.0
10876164,2.0,6th Avenue North,residential,False,True,106.11,780,585,47.0,0.002,None,None,None,0.9900000095367432,1.5299999713897705,1.3193333943684895,1.0,other,2.0,21714.0
10883745,2.0,North 6th Street,residential,False,False,104.521,781,586,47.0,0.002,None,None,None,0.9399999976158142,1.1299999952316284,1.0469230505136342,1.0,other,2.0,17266.0
10883745,2.0,North 6th Street,residential,False,True,104.594,782,587,47.0,0.002,None,None,None,0.6499999761581421,1.0399999618530273,0.805384635925293,1.0,other,2.0,13897.0
10876164,2.0,6th Avenue North,residential,False,False,104.902,783,590,47.0,0.002,None,None,None,1.0,1.3700000047683716,1.2271428789411272,1.0,other,2.0,20067.0
10876164,2.0,6th Avenue North,residential,False,True,106.693,784,588,47.0,0.002,None,None,None,0.9700000286102295,1.2000000476837158,1.1046666463216146,1.0,other,2.0,18517.0
10884265,2.0,7th Street North,residential,False,False,23.256,785,591,47.0,0.0,None,None,None,0.8199999928474426,1.2000000476837158,1.0579999923706054,1.0,other,2.0,3879.0
10884265,2.0,7th Street North,residential,False,True,104.361,786,589,47.0,0.002,None,None,None,0.9300000071525574,1.2300000190734863,1.0376922900860126,1.0,other,2.0,17100.0
10876164,2.0,6th Avenue North,residential,False,False,10.75,787,594,47.0,0.0,None,None,None,0.07999999821186066,0.12999999523162842,0.10499999672174454,0.28354801585680883,other,2.0,59.0
10876164,2.0,6th Avenue North,residential,False,True,7.652,788,595,47.0,0.0,None,None,None,0.12999999523162842,0.12999999523162842,0.12999999523162842,1.0,other,2.0,185.0
10886114,2.0,North 10th Street,residential,False,False,99.317,789,592,56.0,0.002,None,35 mph,None,0.07999999821186066,0.12999999523162842,0.10499999672174454,0.08935146318644045,other,2.0,173.0
10886114,2.0,North 10th Street,residential,False,True,95.559,790,593,56.0,0.002,None,35 mph,None,0.07000000029802322,0.12999999523162842,0.0925000011920929,0.2457098300911368,other,2.0,403.0
10876164,2.0,6th Avenue North,residential,False,False,33.193,791,594,47.0,0.001,None,None,None,,,,0.0,other,2.0,
10876164,2.0,6th Avenue North,residential,False,True,10.75,792,598,47.0,0.0,None,None,None,0.07999999821186066,0.12999999523162842,0.10499999672174454,0.28354801585680883,other,2.0,59.0
10876164,2.0,6th Avenue North,residential,False,False,18.949,793,594,47.0,0.0,None,None,None,,,,0.0,other,2.0,
10876164,2.0,6th Avenue North,residential,False,True,33.193,794,598,47.0,0.001,None,None,None,,,,0.0,other,2.0,
10876164,2.0,6th Avenue North,residential,False,False,11.266,795,594,47.0,0.0,None,None,None,,,,0.0,other,2.0,
10876164,2.0,6th Avenue North,residential,False,True,18.949,796,598,47.0,0.0,None,None,None,,,,0.0,other,2.0,
10876164,2.0,6th Avenue North,residential,False,False,27.39,797,594,47.0,0.001,None,None,None,,,,0.0,other,2.0,
10876164,2.0,6th Avenue North,residential,False,True,11.755,798,598,47.0,0.0,None,None,None,,,,0.0,other,2.0,
10876164,2.0,6th Avenue North,residential,False,False,18.603,799,594,47.0,0.0,None,None,None,,,,0.0,other,2.0,
10876164,2.0,6th Avenue North,residential,False,True,27.39,800,598,47.0,0.001,None,None,None,,,,0.0,other,2.0,
10876164,2.0,6th Avenue North,residential,False,False,101.989,801,597,47.0,0.002,None,None,None,0.11999999731779099,0.4000000059604645,0.27799999713897705,0.40729969321538567,other,2.0,2143.0
10876164,2.0,6th Avenue North,residential,False,True,18.603,802,598,47.0,0.0,None,None,None,,,,0.0,other,2.0,
10886116,2.0,11th Street North,residential,False,False,90.647,803,596,47.0,0.002,None,None,None,,,,0.0,other,2.0,
10886116,2.0,11th Street North,residential,False,True,80.944,804,599,47.0,0.002,None,None,None,,,,0.0,other,2.0,
10876164,2.0,6th Avenue North,residential,False,False,92.262,805,601,47.0,0.002,None,None,None,0.11999999731779099,0.36000001430511475,0.2166666785875956,0.2396405098105509,other,2.0,889.0
10876164,2.0,6th Avenue North,residential,False,True,94.487,806,600,47.0,0.002,None,None,None,0.36000001430511475,0.6299999952316284,0.546666701634725,1.0,other,2.0,9347.0
126301828,2.0,Holly Drive,residential,False,False,9.325,807,602,47.0,0.0,None,None,None,0.36000001430511475,0.36000001430511475,0.36000001430511475,1.0,other,2.0,623.0
126301828,2.0,Holly Drive,residential,False,True,7.468,808,603,47.0,0.0,None,None,None,0.36000001430511475,0.5699999928474426,0.44999996821085614,1.0,other,2.0,624.0
10876164,2.0,6th Avenue North,residential,False,True,92.262,809,1031,47.0,0.002,None,None,None,0.11999999731779099,0.36000001430511475,0.2166666785875956,0.2396405098105509,other,2.0,889.0
10887736,2.0,North 15th Street,residential,False,True,16.251,810,601,47.0,0.0,None,None,None,0.17000000178813934,0.17000000178813934,0.17000000178813934,0.16071427212745748,other,2.0,82.0
10876469,2.0,South 5th Street,residential,False,False,20.061,811,604,47.0,0.0,None,None,None,1.4299999475479126,1.5499999523162842,1.497499942779541,1.0,other,2.0,4623.0
10876469,2.0,South 5th Street,residential,False,True,5.144,812,605,47.0,0.0,None,None,None,1.5499999523162842,1.6100000143051147,1.5799999237060547,1.0,other,2.0,1221.0
10897442,2.0,Shetter Avenue,residential,False,False,33.865,813,606,47.0,0.001,None,None,None,1.340000033378601,1.5499999523162842,1.440000057220459,1.0,other,2.0,7522.0
10876469,2.0,South 5th Street,residential,False,False,105.6,814,607,47.0,0.002,None,None,None,1.2999999523162842,1.809999942779541,1.4435714994158064,1.0,other,2.0,23510.0
10876469,2.0,South 5th Street,residential,False,True,61.955,815,610,47.0,0.001,None,None,None,1.0,1.4199999570846558,1.1649999618530273,1.0,other,2.0,11294.0
122483551,2.0,3rd Avenue South,residential,False,False,107.049,816,608,47.0,0.002,None,None,None,1.2400000095367432,1.4199999570846558,1.3166666666666667,1.0,other,2.0,21865.0
122483551,2.0,3rd Avenue South,residential,False,True,107.071,817,609,47.0,0.002,None,None,None,1.4199999570846558,2.309999942779541,1.7986666361490886,1.0,other,2.0,27347.0
10876649,2.0,Arden Way,residential,False,False,109.747,818,612,47.0,0.002,None,None,None,0.2199999988079071,0.8299999833106995,0.4664285864148821,1.0,other,2.0,9501.0
10886422,2.0,Eastern Drive,residential,False,False,36.455,819,613,47.0,0.001,None,None,None,0.44999998807907104,0.8999999761581421,0.746666669845581,1.0,other,2.0,4563.0
10886422,2.0,Eastern Drive,residential,False,True,69.484,820,611,47.0,0.001,None,None,None,0.28999999165534973,0.8299999833106995,0.5577777756585015,1.0,other,2.0,6975.0
10876649,2.0,Arden Way,residential,False,False,32.42,821,612,47.0,0.001,None,None,None,0.3499999940395355,0.550000011920929,0.4424999952316284,1.0,other,2.0,2663.0
10876649,2.0,Arden Way,residential,False,True,109.747,822,616,47.0,0.002,None,None,None,0.2199999988079071,0.8299999833106995,0.4664285864148821,1.0,other,2.0,9501.0
10876649,2.0,Arden Way,residential,False,False,23.192,823,615,47.0,0.0,None,None,None,0.46000000834465027,0.550000011920929,0.4925000071525574,1.0,other,2.0,2120.0
10876649,2.0,Arden Way,residential,False,True,32.42,824,616,47.0,0.001,None,None,None,0.3499999940395355,0.550000011920929,0.4424999952316284,1.0,other,2.0,2663.0
10893179,2.0,Grove Street,residential,False,True,239.936,825,614,47.0,0.005,None,None,None,0.07999999821186066,0.550000011920929,0.2620000123977661,0.4081567514569924,other,2.0,4762.0
10876649,2.0,Arden Way,residential,False,False,48.969,826,615,47.0,0.001,None,None,None,0.46000000834465027,0.6399999856948853,0.5514285564422607,1.0,other,2.0,4875.0
10876649,2.0,Arden Way,residential,False,True,23.192,827,618,47.0,0.0,None,None,None,0.46000000834465027,0.550000011920929,0.4925000071525574,1.0,other,2.0,2120.0
10876649,2.0,Arden Way,residential,False,False,8.164,828,615,47.0,0.0,None,None,None,0.46000000834465027,0.46000000834465027,0.46000000834465027,1.0,other,2.0,697.0
10876649,2.0,Arden Way,residential,False,True,48.969,829,618,47.0,0.001,None,None,None,0.46000000834465027,0.6399999856948853,0.5514285564422607,1.0,other,2.0,4875.0
10876649,2.0,Arden Way,residential,False,False,10.703,830,615,47.0,0.0,None,None,None,0.3799999952316284,0.46000000834465027,0.41749998927116394,1.0,other,2.0,829.0
10876649,2.0,Arden Way,residential,False,True,8.164,831,618,47.0,0.0,None,None,None,0.46000000834465027,0.46000000834465027,0.46000000834465027,1.0,other,2.0,697.0
10876649,2.0,Arden Way,residential,False,False,4.795,832,615,47.0,0.0,None,None,None,0.3799999952316284,0.3799999952316284,0.3799999952316284,1.0,other,2.0,338.0
10876649,2.0,Arden Way,residential,False,True,10.703,833,618,47.0,0.0,None,None,None,0.3799999952316284,0.46000000834465027,0.41749998927116394,1.0,other,2.0,829.0
10876649,2.0,Arden Way,residential,False,False,6.973,834,615,47.0,0.0,None,None,None,0.3799999952316284,0.3799999952316284,0.3799999952316284,1.0,other,2.0,492.0
10876649,2.0,Arden Way,residential,False,True,4.795,835,618,47.0,0.0,None,None,None,0.3799999952316284,0.3799999952316284,0.3799999952316284,1.0,other,2.0,338.0
10876649,2.0,Arden Way,residential,False,False,85.708,836,615,47.0,0.002,None,None,None,0.07000000029802322,0.3799999952316284,0.22749999165534973,0.37982617211235503,other,2.0,1375.0
10876649,2.0,Arden Way,residential,False,True,6.973,837,618,47.0,0.0,None,None,None,0.3799999952316284,0.3799999952316284,0.3799999952316284,1.0,other,2.0,492.0
10876649,2.0,Arden Way,residential,False,False,27.658,838,617,47.0,0.001,None,None,None,,,,0.0,other,2.0,
10876649,2.0,Arden Way,residential,False,True,85.708,839,618,47.0,0.002,None,None,None,0.07000000029802322,0.3799999952316284,0.22749999165534973,0.37982617211235503,other,2.0,1375.0
10878296,2.0,Tanglewood Road,residential,False,True,49.073,840,619,47.0,0.001,None,None,None,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.06372907292690874,other,2.0,87.0
10876649,2.0,Arden Way,residential,False,False,59.578,841,617,47.0,0.001,None,None,None,0.15000000596046448,0.6399999856948853,0.4000000059604645,0.4440170777983703,other,2.0,1964.0
10876649,2.0,Arden Way,residential,False,True,27.658,842,620,47.0,0.001,None,None,None,,,,0.0,other,2.0,
10876649,2.0,Arden Way,residential,False,False,15.38,843,617,47.0,0.0,None,None,None,0.6399999856948853,0.8299999833106995,0.7350000143051147,1.0,other,2.0,1901.0
10876649,2.0,Arden Way,residential,False,True,59.578,844,620,47.0,0.001,None,None,None,0.15000000596046448,0.6399999856948853,0.4000000059604645,0.4440170777983703,other,2.0,1964.0
10876649,2.0,Arden Way,residential,False,False,20.131,845,617,47.0,0.0,None,None,None,0.8299999833106995,1.190000057220459,1.0119999885559081,1.0,other,2.0,3224.0
10876649,2.0,Arden Way,residential,False,True,15.38,846,620,47.0,0.0,None,None,None,0.6399999856948853,0.8299999833106995,0.7350000143051147,1.0,other,2.0,1901.0
10876649,2.0,Arden Way,residential,False,True,20.131,847,620,47.0,0.0,None,None,None,0.8299999833106995,1.190000057220459,1.0119999885559081,1.0,other,2.0,3224.0
10880846,2.0,9th Avenue North,residential,False,False,40.534,848,621,47.0,0.001,None,None,None,0.6899999976158142,1.1799999475479126,0.8416666189829508,1.0,other,2.0,5579.0
10876762,2.0,Pablo Avenue,residential,False,True,106.425,849,622,47.0,0.002,None,None,None,1.75,1.899999976158142,1.8539999643961589,1.0,other,2.0,27667.0
351669862,2.0,North 5th Street,residential,False,False,57.82,850,624,47.0,0.001,None,None,None,1.5399999618530273,1.7799999713897705,1.6637500524520874,1.0,other,2.0,14125.0
351669863,2.0,Pablo Avenue,residential,False,False,105.955,851,623,47.0,0.002,None,None,None,1.440000057220459,1.7799999713897705,1.6286666870117188,1.0,other,2.0,25578.0
10883745,2.0,North 6th Street,residential,False,False,105.254,852,625,47.0,0.002,None,None,None,1.2300000190734863,1.4900000095367432,1.383076887864333,1.0,other,2.0,22511.0
10883745,2.0,North 6th Street,residential,False,True,20.949,853,627,47.0,0.0,None,None,None,1.440000057220459,1.4900000095367432,1.4600000381469727,1.0,other,2.0,4714.0
351669863,2.0,Pablo Avenue,residential,False,True,105.955,854,626,47.0,0.002,None,None,None,1.440000057220459,1.7799999713897705,1.6286666870117188,1.0,other,2.0,25578.0
10876992,2.0,Barbara Lane,residential,False,False,77.965,855,628,47.0,0.002,None,None,None,1.2300000190734863,1.3700000047683716,1.2918181852860884,1.0,other,2.0,15644.0
10880174,2.0,11th Avenue North,residential,False,False,210.993,856,629,47.0,0.004,None,None,None,1.159999966621399,1.4299999475479126,1.2714815492983218,1.0,other,2.0,41716.0
10880174,2.0,11th Avenue North,residential,False,True,53.238,857,630,47.0,0.001,None,None,None,1.1100000143051147,1.25,1.1962499618530273,1.0,other,2.0,9946.0
10890807,2.0,Patricia Lane,residential,False,False,59.991,858,631,47.0,0.001,None,None,None,1.1799999475479126,1.3200000524520874,1.234285763331822,1.0,other,2.0,11538.0
10876992,2.0,Barbara Lane,residential,False,False,25.473,859,633,47.0,0.001,None,None,None,1.2599999904632568,1.340000033378601,1.307499885559082,1.0,other,2.0,5169.0
10876992,2.0,Barbara Lane,residential,False,True,77.965,860,632,47.0,0.002,None,None,None,1.2300000190734863,1.3700000047683716,1.2918181852860884,1.0,other,2.0,15644.0
10877896,2.0,10th Avenue North,residential,False,False,66.174,861,634,47.0,0.001,None,None,None,0.949999988079071,1.3600000143051147,1.265999984741211,1.0,other,2.0,13031.0
10876992,2.0,Barbara Lane,residential,False,False,12.777,862,633,47.0,0.0,None,None,None,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.0,other,2.0,2579.0
10876992,2.0,Barbara Lane,residential,False,True,25.473,863,637,47.0,0.001,None,None,None,1.2599999904632568,1.340000033378601,1.307499885559082,1.0,other,2.0,5169.0
10876992,2.0,Barbara Lane,residential,False,False,13.981,864,633,47.0,0.0,None,None,None,1.2999999523162842,1.3200000524520874,1.309999942779541,1.0,other,2.0,2842.0
10876992,2.0,Barbara Lane,residential,False,True,12.777,865,637,47.0,0.0,None,None,None,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.0,other,2.0,2579.0
10876992,2.0,Barbara Lane,residential,False,False,11.1,866,633,47.0,0.0,None,None,None,1.3200000524520874,1.340000033378601,1.3300000429153442,1.0,other,2.0,2289.0
10876992,2.0,Barbara Lane,residential,False,True,13.981,867,637,47.0,0.0,None,None,None,1.2999999523162842,1.3200000524520874,1.309999942779541,1.0,other,2.0,2842.0
10876992,2.0,Barbara Lane,residential,False,False,9.903,868,633,47.0,0.0,None,None,None,1.25,1.3600000143051147,1.3166666825612385,1.0,other,2.0,2023.0
10876992,2.0,Barbara Lane,residential,False,True,11.1,869,637,47.0,0.0,None,None,None,1.3200000524520874,1.340000033378601,1.3300000429153442,1.0,other,2.0,2289.0
10876992,2.0,Barbara Lane,residential,False,False,10.131,870,633,47.0,0.0,None,None,None,1.25,1.3600000143051147,1.3050000667572021,1.0,other,2.0,2052.0
10876992,2.0,Barbara Lane,residential,False,True,9.903,871,637,47.0,0.0,None,None,None,1.25,1.3600000143051147,1.3166666825612385,1.0,other,2.0,2023.0
10876992,2.0,Barbara Lane,residential,False,False,13.376,872,633,47.0,0.0,None,None,None,1.25,1.2899999618530273,1.2733333110809326,1.0,other,2.0,2648.0
10876992,2.0,Barbara Lane,residential,False,True,10.131,873,637,47.0,0.0,None,None,None,1.25,1.3600000143051147,1.3050000667572021,1.0,other,2.0,2052.0
10876992,2.0,Barbara Lane,residential,False,False,89.446,874,633,47.0,0.002,None,None,None,0.8500000238418579,1.2899999618530273,1.055384635925293,1.0,other,2.0,14886.0
10876992,2.0,Barbara Lane,residential,False,True,13.376,875,637,47.0,0.0,None,None,None,1.25,1.2899999618530273,1.2733333110809326,1.0,other,2.0,2648.0
10876992,2.0,Barbara Lane,residential,False,False,106.389,876,635,47.0,0.002,None,None,None,0.8500000238418579,1.6399999856948853,1.2579999287923178,1.0,other,2.0,20827.0
10876992,2.0,Barbara Lane,residential,False,True,97.639,877,637,47.0,0.002,None,None,None,0.8399999737739563,1.5800000429153442,1.1776922666109526,1.0,other,2.0,17978.0
10884260,2.0,7th Street North,residential,False,False,49.587,878,638,47.0,0.001,None,None,None,1.4500000476837158,1.5800000429153442,1.506666660308838,1.0,other,2.0,11472.0
10884260,2.0,7th Street North,residential,False,True,56.659,879,636,47.0,0.001,None,None,None,1.4299999475479126,1.6399999856948853,1.5700001186794705,1.0,other,2.0,13404.0
10876992,2.0,Barbara Lane,residential,False,False,80.872,880,639,47.0,0.002,None,None,None,0.25,0.9900000095367432,0.5958333412806193,1.0,other,2.0,8522.0
10876992,2.0,Barbara Lane,residential,False,True,106.389,881,640,47.0,0.002,None,None,None,0.8500000238418579,1.6399999856948853,1.2579999287923178,1.0,other,2.0,20827.0
10880338,2.0,North 8th Street,residential,False,False,42.219,882,642,47.0,0.001,None,None,None,0.6200000047683716,0.9900000095367432,0.8383332888285319,1.0,other,2.0,5792.0
10880338,2.0,North 8th Street,residential,False,True,56.773,883,641,47.0,0.001,None,None,None,0.6299999952316284,1.0,0.85999995470047,1.0,other,2.0,7950.0
10876992,2.0,Barbara Lane,residential,False,True,77.421,884,643,47.0,0.002,None,None,None,0.20000000298023224,0.3400000035762787,0.2739999771118164,0.46541780500936236,other,2.0,1832.0
10886114,2.0,North 10th Street,residential,False,False,160.831,885,645,56.0,0.003,None,35 mph,None,0.07000000029802322,0.3199999928474426,0.2380000114440918,0.4780754691769278,other,2.0,3396.0
10886114,2.0,North 10th Street,residential,False,True,51.271,886,644,56.0,0.001,None,35 mph,None,,,,0.0,other,2.0,
10877355,2.0,17th Street North,residential,False,False,212.595,887,646,47.0,0.005,None,None,None,0.11999999731779099,1.090000033378601,0.7050000190734863,0.9341319304356657,other,2.0,23771.0
10877355,2.0,17th Street North,residential,False,True,112.022,888,647,47.0,0.002,None,None,None,,,,0.0,other,2.0,
10880173,2.0,11th Avenue North,residential,False,False,76.365,889,648,47.0,0.002,None,None,None,0.17000000178813934,0.46000000834465027,0.3442857265472412,0.724785534354565,other,2.0,3537.0
10880173,2.0,11th Avenue North,residential,False,True,77.642,890,649,47.0,0.002,None,None,None,,,,0.0,other,2.0,
10877355,2.0,17th Street North,residential,False,False,105.289,891,650,47.0,0.002,None,None,None,0.20999999344348907,0.4300000071525574,0.327272740277377,1.0,other,2.0,6395.0
10877355,2.0,17th Street North,residential,False,True,212.595,892,651,47.0,0.005,None,None,None,0.11999999731779099,1.090000033378601,0.7050000190734863,0.9341319304356657,other,2.0,23771.0
10880844,2.0,9th Avenue North,residential,False,False,25.572,893,652,47.0,0.001,None,None,None,0.20999999344348907,0.4300000071525574,0.3199999928474426,0.5671953540108513,other,2.0,861.0
10880844,2.0,9th Avenue North,residential,False,True,21.507,894,653,47.0,0.0,None,None,None,0.4300000071525574,0.6399999856948853,0.5600000023841858,1.0,other,2.0,2165.0
10877355,2.0,17th Street North,residential,False,True,105.289,895,654,47.0,0.002,None,None,None,0.20999999344348907,0.4300000071525574,0.327272740277377,1.0,other,2.0,6395.0
10877896,2.0,10th Avenue North,residential,False,True,160.077,896,655,47.0,0.003,None,None,None,1.100000023841858,1.4800000190734863,1.309090874411843,1.0,other,2.0,32521.0
10884260,2.0,7th Street North,residential,False,False,19.42,897,656,47.0,0.0,None,None,None,1.3700000047683716,1.3700000047683716,1.3700000445048015,1.0,other,2.0,4117.0
10884260,2.0,7th Street North,residential,False,True,27.24,898,657,47.0,0.001,None,None,None,1.3700000047683716,1.4700000286102295,1.4039999008178712,1.0,other,2.0,5908.0
10877897,2.0,10th Avenue North,residential,False,False,7.505,899,1126,47.0,0.0,None,None,None,0.47999998927116394,0.5600000023841858,0.5066666603088379,1.0,other,2.0,703.0
10877897,2.0,10th Avenue North,residential,False,True,5.851,900,659,47.0,0.0,None,None,None,0.23999999463558197,0.47999998927116394,0.35999998450279236,1.0,other,2.0,391.0
10877897,2.0,10th Avenue North,residential,False,False,6.131,901,658,47.0,0.0,None,None,None,2.109999895095825,2.109999895095825,2.109999895095825,1.0,other,2.0,1701.0
10877897,2.0,10th Avenue North,residential,False,True,7.319,902,659,47.0,0.0,None,None,None,2.0799999237060547,2.109999895095825,2.0949997901916504,1.0,other,2.0,2025.0
351669850,2.0,North 2nd Street,residential,False,False,51.505,903,660,40.0,0.001,None,25 mph,None,1.6699999570846558,2.109999895095825,1.8942856107439314,1.0,other,2.0,13561.0
351669850,2.0,North 2nd Street,residential,False,True,51.695,904,661,40.0,0.001,None,25 mph,None,1.8899999856948853,2.109999895095825,2.0071427481515065,1.0,other,2.0,14079.0
10877897,2.0,10th Avenue North,residential,False,True,46.241,905,664,47.0,0.001,None,None,None,0.8199999928474426,1.1399999856948853,0.9937500357627869,1.0,other,2.0,7287.0
351669862,2.0,North 5th Street,residential,False,False,105.847,906,662,47.0,0.002,None,None,None,0.8600000143051147,1.1399999856948853,0.9953846564659705,1.0,other,2.0,16702.0
351669862,2.0,North 5th Street,residential,False,True,105.552,907,663,47.0,0.002,None,None,None,1.0700000524520874,1.1699999570846558,1.1361538813664362,1.0,other,2.0,18800.0
10881085,2.0,North 17th Avenue,residential,False,True,26.452,908,665,47.0,0.001,None,None,None,0.9599999785423279,1.2599999904632568,1.0525000095367432,1.0,other,2.0,4391.0
10892377,2.0,Foss Lane,residential,False,False,38.308,909,666,47.0,0.001,None,None,None,0.5,1.0299999713897705,0.7619999885559082,1.0,other,2.0,4872.0
1389845130,2.0,17th Avenue North,residential,False,False,48.057,910,667,47.0,0.001,None,None,None,0.8700000047683716,1.2799999713897705,1.027500033378601,1.0,other,2.0,7804.0
1389845130,2.0,17th Avenue North,residential,False,False,7.169,911,667,47.0,0.0,None,None,None,1.1799999475479126,1.340000033378601,1.2599999904632568,1.0,other,2.0,1405.0
1389845130,2.0,17th Avenue North,residential,False,True,6.497,912,671,47.0,0.0,None,None,None,1.2799999713897705,1.340000033378601,1.309999942779541,1.0,other,2.0,1321.0
351669850,2.0,North 2nd Street,residential,False,False,104.84,913,668,40.0,0.003,None,25 mph,None,1.4500000476837158,1.7100000381469727,1.5576923076923077,1.0,other,2.0,24695.0
351669850,2.0,North 2nd Street,residential,False,True,104.579,914,669,40.0,0.003,None,25 mph,None,1.340000033378601,1.7100000381469727,1.4949997493198939,1.0,other,2.0,24061.0
1389845130,2.0,17th Avenue North,residential,False,False,6.719,915,670,47.0,0.0,None,None,None,1.7100000381469727,1.7100000381469727,1.7100000381469727,1.0,other,2.0,1667.0
1389845130,2.0,17th Avenue North,residential,False,True,6.145,916,671,47.0,0.0,None,None,None,1.7100000381469727,1.7100000381469727,1.7100000381469727,1.0,other,2.0,1525.0
10878023,2.0,17th Avenue North,residential,False,True,212.009,917,674,47.0,0.005,None,None,None,0.5299999713897705,1.3799999952316284,0.9078570774623326,1.0,other,2.0,31019.0
10884263,2.0,7th Street North,residential,False,False,110.456,918,672,47.0,0.002,None,None,None,1.0800000429153442,1.2999999523162842,1.2184615501990685,1.0,other,2.0,20990.0
10884263,2.0,7th Street North,residential,False,True,105.661,919,673,47.0,0.002,None,None,None,1.059999942779541,1.2899999618530273,1.1599999836512975,1.0,other,2.0,19185.0
10878024,2.0,17th Avenue North,residential,False,False,81.789,920,675,47.0,0.002,None,None,None,1.1299999952316284,1.5700000524520874,1.3300000031789143,1.0,other,2.0,16864.0
10880338,2.0,North 8th Street,residential,False,False,88.496,921,676,47.0,0.002,None,None,None,1.5,2.0799999237060547,1.6918180639093572,1.0,other,2.0,21824.0
10880338,2.0,North 8th Street,residential,False,True,139.423,922,677,47.0,0.003,None,None,None,1.409999966621399,1.7699999809265137,1.5927777820163302,1.0,other,2.0,33245.0
10878024,2.0,17th Avenue North,residential,False,False,5.79,923,417,47.0,0.0,None,None,None,0.8399999737739563,1.149999976158142,1.0299999713897705,1.0,other,2.0,942.0
10878024,2.0,17th Avenue North,residential,False,True,63.146,924,547,47.0,0.001,None,None,None,1.0199999809265137,1.2200000286102295,1.09375,1.0,other,2.0,10860.0
10878024,2.0,17th Avenue North,residential,False,False,7.198,925,417,47.0,0.0,None,None,None,1.100000023841858,1.100000023841858,1.100000023841858,1.0,other,2.0,1244.0
10878024,2.0,17th Avenue North,residential,False,True,5.79,926,547,47.0,0.0,None,None,None,0.8399999737739563,1.149999976158142,1.0299999713897705,1.0,other,2.0,942.0
10878024,2.0,17th Avenue North,residential,False,False,9.944,927,417,47.0,0.0,None,None,None,0.9399999976158142,0.9700000286102295,0.9550000429153442,1.0,other,2.0,1516.0
10878024,2.0,17th Avenue North,residential,False,True,6.65,928,547,47.0,0.0,None,None,None,0.9700000286102295,1.100000023841858,1.0233333110809326,1.0,other,2.0,1076.0
10878024,2.0,17th Avenue North,residential,False,False,48.128,929,417,47.0,0.001,None,None,None,0.8299999833106995,1.1200000047683716,1.0099999109903972,1.0,other,2.0,7693.0
10878024,2.0,17th Avenue North,residential,False,True,9.944,930,547,47.0,0.0,None,None,None,0.9399999976158142,0.9700000286102295,0.9550000429153442,1.0,other,2.0,1516.0
10878296,2.0,Tanglewood Road,residential,False,False,14.048,931,678,47.0,0.0,None,None,None,1.2400000095367432,1.909999966621399,1.6866666475931804,1.0,other,2.0,3458.0
10878296,2.0,Tanglewood Road,residential,False,False,12.485,932,678,47.0,0.0,None,None,None,1.4900000095367432,1.909999966621399,1.7366666793823242,1.0,other,2.0,3125.0
10878296,2.0,Tanglewood Road,residential,False,True,14.048,933,619,47.0,0.0,None,None,None,1.2400000095367432,1.909999966621399,1.6866666475931804,1.0,other,2.0,3458.0
10878296,2.0,Tanglewood Road,residential,False,False,11.852,934,678,47.0,0.0,None,None,None,1.2799999713897705,1.7400000095367432,1.5033334096272786,1.0,other,2.0,2739.0
10878296,2.0,Tanglewood Road,residential,False,True,12.485,935,619,47.0,0.0,None,None,None,1.4900000095367432,1.909999966621399,1.7366666793823242,1.0,other,2.0,3125.0
10878296,2.0,Tanglewood Road,residential,False,False,25.055,936,678,47.0,0.001,None,None,None,1.340000033378601,1.7400000095367432,1.5674999952316284,1.0,other,2.0,5922.0
