,road_types,avg_speed
0,trunk,84.5
1,motorway_link,99.8
2,motorway,100.0
3,secondary_link,50.0
4,"['motorway', 'motorway_link']",100.0
5,primary,50.0
6,secondary,58.3
7,trunk_link,80.0
