u,v,key,osmid,highway,lanes,name,oneway,reversed,length,rfid_c,rfid,avgspeed,time,bridge,RP1_me,RP1_fr,RP100_me,RP100_fr,RP20_me,RP20_fr,dam_RP100_al_segments,dam_RP100_al,dam_RP20_al_segments,dam_RP20_al,dam_RP1_al_segments,dam_RP1_al,risk_al_segments,risk_al,maxspeed,ref,access,junction
604127464,604127477,0,1154182812,residential,nan,Michigan Avenue,False,False,11.176302202058855,1819,1108,43.0,0.0,nan,0.14666666587193808,1.0,0.996666669845581,1.0,0.753333330154419,1.0,[np.float64(892.0)],892.0,[np.float64(718.0)],718.0,[np.float64(157.0)],157.0,[np.float64(456.74)],456.74,nan,nan,nan,nan
604127464,9251444344,0,"[47471648, 1002417853, 419830503]",primary,"['3', '2']","['Alton Road', '43rd Street']",True,False,240.92934295525203,"[1803, 1804, 1805, 1806, 1807, 1816, 1817, 3617, 3620, 3624, 5166, 5167, 5168, 5169, 7999, 8000, 8001, 8002, 8003, 8004, 8005, 8006, 8007, 8008]",1578,48.0,0.005,nan,0.16366666158040363,0.9571924008251299,0.9937142508370536,1.0,0.7534285409109933,1.0,"[np.float64(5143.0), np.float64(4641.0), np.float64(2486.0), np.float64(6114.0), np.float64(9405.0), np.float64(1409.0), np.float64(2160.0), np.float64(12251.0), np.float64(7068.0), np.float64(1279.0), np.float64(2956.0), np.float64(1166.0), np.float64(1514.0), np.float64(1559.0), np.float64(2678.0), np.float64(2288.0), np.float64(7343.0), np.float64(14881.0), np.float64(2797.0), np.float64(3818.0), np.float64(3453.0), np.float64(3430.0), np.float64(1719.0), np.float64(1163.0)]",102721.0,"[np.float64(4320.0), np.float64(3866.0), np.float64(2007.0), np.float64(4777.0), np.float64(7529.0), np.float64(1210.0), np.float64(1844.0), np.float64(9865.0), np.float64(5520.0), np.float64(1136.0), np.float64(2563.0), np.float64(1001.0), np.float64(1299.0), np.float64(1338.0), np.float64(2176.0), np.float64(1902.0), np.float64(5983.0), np.float64(11961.0), np.float64(2401.0), np.float64(3215.0), np.float64(2910.0), np.float64(2914.0), np.float64(1479.0), np.float64(1016.0)]",84232.0,"[np.float64(1204.0), np.float64(1018.0), np.float64(626.0), np.float64(481.0), np.float64(1211.0), np.float64(389.0), np.float64(573.0), np.float64(2204.0), np.float64(725.0), np.float64(444.0), np.float64(894.0), np.float64(322.0), np.float64(418.0), np.float64(430.0), np.float64(480.0), np.float64(511.0), np.float64(1399.0), np.float64(2235.0), np.float64(772.0), np.float64(905.0), np.float64(825.0), np.float64(874.0), np.float64(483.0), np.float64(363.0)]",19786.0,"[np.float64(2864.59), np.float64(2536.45), np.float64(1365.4), np.float64(2776.51), np.float64(4584.23), np.float64(826.0), np.float64(1249.76), np.float64(6297.6), np.float64(3288.82), np.float64(811.59), np.float64(1782.02), np.float64(683.42), np.float64(886.97), np.float64(913.33), np.float64(1385.46), np.float64(1252.86), np.float64(3846.4), np.float64(7428.75), np.float64(1639.1), np.float64(2135.84), np.float64(1935.92), np.float64(1960.48), np.float64(1013.1), np.float64(710.24)]",54174.84,30 mph,FL 907A,nan,nan
604127465,7580986463,0,47471649,primary,1,Alton Road,True,False,54.66876330831164,"[7552, 4490]",1556,48.0,0.001,nan,,0.0,0.4424999952316284,0.6435940660835738,0.20499999821186066,0.6435940660835738,"[np.float64(3034.0), np.float64(594.0)]",3628.0,"[np.float64(1405.0), np.float64(228.0)]",1633.0,"[np.float64(nan), np.float64(nan)]",0.0,"[np.float64(786.5), np.float64(130.68)]",917.18,30 mph,FL 907A,nan,nan
604127477,604127498,0,47471655,primary,2,Alton Road,True,False,188.7877940266838,"[1824, 1825, 3621, 7997, 7998, 7994, 7993, 1818, 7995, 7996, 1821, 1822, 1823]",1109,48.0,0.004,nan,0.08999999669881967,0.36639583449469354,0.8914814701786747,1.0,0.6492592846905744,1.0,"[np.float64(3108.0), np.float64(2360.0), np.float64(10797.0), np.float64(2002.0), np.float64(2045.0), np.float64(3313.0), np.float64(998.0), np.float64(7513.0), np.float64(2844.0), np.float64(10969.0), np.float64(10517.0), np.float64(9814.0), np.float64(2599.0)]",68879.0,"[np.float64(2459.0), np.float64(1867.0), np.float64(8454.0), np.float64(1593.0), np.float64(1624.0), np.float64(2643.0), np.float64(790.0), np.float64(5989.0), np.float64(2263.0), np.float64(8663.0), np.float64(8193.0), np.float64(7633.0), np.float64(2063.0)]",54234.0,"[np.float64(157.0), np.float64(nan), np.float64(389.0), np.float64(166.0), np.float64(114.0), np.float64(219.0), np.float64(nan), np.float64(908.0), np.float64(86.0), np.float64(250.0), np.float64(279.0), np.float64(24.0), np.float64(184.0)]",2776.0,"[np.float64(1385.02), np.float64(994.96), np.float64(4693.42), np.float64(927.44), np.float64(919.38), np.float64(1511.7), np.float64(420.99), np.float64(3621.24), np.float64(1246.35), np.float64(4736.0), np.float64(4503.57), np.float64(4084.16), np.float64(1186.56)]",30230.79,30 mph,FL 907A,nan,nan
604127477,604127558,0,"[1154182812, 11149701]",residential,nan,Michigan Avenue,False,False,86.67468206421745,"[4103, 4104, 6541, 1871, 1873, 1875, 4026, 4028]",1120,43.0,0.002,nan,0.1584615340599647,1.0,1.0100000821627104,1.0,0.7676922724797175,1.0,"[np.float64(1662.0), np.float64(407.0), np.float64(585.0), np.float64(903.0), np.float64(525.0), np.float64(874.0), np.float64(1381.0), np.float64(615.0)]",6952.0,"[np.float64(1341.0), np.float64(330.0), np.float64(469.0), np.float64(722.0), np.float64(442.0), np.float64(719.0), np.float64(1135.0), np.float64(519.0)]",5677.0,"[np.float64(287.0), np.float64(75.0), np.float64(80.0), np.float64(136.0), np.float64(135.0), np.float64(193.0), np.float64(295.0), np.float64(161.0)]",1362.0,"[np.float64(849.98), np.float64(211.18), np.float64(287.7), np.float64(449.08), np.float64(298.66), np.float64(473.8), np.float64(743.38), np.float64(351.83)]",3665.61,nan,nan,nan,nan
604127517,4198297257,0,"[47471657, 653000991, 1306350319]",primary,4,Alton Road,False,False,43.22125907390093,"[7939, 4042, 1836, 2734, 5143]",1307,48.0,0.001,nan,0.2316666841506958,1.0,1.0749999682108562,1.0,0.8349999586741129,1.0,"[np.float64(5252.0), np.float64(1936.0), np.float64(8733.0), np.float64(16000.0), np.float64(3763.0)]",35684.0,"[np.float64(4414.0), np.float64(1610.0), np.float64(7399.0), np.float64(13544.0), np.float64(3188.0)]",30155.0,"[np.float64(1410.0), np.float64(478.0), np.float64(2483.0), np.float64(4398.0), np.float64(1070.0)]",9839.0,"[np.float64(3012.24), np.float64(1082.08), np.float64(5103.92), np.float64(9273.33), np.float64(2199.2)]",20670.77,30 mph,FL 907A,nan,nan
604127541,7580986463,0,"[518642353, 47471652, 47471653]",trunk,2,Alton Road,True,False,124.91535008898776,"[1856, 6504, 7923, 7924, 1814, 1815]",1118,48.0,0.003,yes,2.5399999618530273,0.3340745422505001,2.315000057220459,0.48132743033563213,2.531999969482422,0.3979683492378466,"[np.float64(1519.0), np.float64(213.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(25339.0)]",27071.0,"[np.float64(613.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(25003.0)]",25616.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(24149.0)]",24149.0,"[np.float64(349.0), np.float64(6.39), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(24607.43)]",24962.82,30 mph,FL 907,nan,nan
604127541,4608991401,0,"[47471668, 518642421, 518644058, 1311238075, 518644574]",trunk,"['3', '2']",Alton Road,True,False,439.9007118971512,"[3585, 3587, 3588, 3716, 3590, 3591, 3592, 3593, 1852, 3578, 3580, 1853, 3582, 3583]",1502,48.0,0.009,nan,0.11499998304578993,0.28979040194806377,0.7690163909411821,1.0,0.5457377199266777,1.0,"[np.float64(6530.0), np.float64(6842.0), np.float64(13108.0), np.float64(8095.0), np.float64(20769.0), np.float64(12270.0), np.float64(15357.0), np.float64(11401.0), np.float64(5277.0), np.float64(8153.0), np.float64(7226.0), np.float64(17769.0), np.float64(5621.0), np.float64(11083.0)]",149501.0,"[np.float64(5024.0), np.float64(5132.0), np.float64(9006.0), np.float64(6513.0), np.float64(16241.0), np.float64(9873.0), np.float64(12201.0), np.float64(9121.0), np.float64(4225.0), np.float64(6436.0), np.float64(5621.0), np.float64(13534.0), np.float64(4186.0), np.float64(8413.0)]",115526.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(1238.0), np.float64(1056.0), np.float64(1539.0), np.float64(855.0), np.float64(1169.0), np.float64(713.0), np.float64(59.0), np.float64(nan), np.float64(284.0), np.float64(nan), np.float64(nan)]",6913.0,"[np.float64(2682.78), np.float64(2745.6), np.float64(4851.21), np.float64(4054.84), np.float64(9163.96), np.float64(5986.26), np.float64(6906.33), np.float64(5412.2), np.float64(2588.36), np.float64(3458.44), np.float64(2999.18), np.float64(7367.3), np.float64(2240.7), np.float64(4496.92)]",64954.08,30 mph,FL 907,nan,nan
604127558,10734179248,0,1154182811,residential,nan,nan,True,False,17.142390680388274,1872,1119,43.0,0.0,nan,0.15000000596046448,1.0,1.0099999904632568,1.0,0.7599999904632568,1.0,[np.float64(1377.0)],1377.0,[np.float64(1108.0)],1108.0,[np.float64(247.0)],247.0,[np.float64(707.1)],707.1,nan,nan,nan,nan
604127558,10734179245,0,1154182797,residential,nan,nan,True,False,20.899549941096186,6869,1615,43.0,0.0,nan,0.12333333492279053,1.0,0.9833333492279053,1.0,0.7366666793823242,1.0,[np.float64(1650.0)],1650.0,[np.float64(1320.0)],1320.0,[np.float64(247.0)],247.0,[np.float64(820.22)],820.22,nan,nan,nan,nan
604127561,4198297257,0,419830520,motorway_link,1,nan,True,False,40.48998007208755,"[7941, 2735, 2736, 2737, 1878, 5145, 5146, 5147]",1122,55.0,0.001,nan,0.23166666428248087,1.0,1.0766666730244954,1.0,0.8366666634877523,1.0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0.0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0.0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0.0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0.0,nan,nan,nan,nan
604127561,1425902567,0,"[39033572, 129195142, 129195144, 419830504, 39033581, 87553233]",motorway,"['3', '2']",Julia Tuttle Causeway,True,False,876.5621037572446,"[6, 2711, 1690, 1691, 1692, 1693, 1694, 5279, 5280, 5281, 5282, 5283, 5284, 5285, 5286, 5287, 5288, 5289, 5290, 2732, 694, 695, 82, 2019, 2020, 2021]",1162,59.0,0.015,yes,0.09600000381469727,0.034054486012531776,0.6877777841356065,0.13280345681982322,0.5137500166893005,0.1186001411878332,"[np.float64(nan), np.float64(0.0), np.float64(0.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(0.0), np.float64(0.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(0.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0.0,"['30 mph', '45 mph', '35 mph']",I 195,nan,nan
618400817,2969670395,0,48715089,primary,2,Collins Avenue,True,False,39.17464397998968,"[3496, 1897]",1123,56.0,0.001,nan,,0.0,0.7200000286102295,1.0,0.3866666555404663,1.0,"[np.float64(5145.0), np.float64(6946.0)]",12091.0,"[np.float64(2621.0), np.float64(4555.0)]",7176.0,"[np.float64(nan), np.float64(nan)]",0.0,"[np.float64(1451.74), np.float64(2463.1)]",3914.84,35 mph,FL A1A,nan,nan
618400817,618401164,0,1459954592,primary_link,2,nan,True,False,17.47058549170226,"[4673, 1898, 4429, 4674]",1124,56.0,0.0,nan,,0.0,0.8666666348775228,1.0,0.5366666316986084,1.0,"[np.float64(1253.0), np.float64(1319.0), np.float64(1816.0), np.float64(1915.0)]",6303.0,"[np.float64(842.0), np.float64(886.0), np.float64(1280.0), np.float64(1438.0)]",4446.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(454.38), np.float64(478.14), np.float64(688.08), np.float64(769.26)]",2389.86,35 mph,nan,nan,nan
618400817,4317310900,0,52968023,primary_link,2,nan,True,False,41.758789203701056,"[3488, 4672, 3501, 4430, 4669]",1483,56.0,0.001,nan,,0.0,0.8000000317891439,1.0,0.46833332379659015,1.0,"[np.float64(4491.0), np.float64(1411.0), np.float64(1848.0), np.float64(4698.0), np.float64(1583.0)]",14031.0,"[np.float64(2994.0), np.float64(947.0), np.float64(1241.0), np.float64(3155.0), np.float64(1063.0)]",9400.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(1616.76), np.float64(511.1), np.float64(669.74), np.float64(1702.66), np.float64(573.67)]",5073.93,35 mph,nan,nan,nan
618401113,4317301832,0,45127552,primary,3,Indian Creek Drive,True,False,24.54599574004141,1899,1125,56.0,0.0,nan,0.17250001430511475,1.0,1.152500033378601,1.0,0.8374999761581421,1.0,[np.float64(15626.0)],15626.0,[np.float64(12813.0)],12813.0,[np.float64(3049.0)],3049.0,[np.float64(8259.49)],8259.49,35 mph,FL A1A,nan,nan
618401113,618401164,0,"[447042019, 1001836340, 1459768861, 518601924]",primary,"['4', '3']",Indian Creek Drive,True,False,153.25060208640207,"[8097, 4675, 3523, 8101, 4679, 1901, 4658, 4659, 4443]",1127,56.0,0.003,nan,0.16909089955416592,0.6784924551424948,1.10529405930463,1.0,0.7852941400864545,1.0,"[np.float64(6445.0), np.float64(45206.0), np.float64(14439.0), np.float64(8024.0), np.float64(4451.0), np.float64(2426.0), np.float64(16441.0), np.float64(4624.0), np.float64(5317.0)]",107373.0,"[np.float64(5419.0), np.float64(34975.0), np.float64(11676.0), np.float64(6741.0), np.float64(3701.0), np.float64(1822.0), np.float64(13476.0), np.float64(3905.0), np.float64(4397.0)]",86112.0,"[np.float64(1611.0), np.float64(2830.0), np.float64(2471.0), np.float64(1924.0), np.float64(950.0), np.float64(nan), np.float64(3048.0), np.float64(1182.0), np.float64(1079.0)]",15095.0,"[np.float64(3640.98), np.float64(20013.06), np.float64(7386.52), np.float64(4491.42), np.float64(2416.78), np.float64(974.67), np.float64(8611.65), np.float64(2633.14), np.float64(2848.55)]",53016.77,35 mph,FL A1A,nan,nan
618401164,2172566268,0,"[1001834119, 447041994, 1001831339, 1065453967, 447042000, 447042004, 424119515]",primary,"['4', '3']",Collins Avenue,True,False,459.2473776111971,"[6435, 3527, 4664, 4428, 2252, 4654, 2254, 4656, 2256, 4442, 2260, 4661, 4662, 2039, 4440, 4441, 4666, 2037]",1194,56.0,0.008,nan,0.17133334477742512,0.27471512834950096,1.0101922842172475,1.0,0.6655769348144531,1.0,"[np.float64(35720.0), np.float64(17728.0), np.float64(9323.0), np.float64(9535.0), np.float64(17394.0), np.float64(12549.0), np.float64(14305.0), np.float64(19760.0), np.float64(32196.0), np.float64(14208.0), np.float64(11582.0), np.float64(14499.0), np.float64(11430.0), np.float64(7402.0), np.float64(35312.0), np.float64(18732.0), np.float64(2749.0), np.float64(10861.0)]",295285.0,"[np.float64(27231.0), np.float64(13406.0), np.float64(6955.0), np.float64(6999.0), np.float64(13284.0), np.float64(8954.0), np.float64(10209.0), np.float64(13948.0), np.float64(22497.0), np.float64(10564.0), np.float64(10172.0), np.float64(10054.0), np.float64(8734.0), np.float64(5548.0), np.float64(25490.0), np.float64(13133.0), np.float64(2118.0), np.float64(8046.0)]",217342.0,"[np.float64(1765.0), np.float64(438.0), np.float64(nan), np.float64(1147.0), np.float64(1781.0), np.float64(nan), np.float64(nan), np.float64(925.0), np.float64(751.0), np.float64(nan), np.float64(4348.0), np.float64(nan), np.float64(276.0), np.float64(329.0), np.float64(2490.0), np.float64(nan), np.float64(225.0), np.float64(nan)]",14475.0,"[np.float64(15389.32), np.float64(7375.86), np.float64(3722.42), np.float64(4295.38), np.float64(7943.38), np.float64(4808.7), np.float64(5482.6), np.float64(7936.44), np.float64(12458.62), np.float64(5655.42), np.float64(7447.9), np.float64(5411.7), np.float64(4797.33), np.float64(3124.6), np.float64(14859.66), np.float64(7062.79), np.float64(1237.75), np.float64(4308.6)]",123318.47,35 mph,FL A1A,nan,nan
618401864,2912184928,0,287648875,primary,3,5th Street,True,False,11.648682779436287,1907,1130,56.0,0.0,nan,,0.0,0.6200000047683716,1.0,0.3999999761581421,1.0,[np.float64(4864.0)],4864.0,[np.float64(3355.0)],3355.0,[np.float64(nan)],0.0,[np.float64(1806.64)],1806.64,35 mph,FL A1A,nan,nan
618401864,618402056,0,475619585,primary,4,5th Street,True,False,69.6458698979593,"[3660, 1917]",1139,56.0,0.001,nan,,0.0,0.7169999599456787,1.0,0.4979999542236328,1.0,"[np.float64(8222.0), np.float64(34906.0)]",43128.0,"[np.float64(5893.0), np.float64(27154.0)]",33047.0,"[np.float64(nan), np.float64(nan)]",0.0,"[np.float64(3163.7), np.float64(14488.41)]",17652.11,35 mph,FL A1A,nan,nan
618401903,2912184928,0,"[86626805, 1049240495]",primary,"['3', '2']",5th Street,True,False,111.26367009647414,"[3657, 2574, 1908, 5912, 2813, 5662]",1245,56.0,0.002,nan,,0.0,0.47846148564265323,1.0,0.25846154873187727,1.0,"[np.float64(7831.0), np.float64(2506.0), np.float64(13998.0), np.float64(3742.0), np.float64(4421.0), np.float64(1921.0)]",34419.0,"[np.float64(4297.0), np.float64(1656.0), np.float64(6607.0), np.float64(2079.0), np.float64(2719.0), np.float64(1145.0)]",18503.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(2361.94), np.float64(894.9), np.float64(3690.4), np.float64(1141.36), np.float64(1478.54), np.float64(624.4)]",10191.54,35 mph,FL A1A,nan,nan
