u,v,key,osmid,highway,lanes,name,oneway,reversed,length,rfid_c,rfid,avgspeed,time,bridge,RP1_me,RP1_fr,RP100_me,RP100_fr,RP20_me,RP20_fr,dam_RP100_al_segments,dam_RP100_al,dam_RP20_al_segments,dam_RP20_al,dam_RP1_al_segments,dam_RP1_al,maxspeed,ref,access,junction
99089423,7195450507,0,"[1310001194, 1026394021, 1026394022, 1026394023]",trunk,"['4', '5']",Alton Road,False,False,54.664860990201966,"[4672, 8337, 4241, 4243, 4830]",1733,56.0,0.001,nan,0.3083333174387614,1.0,1.0716667175292969,1.0,0.8600000540415446,1.0,"[np.float64(2105.0), np.float64(5957.0), np.float64(13636.0), np.float64(10939.0), np.float64(20401.0)]",53038.0,"[np.float64(1793.0), np.float64(5185.0), np.float64(11899.0), np.float64(9407.0), np.float64(17592.0)]",45876.0,"[np.float64(715.0), np.float64(2247.0), np.float64(5133.0), np.float64(3895.0), np.float64(7233.0)]",19223.0,35 mph,FL 907,nan,nan
99089427,99201100,0,11145743,residential,nan,12th Street,False,True,122.48039520836444,"[1248, 6625, 1250, 6871, 1010, 7767]",681,43.0,0.003,nan,0.07666666805744171,0.16157133299533008,0.7506667455037435,1.0,0.5400000254313151,1.0,"[np.float64(546.0), np.float64(1027.0), np.float64(2782.0), np.float64(244.0), np.float64(538.0), np.float64(2775.0)]",7912.0,"[np.float64(441.0), np.float64(826.0), np.float64(2216.0), np.float64(192.0), np.float64(423.0), np.float64(2157.0)]",6255.0,"[np.float64(67.0), np.float64(33.0), np.float64(67.0), np.float64(nan), np.float64(nan), np.float64(nan)]",167.0,nan,nan,nan,nan
99089427,99255328,0,11145743,residential,nan,12th Street,False,False,125.10539690959754,"[6618, 1242, 1245, 2686]",826,43.0,0.003,nan,0.09857142823083061,0.963385159469986,0.8460000356038412,1.0,0.6420000076293946,1.0,"[np.float64(988.0), np.float64(4226.0), np.float64(273.0), np.float64(3300.0)]",8787.0,"[np.float64(801.0), np.float64(3445.0), np.float64(221.0), np.float64(2684.0)]",7151.0,"[np.float64(79.0), np.float64(572.0), np.float64(23.0), np.float64(481.0)]",1155.0,nan,nan,nan,nan
99089427,7571760073,0,1306115422,trunk,5,Alton Road,False,False,99.0522965377265,"[4544, 6626, 4836]",1741,56.0,0.002,nan,0.12666665514310202,1.0,0.8825000127156576,1.0,0.6750000317891439,1.0,"[np.float64(62868.0), np.float64(16358.0), np.float64(10508.0)]",89734.0,"[np.float64(51437.0), np.float64(13230.0), np.float64(8589.0)]",73256.0,"[np.float64(11674.0), np.float64(1461.0), np.float64(1919.0)]",15054.0,35 mph,FL 907,nan,nan
99089427,99089428,0,"[1306340552, 1307211050, 1306340550]",trunk,"['4', '5']",Alton Road,False,True,111.45673828380448,"[3136, 425, 8307, 6617, 8316, 6623]",320,56.0,0.002,nan,0.10090909220955589,1.0,0.8563636432994496,1.0,0.649090896953236,1.0,"[np.float64(22538.0), np.float64(11634.0), np.float64(21768.0), np.float64(8392.0), np.float64(16151.0), np.float64(12689.0)]",93172.0,"[np.float64(18337.0), np.float64(9509.0), np.float64(17729.0), np.float64(6839.0), np.float64(13050.0), np.float64(10223.0)]",75687.0,"[np.float64(3601.0), np.float64(2124.0), np.float64(2955.0), np.float64(1386.0), np.float64(1650.0), np.float64(902.0)]",12618.0,35 mph,FL 907,nan,nan
99089428,99201098,0,83069296,residential,2,11th Street,False,True,122.89191726027364,"[6851, 4103, 1007, 1524, 6875]",678,43.0,0.003,nan,0.19866666793823243,1.0,0.9539999643961589,1.0,0.7426666259765625,1.0,"[np.float64(3624.0), np.float64(2784.0), np.float64(737.0), np.float64(1160.0), np.float64(1169.0)]",9474.0,"[np.float64(2965.0), np.float64(2315.0), np.float64(611.0), np.float64(961.0), np.float64(965.0)]",7817.0,"[np.float64(764.0), np.float64(792.0), np.float64(220.0), np.float64(308.0), np.float64(271.0)]",2355.0,nan,nan,nan,nan
99089428,99317390,0,758008557,residential,2,11th Street,False,False,241.61247991098563,"[1519, 1521, 6614, 6425, 6399]",1014,48.0,0.005,nan,0.256296299121998,1.0,1.0033333389847368,1.0,0.8029629742657697,1.0,"[np.float64(2129.0), np.float64(8702.0), np.float64(995.0), np.float64(772.0), np.float64(6705.0)]",19303.0,"[np.float64(1822.0), np.float64(7282.0), np.float64(822.0), np.float64(650.0), np.float64(5674.0)]",16250.0,"[np.float64(704.0), np.float64(2604.0), np.float64(216.0), np.float64(240.0), np.float64(2132.0)]",5896.0,30 mph,nan,nan,nan
99089428,10246620879,0,"[655537477, 655537478, 1306340551, 1306095281, 129195125]",trunk,"['4', '5']",Alton Road,False,True,250.2532035337317,"[4097, 7266, 8291, 4801, 3138, 6877, 427, 4799, 4082, 8305, 4213, 4604, 6845, 6847]",1794,56.0,0.004,nan,0.26629629841557256,1.0,1.0174073819760923,1.0,0.8111111676251447,1.0,"[np.float64(4437.0), np.float64(5982.0), np.float64(38666.0), np.float64(15709.0), np.float64(3352.0), np.float64(9316.0), np.float64(8652.0), np.float64(49793.0), np.float64(1950.0), np.float64(14876.0), np.float64(25717.0), np.float64(23453.0), np.float64(9488.0), np.float64(5496.0)]",216887.0,"[np.float64(3692.0), np.float64(4969.0), np.float64(33839.0), np.float64(13299.0), np.float64(2765.0), np.float64(7643.0), np.float64(7210.0), np.float64(41349.0), np.float64(1622.0), np.float64(12616.0), np.float64(21522.0), np.float64(20757.0), np.float64(8057.0), np.float64(4542.0)]",183882.0,"[np.float64(1331.0), np.float64(1737.0), np.float64(15228.0), np.float64(5049.0), np.float64(817.0), np.float64(1971.0), np.float64(2427.0), np.float64(13453.0), np.float64(585.0), np.float64(4834.0), np.float64(7529.0), np.float64(9705.0), np.float64(3050.0), np.float64(1431.0)]",69147.0,35 mph,FL 907,nan,nan
99089435,7564787836,0,"[47471638, 809024295]",trunk,"['3', '2']",Alton Road,True,False,267.85577195272043,"[4770, 4771, 4804, 4774, 6793, 428, 431, 1876, 2997, 2964, 7607]",321,56.0,0.005,nan,0.3033333531132451,1.0,1.059629652235243,1.0,0.8485184422245732,1.0,"[np.float64(10307.0), np.float64(14607.0), np.float64(23580.0), np.float64(12068.0), np.float64(2897.0), np.float64(2710.0), np.float64(12552.0), np.float64(12895.0), np.float64(18007.0), np.float64(5589.0), np.float64(5889.0)]",121101.0,"[np.float64(8623.0), np.float64(12205.0), np.float64(20983.0), np.float64(10640.0), np.float64(2430.0), np.float64(2256.0), np.float64(10299.0), np.float64(11661.0), np.float64(15853.0), np.float64(4579.0), np.float64(5433.0)]",104962.0,"[np.float64(3121.0), np.float64(4490.0), np.float64(9990.0), np.float64(4975.0), np.float64(841.0), np.float64(747.0), np.float64(2607.0), np.float64(6024.0), np.float64(7327.0), np.float64(1268.0), np.float64(2999.0)]",44389.0,35 mph,FL 907,nan,nan
99089435,99201097,0,"[584649868, 584649869]",residential,nan,8th Street,False,True,121.42104762077474,"[6788, 6859, 1004, 4110, 4113, 1661]",675,43.0,0.003,nan,0.3999999931880406,1.0,1.1550000054495675,1.0,0.9421428271702358,1.0,"[np.float64(1060.0), np.float64(3459.0), np.float64(853.0), np.float64(1596.0), np.float64(700.0), np.float64(2631.0)]",10299.0,"[np.float64(879.0), np.float64(3184.0), np.float64(786.0), np.float64(1398.0), np.float64(619.0), np.float64(2374.0)]",9240.0,"[np.float64(292.0), np.float64(1750.0), np.float64(466.0), np.float64(633.0), np.float64(296.0), np.float64(1205.0)]",4642.0,nan,nan,nan,nan
99089435,10246438365,0,"[1305011872, 1120300205, 1120300206, 1120321287]",trunk,"['4', '5']",Alton Road,False,False,95.94669273431357,"[4802, 6789, 4107, 8278, 7259, 7263]",1791,56.0,0.002,nan,0.2760000228881836,1.0,1.0260000228881836,1.0,0.8170000076293945,1.0,"[np.float64(11065.0), np.float64(7678.0), np.float64(13857.0), np.float64(13396.0), np.float64(34097.0), np.float64(9957.0)]",90050.0,"[np.float64(9168.0), np.float64(6345.0), np.float64(12006.0), np.float64(11323.0), np.float64(29340.0), np.float64(8277.0)]",76459.0,"[np.float64(3049.0), np.float64(1999.0), np.float64(5176.0), np.float64(4306.0), np.float64(12475.0), np.float64(2939.0)]",29944.0,35 mph,FL 907,nan,nan
99089435,604127396,0,86626726,trunk,1,Alton Road,True,False,139.85056241790338,"[2978, 1874, 2989, 6791]",1198,56.0,0.002,nan,0.27800000508626305,1.0,1.0319999694824218,1.0,0.822666613260905,1.0,"[np.float64(1222.0), np.float64(13110.0), np.float64(12369.0), np.float64(1437.0)]",28138.0,"[np.float64(1010.0), np.float64(10977.0), np.float64(10801.0), np.float64(1194.0)]",23982.0,"[np.float64(318.0), np.float64(3982.0), np.float64(4848.0), np.float64(389.0)]",9537.0,35 mph,FL 907,nan,nan
99089435,12497045254,0,"[38843008, 809021250, 38843014, 47471626, 992203327]",trunk_link,"['1', '2']",nan,True,False,602.6666680580694,"[7808, 7809, 7810, 7811, 7814, 7815, 6792, 4748, 4749, 4750, 4751, 2963, 1814, 2966, 1816, 1817, 1818, 1819, 1820, 2970, 8364, 2988, 2990, 2991, 2996, 2998, 70, 71, 72, 1865, 1880, 5107, 2299]",1845,56.0,0.011,yes,1.253728575625662,0.8846042608614603,1.8745454730409565,1.0,1.681692387507512,0.9834939468292778,"[np.float64(3653.0), np.float64(4191.0), np.float64(3680.0), np.float64(3732.0), np.float64(1391.0), np.float64(2923.0), np.float64(2632.0), np.float64(3101.0), np.float64(1486.0), np.float64(1281.0), np.float64(2276.0), np.float64(3835.0), np.float64(2683.0), np.float64(2082.0), np.float64(13261.0), np.float64(10542.0), np.float64(1593.0), np.float64(1563.0), np.float64(1600.0), np.float64(11518.0), np.float64(9932.0), np.float64(1454.0), np.float64(7896.0), np.float64(7980.0), np.float64(3124.0), np.float64(1386.0), np.float64(1398.0), np.float64(1220.0), np.float64(1316.0), np.float64(2526.0), np.float64(3578.0), np.float64(18820.0), np.float64(1621.0)]",141274.0,"[np.float64(3653.0), np.float64(4191.0), np.float64(3677.0), np.float64(3689.0), np.float64(939.0), np.float64(2365.0), np.float64(2192.0), np.float64(2646.0), np.float64(1323.0), np.float64(1052.0), np.float64(1771.0), np.float64(3068.0), np.float64(2281.0), np.float64(1734.0), np.float64(10743.0), np.float64(8658.0), np.float64(1391.0), np.float64(1388.0), np.float64(1395.0), np.float64(9592.0), np.float64(9932.0), np.float64(1271.0), np.float64(7083.0), np.float64(6581.0), np.float64(3083.0), np.float64(1168.0), np.float64(1248.0), np.float64(1092.0), np.float64(1172.0), np.float64(758.0), np.float64(3535.0), np.float64(16298.0), np.float64(1397.0)]",122366.0,"[np.float64(3636.0), np.float64(4148.0), np.float64(3575.0), np.float64(3585.0), np.float64(nan), np.float64(494.0), np.float64(725.0), np.float64(1038.0), np.float64(639.0), np.float64(328.0), np.float64(135.0), np.float64(245.0), np.float64(894.0), np.float64(574.0), np.float64(1754.0), np.float64(2497.0), np.float64(622.0), np.float64(665.0), np.float64(608.0), np.float64(3361.0), np.float64(9897.0), np.float64(566.0), np.float64(3512.0), np.float64(1918.0), np.float64(2984.0), np.float64(437.0), np.float64(600.0), np.float64(537.0), np.float64(559.0), np.float64(671.0), np.float64(3431.0), np.float64(7089.0), np.float64(599.0)]",62323.0,35 mph,nan,nan,nan
99089438,99201089,0,293376026,residential,nan,6th Street,False,True,96.53976436499003,"[7617, 4090, 6786, 999, 6857, 2865, 4762]",674,43.0,0.002,nan,0.42357141630990164,1.0,1.1885713849748885,1.0,0.9742856706891742,1.0,"[np.float64(1850.0), np.float64(1546.0), np.float64(392.0), np.float64(542.0), np.float64(666.0), np.float64(2389.0), np.float64(917.0)]",8302.0,"[np.float64(1683.0), np.float64(1318.0), np.float64(352.0), np.float64(493.0), np.float64(608.0), np.float64(2205.0), np.float64(845.0)]",7504.0,"[np.float64(872.0), np.float64(526.0), np.float64(173.0), np.float64(254.0), np.float64(321.0), np.float64(1287.0), np.float64(477.0)]",3910.0,nan,nan,nan,nan
99089438,7564787836,0,809024294,trunk,2,Alton Road,True,False,4.527339024448005,4773,1735,56.0,0.0,nan,0.3499999940395355,1.0,1.1100000143051147,1.0,0.8999999761581421,1.0,[np.float64(1891.0)],1891.0,[np.float64(1666.0)],1666.0,[np.float64(761.0)],761.0,35 mph,FL 907,nan,nan
99089441,604127398,0,680642391,trunk,1,Alton Road,True,False,17.28264229571267,435,326,56.0,0.0,nan,0.41499999165534973,1.0,1.190000057220459,1.0,0.9700000286102295,1.0,[np.float64(3686.0)],3686.0,[np.float64(3343.0)],3343.0,[np.float64(1706.0)],1706.0,35 mph,FL 907,nan,nan
99089441,604127394,0,680642392,trunk,2,5th Street,True,False,15.0893262733196,1871,1194,56.0,0.0,nan,0.4699999888737996,1.0,1.246666669845581,1.0,1.0266666412353516,1.0,[np.float64(6631.0)],6631.0,[np.float64(6100.0)],6100.0,[np.float64(3404.0)],3404.0,35 mph,FL A1A,nan,nan
99089446,99089449,0,"[424827400, 534799306, 258423125]",tertiary,2,Alton Road,True,False,321.3961963565838,"[3009, 2724, 2725, 4744, 3017, 2443, 4018, 436, 6681, 4891, 6684]",328,24.0,0.013,nan,0.20999999344348907,0.09185508360169903,0.8539130169412364,1.0,0.628913050112517,1.0,"[np.float64(1343.0), np.float64(2524.0), np.float64(1129.0), np.float64(4085.0), np.float64(2348.0), np.float64(1395.0), np.float64(1121.0), np.float64(1488.0), np.float64(3479.0), np.float64(3426.0), np.float64(393.0)]",22731.0,"[np.float64(1057.0), np.float64(1978.0), np.float64(925.0), np.float64(3034.0), np.float64(1882.0), np.float64(1108.0), np.float64(847.0), np.float64(1220.0), np.float64(2853.0), np.float64(2803.0), np.float64(321.0)]",18028.0,"[np.float64(99.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(376.0), np.float64(nan), np.float64(nan), np.float64(88.0)]",563.0,15 mph,nan,nan,nan
99089446,2536079409,0,1424872895,residential,2,4th Street,False,True,13.217074471163627,"[7138, 2447]",1329,43.0,0.0,nan,0.2199999988079071,1.0,1.0099999904632568,1.0,0.7850000262260437,1.0,"[np.float64(304.0), np.float64(765.0)]",1069.0,"[np.float64(260.0), np.float64(631.0)]",891.0,"[np.float64(99.0), np.float64(201.0)]",300.0,nan,nan,nan,nan
99089446,2168177219,0,"[810113065, 206777787]",tertiary,"['3', '2']",Alton Road,True,False,84.3673288996923,"[4752, 3025, 4890, 2271]",1305,42.0,0.002,nan,0.2969230871934157,1.0,1.0792306753305287,1.0,0.8561538549569937,1.0,"[np.float64(1599.0), np.float64(3768.0), np.float64(2045.0), np.float64(1502.0)]",8914.0,"[np.float64(1369.0), np.float64(3194.0), np.float64(1751.0), np.float64(1335.0)]",7649.0,"[np.float64(541.0), np.float64(1222.0), np.float64(690.0), np.float64(629.0)]",3082.0,nan,nan,nan,nan
99089449,2637835853,0,534799304,tertiary,nan,2nd Street,False,False,11.238880130316442,2722,1369,42.0,0.0,nan,,0.0,0.6833333174387614,1.0,0.45666662851969403,1.0,[np.float64(671.0)],671.0,[np.float64(493.0)],493.0,[np.float64(nan)],0.0,nan,nan,nan,nan
99089449,2637835801,0,"[424827401, 534799307, 1185521009, 1185521011, 810825236]",tertiary,2,Alton Road,True,False,153.27510111104286,"[7585, 4742, 6694, 6696, 3018, 3826, 3028, 439, 440]",331,24.0,0.006,nan,0.16249999403953552,0.36850155803199597,0.7981818806041371,1.0,0.5686363306912509,1.0,"[np.float64(1280.0), np.float64(935.0), np.float64(354.0), np.float64(1333.0), np.float64(1098.0), np.float64(278.0), np.float64(307.0), np.float64(613.0), np.float64(4102.0)]",10300.0,"[np.float64(863.0), np.float64(673.0), np.float64(262.0), np.float64(1119.0), np.float64(854.0), np.float64(206.0), np.float64(229.0), np.float64(434.0), np.float64(3285.0)]",7925.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(355.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(547.0)]",902.0,15 mph,nan,nan,nan
99089970,99089972,0,11120535,residential,2,West 24th Street,False,True,97.40569851265755,"[448, 8178]",336,40.0,0.002,nan,,0.0,0.38909088481556287,1.0,0.18888888094160292,0.809971805449162,"[np.float64(1338.0), np.float64(2179.0)]",3517.0,"[np.float64(377.0), np.float64(1034.0)]",1411.0,"[np.float64(nan), np.float64(nan)]",0.0,25 mph,nan,private,nan
99089972,99089975,0,11120535,residential,2,West 24th Street,False,True,73.30640942625297,451,338,40.0,0.002,nan,,0.0,0.38555555873446995,1.0,0.15111109945509169,1.0,[np.float64(2713.0)],2713.0,[np.float64(1063.0)],1063.0,[np.float64(nan)],0.0,25 mph,nan,private,nan
99089975,99089977,0,11120535,residential,2,West 24th Street,False,True,88.31327188446511,"[8172, 454]",343,40.0,0.002,nan,,0.0,0.5409091169183905,1.0,0.3036363558335738,1.0,"[np.float64(2541.0), np.float64(1913.0)]",4454.0,"[np.float64(1477.0), np.float64(1072.0)]",2549.0,"[np.float64(nan), np.float64(nan)]",0.0,25 mph,nan,private,nan
99094771,4316670867,0,432720274,residential,1,Flamingo Drive,True,False,29.61146636676365,"[3490, 460, 3507, 3514, 3486]",344,43.0,0.001,nan,,0.0,0.5119999885559082,1.0,0.39750000834465027,0.8224224844581005,"[np.float64(84.0), np.float64(198.0), np.float64(115.0), np.float64(146.0), np.float64(182.0)]",725.0,"[np.float64(52.0), np.float64(145.0), np.float64(71.0), np.float64(101.0), np.float64(57.0)]",426.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,nan,nan
99094771,99192671,0,11137446,residential,nan,West 24th Terrace,True,False,69.53574552736185,"[3464, 2866, 980, 3483, 3517]",661,43.0,0.002,nan,,0.0,0.34100000858306884,1.0,0.25714285033089773,0.704844294721385,"[np.float64(147.0), np.float64(190.0), np.float64(1255.0), np.float64(364.0), np.float64(123.0)]",2079.0,"[np.float64(97.0), np.float64(77.0), np.float64(553.0), np.float64(263.0), np.float64(64.0)]",1054.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,nan,nan
99094771,4316670806,0,432720274,residential,1,Flamingo Drive,True,False,70.78824682183618,"[3488, 3494, 3529, 3473, 3537, 3485, 3487]",1621,43.0,0.002,nan,,0.0,0.4199999895962802,1.0,0.2619999885559082,0.9713738033440776,"[np.float64(96.0), np.float64(54.0), np.float64(518.0), np.float64(118.0), np.float64(267.0), np.float64(205.0), np.float64(140.0)]",1398.0,"[np.float64(70.0), np.float64(26.0), np.float64(366.0), np.float64(63.0), np.float64(159.0), np.float64(89.0), np.float64(136.0)]",909.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,nan,nan
99094775,99094778,0,432720281,residential,2,Flamingo Drive,False,True,26.180485150713693,465,347,43.0,0.001,nan,,0.0,0.2440000057220459,1.0,0.10000000397364299,0.838890001808954,[np.float64(613.0)],613.0,[np.float64(211.0)],211.0,[np.float64(nan)],0.0,nan,nan,nan,nan
99094775,4316670806,0,432720274,residential,1,Flamingo Drive,True,False,17.80386916037686,"[3472, 461, 3535]",346,43.0,0.0,nan,,0.0,0.375,1.0,0.1850000023841858,1.0,"[np.float64(76.0), np.float64(46.0), np.float64(201.0)]",323.0,"[np.float64(41.0), np.float64(20.0), np.float64(99.0)]",160.0,"[np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,nan,nan
99094775,4316670872,0,11123960,residential,1,Lake Pancoast Drive,True,False,14.930375856831965,"[3504, 3503, 3538, 3527]",1626,43.0,0.0,nan,,0.0,0.2900000015894572,1.0,0.16500000655651093,0.5526204704636036,"[np.float64(51.0), np.float64(85.0), np.float64(59.0), np.float64(20.0)]",215.0,"[np.float64(0.0), np.float64(40.0), np.float64(29.0), np.float64(nan)]",69.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,nan,nan
99094778,99255542,0,11166259,residential,nan,West 25th Street,False,True,95.37820557127151,"[1265, 5426, 5428]",839,43.0,0.002,nan,,0.0,0.29500001668930054,0.6243613980836011,0.1899999976158142,0.3931188890213581,"[np.float64(1401.0), np.float64(32.0), np.float64(168.0)]",1601.0,"[np.float64(684.0), np.float64(nan), np.float64(nan)]",684.0,"[np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,nan,nan
99094778,99094784,0,432720281,residential,2,Flamingo Drive,False,True,159.50816736778285,"[3598, 2451, 467, 2453, 469, 472, 3614]",352,43.0,0.004,nan,,0.0,0.2616666687859429,1.0,0.11363636363636363,0.6684715800003451,"[np.float64(235.0), np.float64(362.0), np.float64(339.0), np.float64(421.0), np.float64(2147.0), np.float64(173.0), np.float64(319.0)]",3996.0,"[np.float64(109.0), np.float64(121.0), np.float64(nan), np.float64(142.0), np.float64(567.0), np.float64(80.0), np.float64(159.0)]",1178.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,nan,nan
99094784,99255544,0,11156912,residential,nan,West 26th Street,False,True,78.74192040890827,"[1554, 7827, 3604, 1268, 1556, 3610]",842,43.0,0.002,nan,,0.0,0.5291666189829508,1.0,0.34833331902821857,1.0,"[np.float64(381.0), np.float64(99.0), np.float64(366.0), np.float64(836.0), np.float64(2010.0), np.float64(116.0)]",3808.0,"[np.float64(229.0), np.float64(45.0), np.float64(209.0), np.float64(679.0), np.float64(1332.0), np.float64(58.0)]",2552.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,destination,nan
99094821,2636288204,0,11145752,residential,nan,West 33rd Street,True,False,56.93262154489977,"[2648, 497, 2647, 3641]",353,43.0,0.001,nan,,0.0,0.2611111005147298,1.0,0.08500000089406967,0.44423226917463127,"[np.float64(353.0), np.float64(264.0), np.float64(577.0), np.float64(181.0)]",1375.0,"[np.float64(53.0), np.float64(nan), np.float64(140.0), np.float64(nan)]",193.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,nan,nan
99094821,2636288206,0,1194205709,residential,2,Flamingo Drive,False,True,117.66675471620034,"[503, 3589, 501, 507, 505, 3643, 2652, 2654]",1353,43.0,0.003,nan,,0.0,0.23705880782183478,1.0,0.08333333333333333,0.252124281375705,"[np.float64(327.0), np.float64(293.0), np.float64(134.0), np.float64(195.0), np.float64(421.0), np.float64(196.0), np.float64(404.0), np.float64(678.0)]",2648.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(92.0), np.float64(36.0), np.float64(106.0), np.float64(nan)]",234.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,nan,nan
99094821,2636288196,0,1194205709,residential,2,Flamingo Drive,False,False,43.864122135162894,"[2640, 2643, 3595, 3615]",1348,43.0,0.001,nan,,0.0,0.20999999841054282,1.0,,0.0,"[np.float64(314.0), np.float64(205.0), np.float64(219.0), np.float64(152.0)]",890.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,nan,nan
99094836,2636288211,0,11162528,residential,nan,West 35th Street,True,False,54.08709318535594,"[2662, 510, 2663]",356,43.0,0.001,nan,,0.0,0.23333332935969034,0.8037627050517188,0.07999999821186066,0.03488306642469301,"[np.float64(102.0), np.float64(596.0), np.float64(333.0)]",1031.0,"[np.float64(nan), np.float64(15.0), np.float64(nan)]",15.0,"[np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,nan,nan
99094836,2636288206,0,1194205709,residential,2,Flamingo Drive,False,False,42.71983205187641,"[508, 2660, 2653]",1352,43.0,0.001,nan,,0.0,0.20000000794728598,1.0,,0.0,"[np.float64(433.0), np.float64(384.0), np.float64(81.0)]",898.0,"[np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,nan,nan
99102626,9409469904,0,11122538,residential,nan,North View Drive,True,False,19.34889512113118,525,359,43.0,0.0,nan,,0.0,0.8799999952316284,1.0,0.6425000429153442,1.0,[np.float64(1399.0)],1399.0,[np.float64(1105.0)],1105.0,[np.float64(nan)],0.0,nan,nan,private,nan
99102626,99102654,0,"[1059804499, 11135139, 11135140, 1014251469]",residential,nan,"['West 29th Street', 'North View Drive']",False,False,228.10310513753097,"[544, 4578, 8227, 6568, 524, 540]",367,43.0,0.005,yes,1.6157143456595284,0.2448030345444568,1.1225925728126809,1.0,0.9257692190317007,0.9594420668686147,"[np.float64(5655.0), np.float64(262.0), np.float64(6804.0), np.float64(457.0), np.float64(2871.0), np.float64(520.0)]",16569.0,"[np.float64(5574.0), np.float64(171.0), np.float64(5324.0), np.float64(210.0), np.float64(1612.0), np.float64(416.0)]",13307.0,"[np.float64(4337.0), np.float64(nan), np.float64(130.0), np.float64(nan), np.float64(nan), np.float64(78.0)]",4545.0,nan,nan,private,nan
99102626,99281382,0,11148472,residential,nan,Lake Avenue,True,False,26.264864216829654,"[4580, 1317]",879,43.0,0.001,nan,,0.0,0.7274999618530273,1.0,0.4899999797344208,1.0,"[np.float64(981.0), np.float64(678.0)]",1659.0,"[np.float64(732.0), np.float64(519.0)]",1251.0,"[np.float64(nan), np.float64(nan)]",0.0,nan,nan,private,nan
99102633,99278203,0,11148120,residential,nan,Regatta Avenue,False,False,125.01745247298896,1305,876,43.0,0.003,nan,,0.0,0.7957142421177456,1.0,0.5549999645778111,1.0,[np.float64(8367.0)],8367.0,[np.float64(6441.0)],6441.0,[np.float64(nan)],0.0,nan,nan,private,nan
99102633,99102636,0,11122538,residential,nan,North View Drive,True,False,98.05892980122461,"[529, 531, 2623]",362,43.0,0.002,nan,,0.0,0.9141666094462076,1.0,0.6708332697550455,1.0,"[np.float64(1965.0), np.float64(3652.0), np.float64(1568.0)]",7185.0,"[np.float64(1544.0), np.float64(2908.0), np.float64(1208.0)]",5660.0,"[np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,private,nan
99102633,9409469904,0,11122538,residential,nan,North View Drive,True,False,102.68753203645119,"[5848, 528, 527]",1776,43.0,0.002,nan,,0.0,0.6893333435058594,1.0,0.4486666679382324,1.0,"[np.float64(1393.0), np.float64(1799.0), np.float64(2791.0)]",5983.0,"[np.float64(1103.0), np.float64(1246.0), np.float64(1690.0)]",4039.0,"[np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,private,nan
99102636,99215491,0,11141001,residential,nan,Lucerne Avenue,False,False,125.37458313357531,1100,765,43.0,0.003,nan,,0.0,0.7192308719341571,1.0,0.47692309893094575,1.0,[np.float64(7777.0)],7777.0,[np.float64(5740.0)],5740.0,[np.float64(nan)],0.0,nan,nan,private,nan
99102636,99102642,0,11122538,residential,nan,North View Drive,True,False,97.26243000933351,"[5030, 532, 534, 5031]",364,43.0,0.002,nan,,0.0,0.9392307721651517,1.0,0.6930769406832181,1.0,"[np.float64(3593.0), np.float64(2475.0), np.float64(482.0), np.float64(841.0)]",7391.0,"[np.float64(2873.0), np.float64(1937.0), np.float64(386.0), np.float64(665.0)]",5861.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,private,nan
99102642,99163907,0,83133736,residential,nan,Sunset Drive,False,False,107.46401530573016,870,598,43.0,0.002,nan,,0.0,0.9407692689162034,1.0,0.694615364074707,1.0,[np.float64(8190.0)],8190.0,[np.float64(6497.0)],6497.0,[np.float64(nan)],0.0,nan,nan,private,nan
