u,v,key,osmid,highway,lanes,name,oneway,reversed,length,rfid_c,rfid,avgspeed,time,bridge,RP1_me,RP1_fr,RP100_me,RP100_fr,RP20_me,RP20_fr,dam_RP100_al_segments,dam_RP100_al,dam_RP20_al_segments,dam_RP20_al,dam_RP1_al_segments,dam_RP1_al,maxspeed,ref,access,junction
99201124,7134733381,0,190675474,residential,1,Lincoln Road,True,False,125.2317027363379,"[1665, 4642, 6899, 4046]",1730,43.0,0.003,nan,0.17769230329073393,0.8743675220493882,0.9113333384195964,1.0,0.6933333079020182,1.0,"[np.float64(1932.0), np.float64(452.0), np.float64(358.0), np.float64(1912.0)]",4654.0,"[np.float64(1591.0), np.float64(348.0), np.float64(292.0), np.float64(1548.0)]",3779.0,"[np.float64(527.0), np.float64(nan), np.float64(68.0), np.float64(363.0)]",958.0,nan,nan,yes,nan
99204628,4244180523,0,89640615,residential,4,Meridian Avenue,False,True,76.39763012216669,"[5807, 3295]",1569,48.0,0.002,nan,0.07000000029802322,0.016643745600778262,0.6116666396458944,0.6892260984067219,0.5019999980926514,0.5547204162133922,"[np.float64(2392.0), np.float64(3374.0)]",5766.0,"[np.float64(1960.0), np.float64(1955.0)]",3915.0,"[np.float64(17.0), np.float64(nan)]",17.0,30 mph,nan,nan,nan
99204714,99357527,0,190675441,primary,4,Collins Avenue,False,False,62.07090708463031,"[4849, 2323, 1604, 6149]",1076,48.0,0.001,nan,,0.0,0.4633333418104384,1.0,0.23444443278842503,1.0,"[np.float64(3730.0), np.float64(15300.0), np.float64(5769.0), np.float64(2061.0)]",26860.0,"[np.float64(1558.0), np.float64(8201.0), np.float64(2660.0), np.float64(744.0)]",13163.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,30 mph,FL A1A,nan,nan
99204716,99285869,0,190675538,residential,nan,Park Avenue,False,False,147.2127041914009,"[1386, 7034, 7042]",924,43.0,0.003,nan,,0.0,0.7460000038146972,1.0,0.5394999980926514,1.0,"[np.float64(354.0), np.float64(420.0), np.float64(8679.0)]",9453.0,"[np.float64(278.0), np.float64(304.0), np.float64(6906.0)]",7488.0,"[np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,nan,nan
99204716,99204719,0,855768851,residential,2,19th Street,False,True,39.40133586109323,"[1048, 5830]",717,43.0,0.001,nan,,0.0,0.38999998569488525,1.0,0.17999998728434244,1.0,"[np.float64(403.0), np.float64(1026.0)]",1429.0,"[np.float64(154.0), np.float64(481.0)]",635.0,"[np.float64(nan), np.float64(nan)]",0.0,nan,nan,nan,nan
99204719,99357528,0,287648866,secondary,4,Washington Avenue,False,True,174.84084548014846,"[4355, 5828, 4357, 5833, 1610]",1082,56.0,0.003,nan,,0.0,0.526666694217258,1.0,0.32722221480475533,1.0,"[np.float64(2993.0), np.float64(18561.0), np.float64(16138.0), np.float64(995.0), np.float64(4287.0)]",42974.0,"[np.float64(1964.0), np.float64(13414.0), np.float64(8686.0), np.float64(452.0), np.float64(3434.0)]",27950.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,35 mph,nan,nan,nan
99204719,2912184956,0,"[287648873, 1023299636, 1023299637]",secondary,"['3', '2']",Washington Avenue,True,False,132.30208773538294,"[2816, 4353, 5831, 5835, 5854, 3284, 5853, 2814]",1437,56.0,0.002,nan,,0.0,0.19200000762939454,1.0,0.15666666626930237,0.15912119890805912,"[np.float64(431.0), np.float64(1217.0), np.float64(530.0), np.float64(182.0), np.float64(1629.0), np.float64(504.0), np.float64(1437.0), np.float64(321.0)]",6251.0,"[np.float64(180.0), np.float64(310.0), np.float64(237.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",727.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,35 mph,nan,nan,nan
99212874,99212879,0,11140677,residential,nan,West 25th Street,False,True,92.29198297517584,1055,722,43.0,0.002,nan,,0.0,0.8745454441417347,1.0,0.6381817730990323,1.0,[np.float64(6642.0)],6642.0,[np.float64(5246.0)],5246.0,[np.float64(nan)],0.0,nan,nan,private,nan
99214169,99387281,0,190659812,primary,4,Collins Avenue,False,True,84.29719016347856,"[2346, 2348, 2350, 1679, 8591, 8593, 2352, 8595, 5080]",1130,52.0,0.002,nan,0.13666667540868124,0.6968342131149095,0.9688889185587565,1.0,0.754444440205892,1.0,"[np.float64(6313.0), np.float64(6501.0), np.float64(9334.0), np.float64(5580.0), np.float64(6855.0), np.float64(6947.0), np.float64(12341.0), np.float64(6298.0), np.float64(5544.0)]",65713.0,"[np.float64(5126.0), np.float64(5365.0), np.float64(7788.0), np.float64(4537.0), np.float64(5724.0), np.float64(5686.0), np.float64(10297.0), np.float64(5136.0), np.float64(4633.0)]",54292.0,"[np.float64(nan), np.float64(912.0), np.float64(1621.0), np.float64(nan), np.float64(1227.0), np.float64(701.0), np.float64(2143.0), np.float64(nan), np.float64(1021.0)]",7625.0,nan,FL A1A,nan,nan
99214169,618401782,0,206777799,primary,2,Indian Creek Drive,True,False,71.55851141163731,"[8483, 8484, 8485, 2353, 2354, 2355, 2356, 2357, 2038, 4857, 8472, 8473, 8474]",1245,56.0,0.001,nan,0.7877777417500814,0.9346584023903065,1.5009091117165305,1.0,1.2936363220214844,1.0,"[np.float64(2366.0), np.float64(1344.0), np.float64(1209.0), np.float64(2438.0), np.float64(1064.0), np.float64(1054.0), np.float64(1149.0), np.float64(1384.0), np.float64(6009.0), np.float64(9922.0), np.float64(1314.0), np.float64(1457.0), np.float64(1693.0)]",32403.0,"[np.float64(2283.0), np.float64(1107.0), np.float64(995.0), np.float64(2408.0), np.float64(1051.0), np.float64(1041.0), np.float64(1070.0), np.float64(1289.0), np.float64(5590.0), np.float64(8193.0), np.float64(1224.0), np.float64(1357.0), np.float64(1595.0)]",29203.0,"[np.float64(1846.0), np.float64(136.0), np.float64(122.0), np.float64(2133.0), np.float64(931.0), np.float64(922.0), np.float64(645.0), np.float64(777.0), np.float64(3595.0), np.float64(1173.0), np.float64(738.0), np.float64(818.0), np.float64(1278.0)]",15114.0,35 mph,FL A1A,nan,nan
99214175,618401782,0,"[206777795, 1065949092, 1065949091]",primary,"['3', '2']",Indian Creek Drive,True,False,186.9968068024524,"[4864, 8467, 8468, 8469, 8470, 8471, 1064, 2358, 2359, 2360, 7108, 7109, 7110, 7111, 7112, 7113, 7114, 4855, 4856]",729,56.0,0.003,nan,0.3128571169716971,0.7123571205841515,1.0489998817443849,1.0,0.8480000495910645,1.0,"[np.float64(1864.0), np.float64(15727.0), np.float64(871.0), np.float64(1700.0), np.float64(3156.0), np.float64(1644.0), np.float64(1265.0), np.float64(1115.0), np.float64(1443.0), np.float64(2218.0), np.float64(2645.0), np.float64(1768.0), np.float64(2602.0), np.float64(2566.0), np.float64(1613.0), np.float64(1107.0), np.float64(34440.0), np.float64(1378.0), np.float64(1974.0)]",81096.0,"[np.float64(1616.0), np.float64(13607.0), np.float64(695.0), np.float64(1368.0), np.float64(3119.0), np.float64(1338.0), np.float64(1095.0), np.float64(890.0), np.float64(1168.0), np.float64(1933.0), np.float64(2614.0), np.float64(1659.0), np.float64(2118.0), np.float64(2409.0), np.float64(1310.0), np.float64(890.0), np.float64(28790.0), np.float64(1099.0), np.float64(1601.0)]",69319.0,"[np.float64(502.0), np.float64(4147.0), np.float64(nan), np.float64(nan), np.float64(2924.0), np.float64(nan), np.float64(334.0), np.float64(nan), np.float64(nan), np.float64(621.0), np.float64(2450.0), np.float64(723.0), np.float64(nan), np.float64(526.0), np.float64(nan), np.float64(nan), np.float64(6032.0), np.float64(nan), np.float64(nan)]",18259.0,35 mph,FL A1A,nan,nan
99214175,99281752,0,"[11148514, 1380576351]",residential,2,27th Street,False,False,127.27106929495703,"[7104, 4387, 1319, 3724, 8465, 7097, 8476]",880,43.0,0.003,nan,0.19529412774478688,0.9831969330695569,1.0361110899183485,1.0,0.8266666730244955,1.0,"[np.float64(291.0), np.float64(3662.0), np.float64(683.0), np.float64(4851.0), np.float64(308.0), np.float64(257.0), np.float64(279.0)]",10331.0,"[np.float64(244.0), np.float64(3141.0), np.float64(558.0), np.float64(4128.0), np.float64(269.0), np.float64(221.0), np.float64(240.0)]",8801.0,"[np.float64(54.0), np.float64(904.0), np.float64(97.0), np.float64(1056.0), np.float64(88.0), np.float64(66.0), np.float64(72.0)]",2337.0,nan,nan,nan,nan
99214175,99214176,0,206777795,primary,2,Indian Creek Drive,True,False,78.97476561848006,"[4865, 7176, 1066, 8462, 8463, 8464, 2361, 3740]",731,56.0,0.001,nan,0.3099999904632568,1.0,1.1420000076293946,1.0,0.9409999847412109,1.0,"[np.float64(2367.0), np.float64(2394.0), np.float64(4482.0), np.float64(5596.0), np.float64(13238.0), np.float64(1803.0), np.float64(2538.0), np.float64(976.0)]",33394.0,"[np.float64(2094.0), np.float64(2066.0), np.float64(4023.0), np.float64(5054.0), np.float64(12120.0), np.float64(1595.0), np.float64(2309.0), np.float64(853.0)]",30114.0,"[np.float64(737.0), np.float64(620.0), np.float64(1553.0), np.float64(2006.0), np.float64(5080.0), np.float64(562.0), np.float64(944.0), np.float64(279.0)]",11781.0,35 mph,FL A1A,nan,nan
99214176,99387285,0,"[1380576353, 11164946, 1380576354]",residential,2,28th Street,False,False,132.73079220739396,"[8487, 8460, 7821, 8526, 8529, 1681, 7155]",1132,43.0,0.003,nan,0.32473684612073395,1.0,1.1794736761795848,1.0,0.9678947047183388,1.0,"[np.float64(2496.0), np.float64(346.0), np.float64(247.0), np.float64(5193.0), np.float64(1672.0), np.float64(720.0), np.float64(711.0)]",11385.0,"[np.float64(2258.0), np.float64(309.0), np.float64(219.0), np.float64(4728.0), np.float64(1547.0), np.float64(649.0), np.float64(635.0)]",10345.0,"[np.float64(870.0), np.float64(115.0), np.float64(73.0), np.float64(1921.0), np.float64(689.0), np.float64(238.0), np.float64(236.0)]",4142.0,nan,nan,nan,nan
99214176,99214177,0,206777795,primary,2,Indian Creek Drive,True,False,75.72322548455502,"[1068, 4591]",733,56.0,0.001,nan,0.398181828585538,1.0,1.2327272241765803,1.0,1.0281817696311257,1.0,"[np.float64(26702.0), np.float64(6375.0)]",33077.0,"[np.float64(24712.0), np.float64(5694.0)]",30406.0,"[np.float64(12264.0), np.float64(2117.0)]",14381.0,35 mph,FL A1A,nan,nan
99214177,99382739,0,"[206777825, 1380576355]",residential,2,29th Street,False,False,141.49005075121042,"[7143, 8458, 8492, 1651, 7157, 7801]",1110,43.0,0.003,nan,0.40250000953674314,1.0,1.2674999237060547,1.0,1.05,1.0,"[np.float64(390.0), np.float64(343.0), np.float64(5573.0), np.float64(1349.0), np.float64(753.0), np.float64(4134.0)]",12542.0,"[np.float64(358.0), np.float64(317.0), np.float64(5135.0), np.float64(1238.0), np.float64(696.0), np.float64(3814.0)]",11558.0,"[np.float64(177.0), np.float64(168.0), np.float64(2431.0), np.float64(539.0), np.float64(360.0), np.float64(1825.0)]",5500.0,nan,nan,nan,nan
99214184,99326960,0,"[1381415210, 1381415211, 907254765]",residential,2,31st Street,False,False,129.88186838379318,"[8448, 5509, 7149, 4368, 8567, 8568, 7161, 1533]",1022,43.0,0.003,nan,0.4599999851650662,1.0,1.3477778964572482,1.0,1.1161112255520291,1.0,"[np.float64(386.0), np.float64(2184.0), np.float64(283.0), np.float64(3786.0), np.float64(2484.0), np.float64(1233.0), np.float64(741.0), np.float64(746.0)]",11843.0,"[np.float64(354.0), np.float64(2001.0), np.float64(258.0), np.float64(3483.0), np.float64(2288.0), np.float64(1134.0), np.float64(681.0), np.float64(674.0)]",10873.0,"[np.float64(181.0), np.float64(919.0), np.float64(110.0), np.float64(1977.0), np.float64(1316.0), np.float64(607.0), np.float64(365.0), np.float64(255.0)]",5730.0,nan,nan,nan,nan
99214184,99214192,0,190557164,primary,2,Indian Creek Drive,True,False,85.29554066782383,"[2372, 2373, 4862, 1072, 8441, 8442, 8443, 8444, 8445, 8446, 8447]",737,56.0,0.002,nan,0.6015384380634015,1.0,1.4784616323617787,1.0,1.249230751624474,1.0,"[np.float64(2671.0), np.float64(3686.0), np.float64(3071.0), np.float64(2828.0), np.float64(2994.0), np.float64(3319.0), np.float64(10330.0), np.float64(2774.0), np.float64(3065.0), np.float64(3725.0), np.float64(2305.0)]",40768.0,"[np.float64(2500.0), np.float64(3384.0), np.float64(2852.0), np.float64(2586.0), np.float64(2749.0), np.float64(3055.0), np.float64(9537.0), np.float64(2565.0), np.float64(2834.0), np.float64(3438.0), np.float64(2141.0)]",37641.0,"[np.float64(1997.0), np.float64(1653.0), np.float64(2002.0), np.float64(1268.0), np.float64(1469.0), np.float64(1744.0), np.float64(5984.0), np.float64(1614.0), np.float64(1776.0), np.float64(2159.0), np.float64(1512.0)]",23178.0,35 mph,FL A1A,nan,nan
99214192,99387290,0,"[1381415209, 1381415205, 1381415206]",residential,2,32nd Street,False,False,96.54995760738959,"[5505, 5507, 8431, 8560, 8433, 8562, 8435, 1684, 8437, 8439, 7163]",1135,43.0,0.002,nan,0.375,1.0,1.2792857033865792,1.0,1.039285659790039,1.0,"[np.float64(215.0), np.float64(1547.0), np.float64(186.0), np.float64(1950.0), np.float64(185.0), np.float64(2897.0), np.float64(230.0), np.float64(738.0), np.float64(253.0), np.float64(209.0), np.float64(177.0)]",8587.0,"[np.float64(191.0), np.float64(1398.0), np.float64(170.0), np.float64(1787.0), np.float64(169.0), np.float64(2649.0), np.float64(210.0), np.float64(645.0), np.float64(231.0), np.float64(191.0), np.float64(162.0)]",7803.0,"[np.float64(65.0), np.float64(525.0), np.float64(82.0), np.float64(935.0), np.float64(81.0), np.float64(1206.0), np.float64(101.0), np.float64(200.0), np.float64(112.0), np.float64(94.0), np.float64(78.0)]",3479.0,nan,nan,nan,nan
99214194,99249137,0,"[1381415203, 812391239]",residential,2,34th Street,False,False,78.02059920424212,"[8418, 1164, 8557, 4364, 5493, 5495, 7167]",802,43.0,0.002,nan,0.5149999618530273,1.0,1.43100004196167,1.0,1.18100004196167,1.0,"[np.float64(300.0), np.float64(690.0), np.float64(448.0), np.float64(1579.0), np.float64(3278.0), np.float64(257.0), np.float64(735.0)]",7287.0,"[np.float64(273.0), np.float64(628.0), np.float64(408.0), np.float64(1431.0), np.float64(3016.0), np.float64(234.0), np.float64(669.0)]",6659.0,"[np.float64(117.0), np.float64(264.0), np.float64(171.0), np.float64(576.0), np.float64(2012.0), np.float64(125.0), np.float64(287.0)]",3552.0,nan,nan,nan,nan
99214194,99214196,0,190557164,primary,2,Indian Creek Drive,True,False,77.37272758541356,"[8416, 8417, 2378, 1076, 4860]",741,56.0,0.001,nan,0.5844444698757596,1.0,1.4877777099609375,1.0,1.2433333926730685,1.0,"[np.float64(3512.0), np.float64(3385.0), np.float64(3492.0), np.float64(2102.0), np.float64(23764.0)]",36255.0,"[np.float64(3226.0), np.float64(3088.0), np.float64(3200.0), np.float64(1947.0), np.float64(21783.0)]",33244.0,"[np.float64(1896.0), np.float64(1401.0), np.float64(1716.0), np.float64(1474.0), np.float64(12540.0)]",19027.0,35 mph,FL A1A,nan,nan
99214196,99381908,0,"[1381415200, 1381415201, 1381415202]",residential,2,35th Street,False,False,87.18026041330889,"[7169, 8552, 8554, 5485, 4366, 1646, 5487, 8414]",1107,43.0,0.002,nan,0.29727274721319025,1.0,1.2136363116177646,1.0,0.962727199901234,1.0,"[np.float64(747.0), np.float64(1490.0), np.float64(1229.0), np.float64(277.0), np.float64(809.0), np.float64(677.0), np.float64(1800.0), np.float64(386.0)]",7415.0,"[np.float64(689.0), np.float64(1281.0), np.float64(1056.0), np.float64(221.0), np.float64(647.0), np.float64(558.0), np.float64(1542.0), np.float64(351.0)]",6345.0,"[np.float64(506.0), np.float64(374.0), np.float64(294.0), np.float64(20.0), np.float64(78.0), np.float64(103.0), np.float64(412.0), np.float64(151.0)]",1938.0,nan,nan,nan,nan
99214196,99214203,0,190557164,primary,2,Indian Creek Drive,True,False,80.33240332248674,"[4861, 2379, 2380, 2381, 2382, 3768, 1078, 8407, 8408, 8409, 8412, 8413]",743,56.0,0.001,nan,0.6940000057220459,1.0,1.5970000267028808,1.0,1.3480000495910645,1.0,"[np.float64(2372.0), np.float64(2429.0), np.float64(2957.0), np.float64(2321.0), np.float64(2353.0), np.float64(2594.0), np.float64(2140.0), np.float64(2802.0), np.float64(2217.0), np.float64(11938.0), np.float64(2828.0), np.float64(2585.0)]",39536.0,"[np.float64(2335.0), np.float64(2340.0), np.float64(2736.0), np.float64(2110.0), np.float64(2037.0), np.float64(2526.0), np.float64(1830.0), np.float64(2444.0), np.float64(1975.0), np.float64(10961.0), np.float64(2623.0), np.float64(2434.0)]",36351.0,"[np.float64(1902.0), np.float64(1885.0), np.float64(2124.0), np.float64(861.0), np.float64(627.0), np.float64(2047.0), np.float64(527.0), np.float64(790.0), np.float64(725.0), np.float64(7053.0), np.float64(2092.0), np.float64(1951.0)]",22584.0,35 mph,FL A1A,nan,nan
99214203,99326041,0,"[11153946, 1381415197]",residential,2,36th Street,False,False,111.13615023926864,"[8551, 5479, 5481, 8405, 1528, 8410]",1018,43.0,0.003,nan,0.27428570815495085,1.0,1.1942856652396066,1.0,0.9399999891008649,1.0,"[np.float64(2036.0), np.float64(5576.0), np.float64(296.0), np.float64(321.0), np.float64(766.0), np.float64(572.0)]",9567.0,"[np.float64(1673.0), np.float64(4984.0), np.float64(270.0), np.float64(276.0), np.float64(697.0), np.float64(489.0)]",8389.0,"[np.float64(328.0), np.float64(1830.0), np.float64(146.0), np.float64(80.0), np.float64(352.0), np.float64(141.0)]",2877.0,nan,nan,nan,nan
99214203,99214205,0,190557164,primary,2,Indian Creek Drive,True,False,76.50234109245736,"[2383, 8402, 8403, 8404, 1080]",745,56.0,0.001,nan,1.101111200120714,1.0,2.0088888804117837,1.0,1.7522221671210394,1.0,"[np.float64(2511.0), np.float64(3990.0), np.float64(29491.0), np.float64(2705.0), np.float64(2566.0)]",41263.0,"[np.float64(2121.0), np.float64(3926.0), np.float64(29028.0), np.float64(2301.0), np.float64(2339.0)]",39715.0,"[np.float64(578.0), np.float64(3211.0), np.float64(24245.0), np.float64(653.0), np.float64(1361.0)]",30048.0,35 mph,FL A1A,nan,nan
99214205,4317301857,0,"[1002165697, 1381415196, 1002165694]",residential,2,37th Street,False,False,112.10964046793949,"[5475, 8549, 8397, 8400, 4467, 3769, 3772]",1666,43.0,0.003,nan,0.3079999923706055,1.0,1.2386666615804036,1.0,0.9759999593098958,1.0,"[np.float64(2512.0), np.float64(2084.0), np.float64(360.0), np.float64(716.0), np.float64(3258.0), np.float64(171.0), np.float64(755.0)]",9856.0,"[np.float64(2275.0), np.float64(1719.0), np.float64(324.0), np.float64(653.0), np.float64(2930.0), np.float64(155.0), np.float64(684.0)]",8740.0,"[np.float64(1031.0), np.float64(365.0), np.float64(131.0), np.float64(380.0), np.float64(1126.0), np.float64(68.0), np.float64(314.0)]",3415.0,nan,nan,nan,nan
99214212,99312949,0,"[11152216, 1381415192]",residential,2,39th Street,False,True,124.10757725535694,"[4463, 4465, 5462, 5464, 1497, 5466, 5468]",999,43.0,0.003,nan,0.19642857142857142,0.9081547993971032,1.106874942779541,1.0,0.8281249403953552,1.0,"[np.float64(4197.0), np.float64(3991.0), np.float64(249.0), np.float64(227.0), np.float64(726.0), np.float64(190.0), np.float64(766.0)]",10346.0,"[np.float64(3391.0), np.float64(3370.0), np.float64(199.0), np.float64(173.0), np.float64(596.0), np.float64(165.0), np.float64(669.0)]",8563.0,"[np.float64(786.0), np.float64(932.0), np.float64(26.0), np.float64(8.0), np.float64(117.0), np.float64(55.0), np.float64(234.0)]",2158.0,nan,nan,nan,nan
99214212,2168177380,0,"[1058620632, 447042020, 206777798]",primary,"['3', '2']",Indian Creek Drive,True,False,77.48238860219365,"[8384, 3746, 2387, 4884, 2172, 8383]",1312,56.0,0.001,nan,0.225,1.0,1.1590000152587892,1.0,0.8820000648498535,1.0,"[np.float64(2366.0), np.float64(3006.0), np.float64(3193.0), np.float64(30015.0), np.float64(3060.0), np.float64(2356.0)]",43996.0,"[np.float64(2078.0), np.float64(2565.0), np.float64(2584.0), np.float64(25449.0), np.float64(2613.0), np.float64(2040.0)]",37329.0,"[np.float64(760.0), np.float64(797.0), np.float64(485.0), np.float64(7338.0), np.float64(825.0), np.float64(686.0)]",10891.0,35 mph,FL A1A,nan,nan
99214213,4317301849,0,11140838,primary,2,Indian Creek Drive,True,False,46.910501208428855,"[3803, 1084]",749,56.0,0.001,nan,,0.0,0.6514285632542202,0.9149870274194988,0.4283333619435628,0.6867558193041945,"[np.float64(9634.0), np.float64(1770.0)]",11404.0,"[np.float64(7435.0), np.float64(24.0)]",7459.0,"[np.float64(nan), np.float64(nan)]",0.0,35 mph,FL A1A,nan,nan
99214213,4442416501,0,"[86502962, 447041963]",primary,3,41st Street,False,False,39.37743962740164,"[3809, 3806, 1166, 8375]",1671,48.0,0.001,yes,2.43500018119812,0.5131116162427696,2.794000244140625,0.5157157434963524,2.5040000915527343,0.5157157434963524,"[np.float64(17308.0), np.float64(32.0), np.float64(1058.0), np.float64(nan)]",18398.0,"[np.float64(17019.0), np.float64(10.0), np.float64(1020.0), np.float64(nan)]",18049.0,"[np.float64(16362.0), np.float64(nan), np.float64(823.0), np.float64(nan)]",17185.0,30 mph,FL 112,nan,nan
99214213,99214214,0,206777800,primary,2,Indian Creek Drive,True,False,75.21687341655569,"[3808, 5189, 7116, 8845, 8844, 1086, 2398, 2399]",751,56.0,0.001,nan,,0.0,0.6869999885559082,1.0,0.43555553754170734,0.9819188965788738,"[np.float64(2167.0), np.float64(7500.0), np.float64(1814.0), np.float64(1544.0), np.float64(1218.0), np.float64(2920.0), np.float64(3546.0), np.float64(2742.0)]",23451.0,"[np.float64(1348.0), np.float64(5461.0), np.float64(1332.0), np.float64(908.0), np.float64(895.0), np.float64(1518.0), np.float64(2092.0), np.float64(2012.0)]",15566.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,35 mph,nan,nan,nan
99214213,99296609,0,206777829,primary,2,41st Street,False,True,100.10309987191627,"[8516, 3749, 5191, 7154, 2036, 1461, 2391, 3805]",978,48.0,0.002,nan,0.24666666984558105,0.7143332717799361,1.0823076688326323,1.0,0.7861538666945237,1.0,"[np.float64(6656.0), np.float64(1165.0), np.float64(6933.0), np.float64(1569.0), np.float64(7449.0), np.float64(4710.0), np.float64(8123.0), np.float64(3728.0)]",40333.0,"[np.float64(5777.0), np.float64(848.0), np.float64(6011.0), np.float64(1381.0), np.float64(6192.0), np.float64(4218.0), np.float64(6164.0), np.float64(2089.0)]",32680.0,"[np.float64(1831.0), np.float64(nan), np.float64(1944.0), np.float64(462.0), np.float64(1492.0), np.float64(1700.0), np.float64(586.0), np.float64(nan)]",8015.0,30 mph,FL 112,nan,nan
99214213,9806766366,0,206777797,primary,2,Indian Creek Drive,True,False,90.51344083689463,"[5184, 5188, 3812, 3754, 3757, 8846, 7118, 8848, 8849, 8850, 5183]",1787,56.0,0.002,nan,0.11999999731779099,0.09337412851029672,0.6418181332674894,1.0,0.5024999976158142,0.6463939701286695,"[np.float64(2189.0), np.float64(447.0), np.float64(2136.0), np.float64(2301.0), np.float64(1301.0), np.float64(3053.0), np.float64(4832.0), np.float64(1891.0), np.float64(1372.0), np.float64(1392.0), np.float64(2912.0)]",23826.0,"[np.float64(650.0), np.float64(nan), np.float64(414.0), np.float64(1716.0), np.float64(658.0), np.float64(2375.0), np.float64(3654.0), np.float64(1380.0), np.float64(891.0), np.float64(nan), np.float64(2316.0)]",14054.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(73.0), np.float64(11.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(405.0)]",489.0,35 mph,FL A1A,nan,nan
99214214,99214217,0,206777800,primary,2,Indian Creek Drive,True,False,75.84517174294298,"[1088, 2400, 8842, 7115, 8843, 5168]",753,56.0,0.001,nan,0.09333333373069763,0.20422277184383028,1.0100000381469727,1.0,0.7029999732971192,1.0,"[np.float64(3129.0), np.float64(5003.0), np.float64(5017.0), np.float64(4877.0), np.float64(5010.0), np.float64(7213.0)]",30249.0,"[np.float64(2306.0), np.float64(3789.0), np.float64(3903.0), np.float64(3648.0), np.float64(3854.0), np.float64(5601.0)]",23101.0,"[np.float64(nan), np.float64(nan), np.float64(389.0), np.float64(nan), np.float64(119.0), np.float64(127.0)]",635.0,35 mph,nan,nan,nan
99214214,99215384,0,"[1381415187, 206777830]",residential,2,42nd Street,False,True,79.45116089472322,"[1095, 8532, 5174, 5176, 5178, 5180]",760,43.0,0.002,nan,0.3011111153496636,0.9079794150701985,1.2459999084472657,1.0,0.9399999618530274,1.0,"[np.float64(761.0), np.float64(2450.0), np.float64(295.0), np.float64(2552.0), np.float64(657.0), np.float64(266.0)]",6981.0,"[np.float64(670.0), np.float64(2116.0), np.float64(263.0), np.float64(2277.0), np.float64(492.0), np.float64(206.0)]",6024.0,"[np.float64(238.0), np.float64(691.0), np.float64(104.0), np.float64(977.0), np.float64(8.0), np.float64(22.0)]",2040.0,nan,nan,nan,nan
99214214,9806766366,0,1068262970,primary_link,1,nan,True,False,23.578907263727775,"[3814, 3815, 3816, 7119, 7120]",1788,56.0,0.0,nan,,0.0,0.9350000619888306,1.0,0.6299999952316284,1.0,"[np.float64(787.0), np.float64(604.0), np.float64(526.0), np.float64(1918.0), np.float64(674.0)]",4509.0,"[np.float64(581.0), np.float64(446.0), np.float64(389.0), np.float64(1450.0), np.float64(504.0)]",3370.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan,nan,nan
99214217,618401113,0,1424245395,residential,nan,West 43rd Street,False,True,12.091872955179117,2033,1242,43.0,0.0,nan,0.16499999165534973,1.0,1.1449999809265137,1.0,0.8299999833106995,1.0,[np.float64(1023.0)],1023.0,[np.float64(836.0)],836.0,[np.float64(192.0)],192.0,nan,nan,nan,nan
99214217,618400817,0,"[447042017, 518601926]",primary,2,Indian Creek Drive,True,False,166.8762277872484,"[2401, 1090, 5156, 8839, 3818, 7117]",756,56.0,0.003,nan,0.07799999713897705,0.29497791297065734,0.9361110263400607,1.0,0.61499998304579,1.0,"[np.float64(29103.0), np.float64(7938.0), np.float64(5436.0), np.float64(8325.0), np.float64(10664.0), np.float64(1039.0)]",62505.0,"[np.float64(21801.0), np.float64(6227.0), np.float64(3517.0), np.float64(5501.0), np.float64(7548.0), np.float64(646.0)]",45240.0,"[np.float64(908.0), np.float64(804.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",1712.0,35 mph,nan,nan,nan
99214217,99387295,0,"[1381415184, 1381415185]",residential,2,West 43rd Street,False,False,79.7211019737828,"[5160, 4489, 5162, 5164, 8524, 1686]",1137,43.0,0.002,nan,0.24600000381469728,1.0,1.2350000381469726,1.0,0.9220000267028808,1.0,"[np.float64(319.0), np.float64(2722.0), np.float64(766.0), np.float64(317.0), np.float64(2127.0), np.float64(742.0)]",6993.0,"[np.float64(271.0), np.float64(2343.0), np.float64(630.0), np.float64(279.0), np.float64(1859.0), np.float64(633.0)]",6015.0,"[np.float64(81.0), np.float64(768.0), np.float64(147.0), np.float64(99.0), np.float64(644.0), np.float64(187.0)]",1926.0,nan,nan,nan,nan
