,road_types,avg_speed
0,secondary,58.3
1,secondary_link,50.0
2,motorway_link,99.8
3,"['motorway', 'motorway_link']",100.0
4,trunk,84.5
5,primary,50.0
6,motorway,100.0
7,trunk_link,80.0
