,road_types,avg_speed
0,motorway_link,91.37716397588018
1,primary_link,60.0
2,tertiary_link,50.0
3,trunk,83.39035087719297
4,trunk_link,65.15711353229118
5,motorway,100.0
6,secondary,50.0
7,tertiary,49.025967324106475
8,secondary_link,50.0
9,primary,64.39463484292126
