o_node,d_node,origin,destination,lengthDisr,origin_cnt,category,name,lengthNorm,difference
13426689815,4063782840,O_764,D_7,7225.0,0,special,EV1_ma,,
13426689816,4063782840,O_765,D_7,7334.0,0,special,EV1_ma,,
13426689817,4063782840,O_766,D_7,7614.0,0,special,EV1_ma,,
13426689818,4063782840,O_767,D_7,7815.0,0,special,EV1_ma,,
13426689819,4063782840,O_768,D_7,8238.0,0,special,EV1_ma,,
13426689831,4063782840,O_797,D_7,5637.0,0,special,EV1_ma,,
13426689832,4063782840,O_798,D_7,5680.0,0,special,EV1_ma,,
13426689833,4063782840,O_800,D_7,5591.0,0,special,EV1_ma,,
13426689834,4063782840,O_801,D_7,5761.0,0,special,EV1_ma,,
13426689835,4063782840,O_803,D_7,5853.0,0,special,EV1_ma,,
13426689836,4063782840,O_804,D_7,6158.0,0,special,EV1_ma,,
13426689837,4063782840,O_805,D_7,6367.0,0,special,EV1_ma,,
13426689838,4063782840,O_806,D_7,7316.0,0,special,EV1_ma,,
13426689839,4063782840,O_807,D_7,7140.0,0,special,EV1_ma,,
13426689840,4063782840,O_811,D_7,8077.0,0,special,EV1_ma,,
13426689841,4063782840,O_812,D_7,8205.0,0,special,EV1_ma,,
13426689861,4063782840,O_840,D_7,5493.0,0,special,EV1_ma,,
13426689862,4063782840,O_841,D_7,5432.0,0,special,EV1_ma,,
13426689863,4063782840,O_842,D_7,5427.0,0,special,EV1_ma,,
13426689864,4063782840,O_844,D_7,5525.0,0,special,EV1_ma,,
13426689865,4063782840,O_845,D_7,5895.0,0,special,EV1_ma,,
13426689866,4063782840,O_847,D_7,6307.0,0,special,EV1_ma,,
13426689867,4063782840,O_848,D_7,6778.0,0,special,EV1_ma,,
13426689868,4063782840,O_849,D_7,7056.0,0,special,EV1_ma,,
13426689869,4063782840,O_850,D_7,7309.0,0,special,EV1_ma,,
13426689870,4063782840,O_851,D_7,7469.0,0,special,EV1_ma,,
13426689871,4063782840,O_852,D_7,7786.0,0,special,EV1_ma,,
13426689872,4063782840,"O_853,O_899",D_7,7935.0,0,special,EV1_ma,,
13426689873,4063782840,O_854,D_7,8019.0,0,special,EV1_ma,,
13426689892,4063782840,O_884,D_7,5576.0,0,special,EV1_ma,,
13426689893,4063782840,O_885,D_7,5167.0,0,special,EV1_ma,,
13426689894,4063782840,O_886,D_7,5141.0,0,special,EV1_ma,,
13426689895,4063782840,O_887,D_7,5438.0,0,special,EV1_ma,,
13426689896,4063782840,O_889,D_7,5692.0,0,special,EV1_ma,,
13426689897,4063782840,O_890,D_7,6943.0,0,special,EV1_ma,,
13426689898,4063782840,O_891,D_7,6574.0,0,special,EV1_ma,,
13426689899,4063782840,O_892,D_7,6556.0,0,special,EV1_ma,,
13426689900,4063782840,O_893,D_7,6732.0,0,special,EV1_ma,,
13426689901,4063782840,O_894,D_7,7078.0,0,special,EV1_ma,,
13426689902,4063782840,O_896,D_7,7527.0,0,special,EV1_ma,,
13426689903,4063782840,"O_897,O_941",D_7,7656.0,0,special,EV1_ma,,
