u,v,link_id,ID,highway,avgspeed,lanes,length_x,maxspeed,bridge,node_A,node_B,edge_fid,rfid_c,rfid,time,EV1_mi,EV1_fr,alt_length,alt_nodes,diff_length,connected,length_y,hazard
1005,1008,None,None,residential,60.0,nan,153.0,nan,nan,1005,1008,1005_1008,1662,3045,0.003,0.0,0.0,,nan,,nan,,EV1_mi
1007,1042,None,None,residential,60.0,nan,32.0,nan,nan,1007,1042,1007_1042,1663,3138,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1007,1231,None,None,residential,60.0,nan,14.0,nan,nan,1007,1231,1007_1231,1664,3630,0.0,0.0,0.0,,nan,,nan,,EV1_mi
1008,1232,None,None,residential,60.0,nan,38.0,nan,nan,1008,1232,1008_1232,1665,3633,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1009,1010,None,None,residential,60.0,nan,32.0,nan,nan,1009,1010,1009_1010,1666,3050,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1009,1011,None,None,residential,60.0,nan,33.0,nan,nan,1009,1011,1009_1011,1667,3054,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1010,1022,None,None,residential,60.0,nan,64.0,nan,nan,1010,1022,1010_1022,1668,3083,0.001,0.09195780754089355,0.34293935232442074,,nan,,nan,,EV1_mi
1010,1043,None,None,residential,60.0,nan,166.0,nan,nan,1010,1043,1010_1043,1669,3140,0.003,0.07073068618774414,0.18091286761871003,,nan,,nan,,EV1_mi
1011,1033,None,None,residential,60.0,nan,197.0,nan,nan,1011,1033,1011_1033,1670,3117,0.003,0.08867096900939941,0.2287953484490143,,nan,,nan,,EV1_mi
1013,1014,None,None,residential,60.0,nan,205.0,nan,nan,1013,1014,1013_1014,1671,3062,0.003,0.06328463554382324,0.07589946259786617,,nan,,nan,,EV1_mi
1014,1045,None,None,residential,60.0,nan,12.0,nan,nan,1014,1045,1014_1045,1672,3145,0.0,0.0,0.0,,nan,,nan,,EV1_mi
1014,1046,None,None,residential,60.0,nan,258.0,nan,nan,1014,1046,1014_1046,1673,3148,0.004,0.05359673500061035,0.1531150898637626,,nan,,nan,,EV1_mi
1015,1016,None,None,tertiary,58.0,nan,110.0,nan,nan,1015,1016,1015_1016,1674,3070,0.002,0.0,0.0,,nan,,nan,,EV1_mi
1015,1017,None,None,tertiary,58.0,nan,60.0,nan,nan,1015,1017,1015_1017,1675,3071,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1015,1018,None,None,residential,60.0,nan,62.0,nan,nan,1015,1018,1015_1018,1676,3074,0.001,0.09583568572998047,0.7787001464965337,,nan,,nan,,EV1_mi
1017,1019,None,None,residential,60.0,nan,44.0,nan,nan,1017,1019,1017_1019,1677,3079,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1017,1026,None,None,tertiary,58.0,nan,99.0,nan,nan,1017,1026,1017_1026,1678,3097,0.002,0.0,0.0,,nan,,nan,,EV1_mi
1018,1058,None,None,residential,60.0,nan,53.0,nan,nan,1018,1058,1018_1058,1679,3178,0.001,0.3397409915924072,1.0,,nan,,0,53.0,EV1_mi
1018,1353,None,None,residential,60.0,nan,98.0,nan,nan,1018,1353,1018_1353,1680,3906,0.002,0.24512958526611328,1.0,,nan,,nan,,EV1_mi
1018,1354,None,None,residential,60.0,nan,86.0,nan,nan,1018,1354,1018_1354,1681,3907,0.001,0.521975040435791,1.0,,nan,,0,86.0,EV1_mi
1019,1020,None,None,residential,60.0,nan,203.0,nan,nan,1019,1020,1019_1020,1682,3081,0.003,0.05336284637451172,0.0880841888738633,,nan,,nan,,EV1_mi
1021,1022,None,None,residential,60.0,nan,135.0,nan,nan,1021,1022,1021_1022,1683,3084,0.002,0.05615353584289551,1.0,,nan,,nan,,EV1_mi
1022,1035,None,None,residential,60.0,nan,48.0,nan,nan,1022,1035,1022_1035,1684,3120,0.001,0.29898738861083984,1.0,,nan,,nan,,EV1_mi
1022,1036,None,None,residential,60.0,nan,109.0,nan,nan,1022,1036,1022_1036,1685,3123,0.002,0.4068446159362793,1.0,,nan,,0,109.0,EV1_mi
1023,1055,None,None,residential,60.0,nan,187.0,nan,nan,1023,1055,1023_1055,1686,3172,0.003,0.19522619247436523,0.0006884851275801939,,nan,,nan,,EV1_mi
1023,1150,None,None,residential,60.0,nan,45.0,nan,nan,1023,1150,1023_1150,1687,3418,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1024,1150,None,None,residential,60.0,nan,111.0,nan,nan,1024,1150,1024_1150,1688,3419,0.002,0.07460689544677734,0.15252866622794953,,nan,,nan,,EV1_mi
1024,1280,None,None,residential,60.0,nan,44.0,nan,nan,1024,1280,1024_1280,1689,3745,0.001,0.6150557994842529,1.0,,nan,,0,44.0,EV1_mi
1026,1027,None,None,tertiary,58.0,nan,48.0,nan,nan,1026,1027,1026_1027,1690,3100,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1026,1028,None,None,residential,60.0,nan,521.0,nan,nan,1026,1028,1026_1028,1691,3103,0.009,0.2225644588470459,0.9787773541194481,,nan,,nan,,EV1_mi
1027,1346,None,None,tertiary,58.0,nan,7.0,nan,nan,1027,1346,1027_1346,1692,3897,0.0,0.0,0.0,,nan,,nan,,EV1_mi
1027,1472,None,None,residential,60.0,nan,65.0,nan,nan,1027,1472,1027_1472,1693,4162,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1028,1057,None,None,residential,60.0,nan,93.0,nan,nan,1028,1057,1028_1057,1694,3177,0.002,0.2148122787475586,1.0,,nan,,nan,,EV1_mi
1028,1058,None,None,residential,60.0,nan,102.0,nan,nan,1028,1058,1028_1058,1695,3179,0.002,0.35431981086730957,1.0,,nan,,0,102.0,EV1_mi
1030,1235,None,None,residential,60.0,nan,60.0,nan,nan,1030,1235,1030_1235,1696,3640,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1030,1043,None,None,residential,60.0,nan,228.0,nan,nan,1030,1043,1030_1043,1697,3141,0.004,0.07059955596923828,0.7712547841636456,,nan,,nan,,EV1_mi
1031,1035,None,None,residential,60.0,nan,43.0,nan,nan,1031,1035,1031_1035,1698,3121,0.001,0.3549461364746094,1.0,642.0,"[1031, 1120, 1043, 1010, 1022, 1035]",599.0,1,43.0,EV1_mi
1031,1120,None,None,residential,60.0,nan,201.0,nan,nan,1031,1120,1031_1120,1699,3334,0.003,0.15296101570129395,1.0,,nan,,nan,,EV1_mi
1032,1120,None,None,residential,60.0,nan,38.0,nan,nan,1032,1120,1032_1120,1700,3335,0.001,0.19624018669128418,1.0,,nan,,nan,,EV1_mi
1032,1490,None,None,residential,60.0,nan,120.0,nan,nan,1032,1490,1032_1490,1701,4183,0.002,0.06436800956726074,0.29710508898348204,,nan,,nan,,EV1_mi
1033,1043,None,None,residential,60.0,nan,34.0,nan,nan,1033,1043,1033_1043,1702,3142,0.001,0.5267276763916016,1.0,428.0,"[1033, 1011, 1009, 1010, 1043]",394.0,1,34.0,EV1_mi
1035,1038,None,None,residential,60.0,nan,71.0,nan,nan,1035,1038,1035_1038,1703,3127,0.001,0.43116188049316406,1.0,,nan,,0,71.0,EV1_mi
1037,1045,None,None,residential,60.0,nan,187.0,nan,nan,1037,1045,1037_1045,1704,3146,0.003,0.0715482234954834,0.04781487120868505,,nan,,nan,,EV1_mi
1037,1049,None,None,residential,60.0,nan,54.0,nan,nan,1037,1049,1037_1049,1705,3155,0.001,0.28817319869995117,1.0,,nan,,nan,,EV1_mi
1039,1040,None,None,residential,60.0,nan,193.0,nan,nan,1039,1040,1039_1040,1706,3132,0.003,0.13490772247314453,1.0,,nan,,nan,,EV1_mi
1039,1041,None,None,residential,60.0,nan,66.0,nan,nan,1039,1041,1039_1041,1707,3136,0.001,0.48096370697021484,1.0,283.0,"[1039, 755, 752, 753, 1041]",217.0,1,66.0,EV1_mi
1040,1065,None,None,residential,60.0,nan,257.0,nan,nan,1040,1065,1040_1065,1708,3195,0.004,0.1825106143951416,1.0,,nan,,nan,,EV1_mi
1042,1466,None,None,residential,60.0,nan,48.0,nan,nan,1042,1466,1042_1466,1709,4154,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1043,1120,None,None,residential,60.0,nan,163.0,nan,nan,1043,1120,1043_1120,1710,3336,0.003,0.20673680305480957,1.0,,nan,,nan,,EV1_mi
1045,1163,None,None,residential,60.0,nan,50.0,nan,nan,1045,1163,1045_1163,1711,3450,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1047,1048,None,None,residential,60.0,nan,167.0,nan,nan,1047,1048,1047_1048,1712,3152,0.003,0.12107062339782715,0.050261662105605905,,nan,,nan,,EV1_mi
1047,1049,None,None,residential,60.0,nan,52.0,nan,nan,1047,1049,1047_1049,1713,3156,0.001,0.18955636024475098,1.0,,nan,,nan,,EV1_mi
1047,1050,None,None,residential,60.0,nan,56.0,nan,nan,1047,1050,1047_1050,1714,3158,0.001,0.31001996994018555,1.0,,nan,,0,56.0,EV1_mi
1048,1060,None,None,residential,60.0,nan,169.0,nan,nan,1048,1060,1048_1060,1715,3184,0.003,0.0,0.0,,nan,,nan,,EV1_mi
1048,1162,None,None,residential,60.0,nan,52.0,nan,nan,1048,1162,1048_1162,1716,3447,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1049,1162,None,None,residential,60.0,nan,166.0,nan,nan,1049,1162,1049_1162,1717,3448,0.003,0.054200172424316406,0.048209198776995615,,nan,,nan,,EV1_mi
1051,1052,None,None,residential,60.0,nan,59.0,nan,nan,1051,1052,1051_1052,1718,3162,0.001,0.12920808792114258,0.20360355445698175,,nan,,nan,,EV1_mi
1051,1053,None,None,residential,60.0,nan,43.0,nan,nan,1051,1053,1051_1053,1719,3167,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1051,1054,None,None,residential,60.0,nan,111.0,nan,nan,1051,1054,1051_1054,1720,3169,0.002,0.0,0.0,,nan,,nan,,EV1_mi
1052,1489,None,None,residential,60.0,nan,36.0,nan,yes,1052,1489,1052_1489,1721,4182,0.001,0.9905855655670166,1.0,,nan,,nan,,EV1_mi
1052,1065,None,None,residential,60.0,nan,1166.0,nan,nan,1052,1065,1052_1065,1722,3196,0.019,0.5181906223297119,1.0,1274.0,"[1052, 1051, 1053, 983, 1059, 1147, 759, 757, 758, 1143, 1142, 753, 752, 755, 1039, 1040, 1065]",108.0,1,1166.0,EV1_mi
1054,1497,None,None,residential,60.0,nan,32.0,nan,nan,1054,1497,1054_1497,1723,4192,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1055,1056,None,None,residential,60.0,nan,43.0,nan,nan,1055,1056,1055_1056,1724,3174,0.001,0.0965580940246582,0.8080884384063495,,nan,,nan,,EV1_mi
1056,1349,None,None,residential,60.0,nan,36.0,nan,nan,1056,1349,1056_1349,1725,3902,0.001,0.053322792053222656,0.887652982254653,,nan,,nan,,EV1_mi
1056,1350,None,None,residential,60.0,nan,100.0,nan,nan,1056,1350,1056_1350,1726,3903,0.002,0.28663206100463867,0.009799185806004473,,nan,,nan,,EV1_mi
1058,1348,None,None,residential,60.0,nan,60.0,nan,nan,1058,1348,1058_1348,1727,3901,0.001,0.44731831550598145,1.0,,nan,,0,60.0,EV1_mi
1059,1147,None,None,residential,60.0,nan,41.0,nan,nan,1059,1147,1059_1147,1728,3412,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1061,1062,None,None,tertiary,58.0,nan,347.0,nan,nan,1061,1062,1061_1062,1729,3187,0.006,0.0,0.0,,nan,,nan,,EV1_mi
1062,1166,None,None,residential,60.0,nan,99.0,nan,nan,1062,1166,1062_1166,1730,3457,0.002,0.0,0.0,,nan,,nan,,EV1_mi
1063,1065,None,None,residential,60.0,nan,79.0,nan,nan,1063,1065,1063_1065,1731,3197,0.001,0.7134740352630615,1.0,7665.0,"[1063, 1066, 594, 591, 593, 600, 598, 595, 597, 480, 477, 479, 605, 492, 490, 491, 497, 499, 451, 448, 449, 662, 1220, 457, 443, 456, 444, 436, 441, 442, 22, 656, 652, 225, 223, 224, 1253, 1254, 1288, 1287, 1153, 293, 292, 295, 290, 288, 286, 287, 296, 297, 316, 318, 1344, 1346, 1027, 1026, 1017, 1019, 992, 991, 964, 962, 965, 986, 1030, 1043, 1010, 1009, 1011, 989, 1042, 1007, 1231, 1148, 1221, 759, 757, 758, 1143, 1142, 753, 752, 755, 1039, 1040, 1065]",7586.0,1,79.0,EV1_mi
1063,1066,None,None,tertiary,58.0,nan,24.0,nan,nan,1063,1066,1063_1066,1732,3199,0.0,0.08745431900024414,0.9927065996683364,,nan,,nan,,EV1_mi
1064,1315,None,None,tertiary,58.0,nan,148.0,nan,nan,1064,1315,1064_1315,1733,3826,0.003,0.14092707633972168,0.970929284568935,,nan,,nan,,EV1_mi
1064,1069,None,None,tertiary,58.0,nan,6.0,nan,nan,1064,1069,1064_1069,1734,3207,0.0,0.0,0.0,,nan,,nan,,EV1_mi
1066,1070,None,None,residential,60.0,nan,316.0,nan,nan,1066,1070,1066_1070,1735,3211,0.005,0.08679699897766113,0.8999771635636634,,nan,,nan,,EV1_mi
1067,1068,None,None,tertiary,58.0,nan,76.0,nan,nan,1067,1068,1067_1068,1736,3204,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1067,1069,None,None,tertiary,58.0,nan,52.0,nan,nan,1067,1069,1067_1069,1737,3208,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1068,1206,None,None,tertiary_link,58.0,nan,27.0,nan,nan,1068,1206,1068_1206,1738,3559,0.0,0.0,0.0,,nan,,nan,,EV1_mi
1068,1207,None,None,tertiary,58.0,nan,155.0,nan,nan,1068,1207,1068_1207,1739,3562,0.003,0.0,0.0,,nan,,nan,,EV1_mi
1069,1206,None,None,tertiary,58.0,nan,64.0,nan,nan,1069,1206,1069_1206,1740,3560,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1070,1324,None,None,residential,60.0,nan,129.0,nan,nan,1070,1324,1070_1324,1741,3853,0.002,0.22348809242248535,0.038773479440135025,,nan,,nan,,EV1_mi
1071,1240,None,None,residential,60.0,nan,70.0,nan,nan,1071,1240,1071_1240,1742,3645,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1071,1241,None,None,residential,60.0,nan,82.0,nan,nan,1071,1241,1071_1241,1743,3648,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1072,1073,None,None,residential,60.0,nan,136.0,nan,nan,1072,1073,1072_1073,1744,3219,0.002,0.0,0.0,,nan,,nan,,EV1_mi
1072,1074,None,None,secondary,50.0,nan,59.0,nan,nan,1072,1074,1072_1074,1745,3222,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1073,1081,None,None,residential,60.0,nan,52.0,nan,nan,1073,1081,1073_1081,1746,3242,0.001,0.08166790008544922,0.3513678967329398,,nan,,nan,,EV1_mi
1073,1464,None,None,residential,60.0,nan,87.0,nan,nan,1073,1464,1073_1464,1747,4150,0.001,0.05411529541015625,0.923951969379651,,nan,,nan,,EV1_mi
1074,1234,None,None,secondary,50.0,nan,114.0,nan,nan,1074,1234,1074_1234,1748,3637,0.002,0.0973961353302002,0.012237056263279972,,nan,,nan,,EV1_mi
1074,1233,None,None,residential,60.0,nan,101.0,nan,nan,1074,1233,1074_1233,1749,3636,0.002,0.06072878837585449,0.3262437852370838,,nan,,nan,,EV1_mi
1076,1080,None,None,residential,60.0,nan,157.0,nan,nan,1076,1080,1076_1080,1750,3238,0.003,0.0,0.0,,nan,,nan,,EV1_mi
1076,1078,None,None,residential,60.0,nan,112.0,nan,nan,1076,1078,1076_1078,1751,3232,0.002,0.0,0.0,,nan,,nan,,EV1_mi
1077,1178,None,None,secondary,50.0,nan,27.0,nan,nan,1077,1178,1077_1178,1752,3486,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1077,1179,None,None,secondary,50.0,nan,39.0,nan,nan,1077,1179,1077_1179,1753,3489,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1078,1079,None,None,residential,60.0,nan,111.0,nan,nan,1078,1079,1078_1079,1754,3235,0.002,0.0,0.0,,nan,,nan,,EV1_mi
1078,1080,None,None,residential,60.0,nan,47.0,nan,nan,1078,1080,1078_1080,1755,3239,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1079,1227,None,None,residential,60.0,nan,81.0,nan,nan,1079,1227,1079_1227,1756,3621,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1079,1082,None,None,residential,60.0,nan,46.0,nan,nan,1079,1082,1079_1082,1757,3243,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1080,1082,None,None,residential,60.0,nan,113.0,nan,nan,1080,1082,1080_1082,1758,3244,0.002,0.0,0.0,,nan,,nan,,EV1_mi
1080,1083,None,None,residential,60.0,nan,74.0,nan,nan,1080,1083,1080_1083,1759,3246,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1082,1228,None,None,residential,60.0,nan,128.0,nan,nan,1082,1228,1082_1228,1760,3623,0.002,0.0,0.0,,nan,,nan,,EV1_mi
1083,1495,None,None,residential,60.0,nan,73.0,nan,nan,1083,1495,1083_1495,1761,4190,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1083,1496,None,None,residential,60.0,nan,118.0,nan,nan,1083,1496,1083_1496,1762,4191,0.002,0.07588410377502441,0.17860057908938679,,nan,,nan,,EV1_mi
1088,1089,None,None,residential,60.0,nan,58.0,nan,nan,1088,1089,1088_1089,1763,3256,0.001,0.2628333568572998,1.0,,nan,,nan,,EV1_mi
1088,1090,None,None,residential,60.0,nan,159.0,nan,nan,1088,1090,1088_1090,1764,3260,0.003,0.14089512825012207,1.0,,nan,,nan,,EV1_mi
1088,1091,None,None,residential,60.0,nan,165.0,nan,nan,1088,1091,1088_1091,1765,3261,0.003,0.14931321144104004,1.0,,nan,,nan,,EV1_mi
1089,1092,None,None,residential,60.0,nan,168.0,nan,nan,1089,1092,1089_1092,1766,3264,0.003,0.07600975036621094,1.0,,nan,,nan,,EV1_mi
1089,1355,None,None,residential,60.0,nan,133.0,nan,nan,1089,1355,1089_1355,1767,3908,0.002,0.13511991500854492,1.0,,nan,,nan,,EV1_mi
1089,1388,None,None,residential,60.0,nan,60.0,nan,nan,1089,1388,1089_1388,1768,3977,0.001,0.3074913024902344,1.0,314.0,"[1089, 1355, 1097, 1388]",254.0,1,60.0,EV1_mi
1091,1092,None,None,residential,60.0,nan,61.0,nan,nan,1091,1092,1091_1092,1769,3265,0.001,0.0555572509765625,0.7188554162048649,,nan,,nan,,EV1_mi
1091,1093,None,None,residential,60.0,nan,163.0,nan,nan,1091,1093,1091_1093,1770,3268,0.003,0.11533451080322266,1.0,,nan,,nan,,EV1_mi
1092,1094,None,None,residential,60.0,nan,53.0,nan,nan,1092,1094,1092_1094,1771,3271,0.001,0.05192375183105469,0.29032013716440697,,nan,,nan,,EV1_mi
1092,1095,None,None,residential,60.0,nan,51.0,nan,nan,1092,1095,1092_1095,1772,3272,0.001,0.07183480262756348,1.0,,nan,,nan,,EV1_mi
1093,1100,None,None,residential,60.0,nan,56.0,nan,nan,1093,1100,1093_1100,1773,3286,0.001,0.05359673500061035,1.0,,nan,,nan,,EV1_mi
1093,1101,None,None,residential,60.0,nan,112.0,nan,nan,1093,1101,1093_1101,1774,3289,0.002,0.057904720306396484,1.0,,nan,,nan,,EV1_mi
1095,1101,None,None,residential,60.0,nan,150.0,nan,nan,1095,1101,1095_1101,1775,3290,0.003,0.05204892158508301,0.6454351127418961,,nan,,nan,,EV1_mi
1095,1382,None,None,residential,60.0,nan,42.0,nan,nan,1095,1382,1095_1382,1776,3962,0.001,0.2522730827331543,1.0,,nan,,nan,,EV1_mi
1095,1390,None,None,residential,60.0,nan,86.0,nan,nan,1095,1390,1095_1390,1777,3981,0.001,0.17452120780944824,1.0,,nan,,nan,,EV1_mi
1096,1097,None,None,residential,60.0,nan,51.0,nan,nan,1096,1097,1096_1097,1778,3279,0.001,0.15766048431396484,0.790948608117809,,nan,,nan,,EV1_mi
1096,1098,None,None,residential,60.0,nan,42.0,nan,nan,1096,1098,1096_1098,1779,3282,0.001,0.058968305587768555,0.06303631680865669,,nan,,nan,,EV1_mi
1096,1099,None,None,residential,60.0,nan,69.0,nan,nan,1096,1099,1096_1099,1780,3285,0.001,0.05021858215332031,0.23220310586814172,,nan,,nan,,EV1_mi
1097,1388,None,None,residential,60.0,nan,137.0,nan,nan,1097,1388,1097_1388,1781,3978,0.002,0.0871438980102539,1.0,,nan,,nan,,EV1_mi
1097,1355,None,None,residential,60.0,nan,44.0,nan,nan,1097,1355,1097_1355,1782,3909,0.001,0.19818592071533203,1.0,,nan,,nan,,EV1_mi
1098,1355,None,None,residential,60.0,nan,54.0,nan,nan,1098,1355,1098_1355,1783,3910,0.001,0.058968305587768555,0.815784755591148,,nan,,nan,,EV1_mi
1098,1104,None,None,residential,60.0,nan,105.0,nan,nan,1098,1104,1098_1104,1784,3296,0.002,0.051262855529785156,0.8883962110685524,,nan,,nan,,EV1_mi
1100,1419,None,None,residential,60.0,nan,26.0,nan,yes,1100,1419,1100_1419,1785,4056,0.0,0.10465192794799805,1.0,,nan,,nan,,EV1_mi
1100,1384,None,None,residential,60.0,nan,82.0,nan,nan,1100,1384,1100_1384,1786,3967,0.001,0.2774815559387207,1.0,,nan,,nan,,EV1_mi
1101,1381,None,None,residential,60.0,nan,34.0,nan,nan,1101,1381,1101_1381,1787,3959,0.001,0.06453776359558105,0.45461263641496596,,nan,,nan,,EV1_mi
1102,1103,None,None,residential,60.0,nan,112.0,nan,nan,1102,1103,1102_1103,1788,3295,0.002,0.0547177791595459,0.6621353087012956,,nan,,nan,,EV1_mi
1105,1106,None,None,residential,60.0,nan,51.0,nan,nan,1105,1106,1105_1106,1789,3300,0.001,0.21497273445129395,1.0,,nan,,nan,,EV1_mi
1105,1382,None,None,residential,60.0,nan,45.0,nan,nan,1105,1382,1105_1382,1790,3963,0.001,0.1313478946685791,1.0,,nan,,nan,,EV1_mi
1105,1355,None,None,residential,60.0,nan,181.0,nan,nan,1105,1355,1105_1355,1791,3911,0.003,0.15245842933654785,1.0,,nan,,nan,,EV1_mi
1110,1272,None,None,residential,60.0,2,49.0,60,nan,1110,1272,1110_1272,1792,3724,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1110,1273,None,None,residential,60.0,nan,45.0,nan,nan,1110,1273,1110_1273,1793,3728,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1110,1274,None,None,residential,60.0,nan,227.0,nan,nan,1110,1274,1110_1274,1794,3731,0.004,0.05011391639709473,0.917128811739162,,nan,,nan,,EV1_mi
1111,1136,None,None,residential,60.0,nan,196.0,nan,nan,1111,1136,1111_1136,1795,3382,0.003,0.052690982818603516,0.7361907866744631,,nan,,nan,,EV1_mi
1111,1439,None,None,residential,60.0,nan,52.0,nan,nan,1111,1439,1111_1439,1796,4109,0.001,0.17235350608825684,1.0,,nan,,nan,,EV1_mi
1112,1412,None,None,residential,60.0,nan,113.0,nan,nan,1112,1412,1112_1412,1797,4040,0.002,0.07039237022399902,1.0,,nan,,nan,,EV1_mi
1112,1408,None,None,residential,60.0,nan,55.0,nan,nan,1112,1408,1112_1408,1798,4027,0.001,0.07410192489624023,0.5220602630843755,,nan,,nan,,EV1_mi
1113,1116,None,None,residential,60.0,2,54.0,60,nan,1113,1116,1113_1116,1799,3321,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1113,1392,None,None,residential,60.0,nan,192.0,nan,nan,1113,1392,1113_1392,1800,3983,0.003,0.1193399429321289,0.903717048956938,,nan,,nan,,EV1_mi
1114,1437,None,None,residential,60.0,nan,467.0,nan,nan,1114,1437,1114_1437,1801,4103,0.008,0.1047372817993164,1.0,,nan,,nan,,EV1_mi
1114,1392,None,None,residential,60.0,nan,47.0,nan,nan,1114,1392,1114_1392,1802,3984,0.001,0.14983558654785156,1.0,,nan,,nan,,EV1_mi
1116,1117,None,None,residential,60.0,2,27.0,60,nan,1116,1117,1116_1117,1803,3324,0.0,0.060236215591430664,0.27666975498523644,,nan,,nan,,EV1_mi
1116,1118,None,None,residential,60.0,nan,187.0,nan,nan,1116,1118,1116_1118,1804,3327,0.003,0.07049083709716797,0.9741633718637611,,nan,,nan,,EV1_mi
1117,1508,None,None,residential,60.0,nan,82.0,nan,nan,1117,1508,1117_1508,1805,4203,0.001,0.057329416275024414,1.0,,nan,,nan,,EV1_mi
1117,1131,None,None,residential,60.0,2,23.0,60,nan,1117,1131,1117_1131,1806,3366,0.0,0.05751967430114746,0.07457818619650392,,nan,,nan,,EV1_mi
1118,1128,None,None,residential,60.0,nan,54.0,nan,nan,1118,1128,1118_1128,1807,3355,0.001,0.12638068199157715,0.9964274669370817,,nan,,nan,,EV1_mi
1118,1129,None,None,residential,60.0,nan,163.0,nan,nan,1118,1129,1118_1129,1808,3359,0.003,0.15843415260314941,1.0,,nan,,nan,,EV1_mi
1119,1123,None,None,residential,60.0,nan,42.0,nan,nan,1119,1123,1119_1123,1809,3344,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1120,1133,None,None,residential,60.0,nan,237.0,nan,nan,1120,1133,1120_1133,1810,3372,0.004,0.06305742263793945,0.731747295621326,,nan,,nan,,EV1_mi
1121,1124,None,None,residential,60.0,nan,59.0,nan,nan,1121,1124,1121_1124,1811,3347,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1122,1139,None,None,residential,60.0,nan,95.0,nan,nan,1122,1139,1122_1139,1812,3393,0.002,0.0,0.0,,nan,,nan,,EV1_mi
1123,1125,None,None,residential,60.0,nan,64.0,nan,nan,1123,1125,1123_1125,1813,3350,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1123,1126,None,None,residential,60.0,nan,41.0,nan,nan,1123,1126,1123_1126,1814,3352,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1126,1134,None,None,residential,60.0,nan,5.0,nan,nan,1126,1134,1126_1134,1815,3378,0.0,0.0,0.0,,nan,,nan,,EV1_mi
1128,1132,None,None,residential,60.0,nan,48.0,nan,nan,1128,1132,1128_1132,1816,3369,0.001,0.3170628547668457,1.0,375.0,"[1128, 1393, 1394, 1132]",327.0,1,48.0,EV1_mi
1128,1131,None,None,residential,60.0,nan,191.0,nan,nan,1128,1131,1128_1131,1817,3367,0.003,0.2839176654815674,0.9616157897145772,,nan,,nan,,EV1_mi
1128,1393,None,None,residential,60.0,nan,164.0,nan,nan,1128,1393,1128_1393,1818,3986,0.003,0.2037496566772461,1.0,,nan,,nan,,EV1_mi
1129,1433,None,None,residential,60.0,nan,316.0,nan,nan,1129,1433,1129_1433,1819,4096,0.005,0.13810348510742188,1.0,,nan,,nan,,EV1_mi
1129,1393,None,None,residential,60.0,nan,50.0,nan,nan,1129,1393,1129_1393,1820,3987,0.001,0.19846105575561523,1.0,,nan,,nan,,EV1_mi
1129,1392,None,None,residential,60.0,nan,201.0,nan,nan,1129,1392,1129_1392,1821,3985,0.003,0.1359403133392334,1.0,,nan,,nan,,EV1_mi
1130,1131,None,None,residential,60.0,2,51.0,60,nan,1130,1131,1130_1131,1822,3368,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1130,1132,None,None,residential,60.0,nan,195.0,nan,nan,1130,1132,1130_1132,1823,3370,0.003,0.05490589141845703,0.921887564753025,,nan,,nan,,EV1_mi
1132,1394,None,None,residential,60.0,nan,158.0,nan,nan,1132,1394,1132_1394,1824,3990,0.003,0.26172494888305664,1.0,,nan,,nan,,EV1_mi
1133,1490,None,None,residential,60.0,nan,70.0,nan,nan,1133,1490,1133_1490,1825,4184,0.001,0.09070706367492676,0.3749180884095869,,nan,,nan,,EV1_mi
1133,1491,None,None,residential,60.0,nan,93.0,nan,nan,1133,1491,1133_1491,1826,4186,0.002,0.06943631172180176,0.3449220409530361,,nan,,nan,,EV1_mi
