o_node,d_node,origin,destination,lengthDisr,origin_cnt,category,name,lengthNorm,difference
11330507620,1934244652,A_228,B_2,3719.0,2325.24543381,education,EV1_ma,,
11330507622,11330507667,A_231,B_1,917.0,1746.39505005,education,EV1_ma,917.0,0.0
11330507623,11330507667,A_232,B_1,1356.0,1316.22281265,education,EV1_ma,1356.0,0.0
11330507625,1934244652,A_247,B_2,1955.0,1922.93091011,education,EV1_ma,1955.0,0.0
11330507626,1934244652,A_250,B_2,3465.0,1439.87953758,education,EV1_ma,,
11330507627,11330507667,A_251,B_1,160.0,1558.94218254,education,EV1_ma,160.0,0.0
11330507628,11330507667,A_253,B_1,1279.0,1711.49200726,education,EV1_ma,1279.0,0.0
11330507631,11330507667,A_257,B_1,4892.0,1040.31194687,education,EV1_ma,4048.0,844.0
11330507632,1934244652,A_267,B_2,1674.0,1072.58284569,education,EV1_ma,1674.0,0.0
11330507633,1934244652,A_268,B_2,1404.0,1536.36138153,education,EV1_ma,1404.0,0.0
11330507634,1934244652,A_269,B_2,1301.0,1013.78449821,education,EV1_ma,1301.0,0.0
11330507635,11330507667,A_276,B_1,1778.0,1715.69475746,education,EV1_ma,1778.0,0.0
11330507637,11330507667,A_281,B_1,4438.0,1396.63955688,education,EV1_ma,,
11330507638,1934244652,A_287,B_2,1621.0,1474.05879116,education,EV1_ma,1621.0,0.0
11330507639,1934244652,A_288,B_2,1075.0,1531.52594566,education,EV1_ma,1075.0,0.0
11330507640,1934244652,A_292,B_2,1889.0,2294.25948334,education,EV1_ma,,
11330507642,11330507667,A_295,B_1,1807.0,2003.88581848,education,EV1_ma,,
11330507643,11330507667,A_300,B_1,3791.0,1537.49044418,education,EV1_ma,,
11330507644,11330507667,A_301,B_1,4674.0,1464.71004105,education,EV1_ma,,
11330507645,11330507667,A_303,B_1,5558.0,1239.84428596,education,EV1_ma,,
11330507646,1934244652,A_306,B_2,1083.0,199.80621338,education,EV1_ma,1083.0,0.0
11330507647,1934244652,A_308,B_2,23.0,1638.06154919,education,EV1_ma,23.0,0.0
11330507648,1934244652,A_310,B_2,1357.0,1693.35393715,education,EV1_ma,1357.0,0.0
11330507649,1934244652,A_311,B_2,1786.0,2374.67459869,education,EV1_ma,,
11330507650,1934244652,A_312,B_2,2144.0,2291.48970795,education,EV1_ma,,
11330507654,11330507667,A_316,B_1,3056.0,1888.91226196,education,EV1_ma,,
11330507655,11330507667,A_318,B_1,4671.0,1846.9139595,education,EV1_ma,,
11330507656,11330507667,A_319,B_1,5083.0,1729.61700249,education,EV1_ma,,
11330507657,11330507667,A_321,B_1,5802.0,828.86365795,education,EV1_ma,,
11330507658,1934244652,A_324,B_2,762.0,949.35508919,education,EV1_ma,762.0,0.0
11330507659,1934244652,A_327,B_2,1071.0,757.88712883,education,EV1_ma,1071.0,0.0
11330507661,11330507667,A_334,B_1,3886.0,1942.03381729,education,EV1_ma,,
11330507662,11330507667,A_337,B_1,5378.0,542.7651577,education,EV1_ma,,
11330507663,1934244652,A_343,B_2,3292.0,782.92469025,education,EV1_ma,,
11330507664,1934244652,A_344,B_2,3771.0,1259.18093109,education,EV1_ma,,
11330507665,1934244652,A_345,B_2,4174.0,953.19294739,education,EV1_ma,,
11330507666,11330507667,A_346,B_1,4565.0,428.39468002,education,EV1_ma,,
683300823,11330507670,A_289,"B_5,B_6",3971.0,1509.23569012,hospital,EV1_ma,3971.0,0.0
762948405,11330507670,A_307,"B_5,B_6",3748.0,1494.48296547,hospital,EV1_ma,3748.0,0.0
776490175,11330507670,A_271,"B_5,B_6",3919.0,1202.6553421,hospital,EV1_ma,3919.0,0.0
776513552,11330507670,A_248,"B_5,B_6",4726.0,1691.79252434,hospital,EV1_ma,4726.0,0.0
776513559,11330507670,A_249,"B_5,B_6",4482.0,2140.27134323,hospital,EV1_ma,4482.0,0.0
1833313103,11330507670,A_342,"B_5,B_6",380.0,889.95633221,hospital,EV1_ma,380.0,0.0
1934233691,11330507670,A_325,"B_5,B_6",3045.0,939.79366302,hospital,EV1_ma,3045.0,0.0
1934753609,11330507670,A_329,"B_5,B_6",1514.0,1154.41796875,hospital,EV1_ma,1514.0,0.0
1934753610,11330507670,A_328,"B_5,B_6",1901.0,1504.05272293,hospital,EV1_ma,1901.0,0.0
1934771000,11330507669,A_335,B_4,1424.0,1604.44867325,hospital,EV1_ma,1424.0,0.0
1934771001,11330507670,A_336,"B_5,B_6",1871.0,1239.31250381,hospital,EV1_ma,1871.0,0.0
1935839847,11330507669,A_252,B_4,3835.0,1983.5795536,hospital,EV1_ma,3818.0,17.0
1935861255,11330507669,A_279,B_4,2369.0,1410.83597374,hospital,EV1_ma,2351.0,18.0
1935861369,11330507669,A_298,B_4,1644.0,1729.80155945,hospital,EV1_ma,1627.0,17.0
1935869817,11330507669,A_299,B_4,1983.0,1821.23622513,hospital,EV1_ma,1965.0,18.0
2568977667,11330507670,A_291,"B_5,B_6",3593.0,1890.00128651,hospital,EV1_ma,3593.0,0.0
2569022472,11330507670,A_309,"B_5,B_6",2908.0,1176.72171593,hospital,EV1_ma,2908.0,0.0
2569030739,11330507670,A_290,"B_5,B_6",3538.0,208.30379677,hospital,EV1_ma,3538.0,0.0
2593840216,11330507669,A_273,B_4,4125.0,2461.33372116,hospital,EV1_ma,,
2593845426,11330507670,A_272,"B_5,B_6",5020.0,1892.20948792,hospital,EV1_ma,3715.0,1305.0
2593853218,11330507669,A_212,B_4,5337.0,1526.03598785,hospital,EV1_ma,5320.0,17.0
3887805309,11330507669,A_278,B_4,2376.0,1570.91852188,hospital,EV1_ma,2359.0,17.0
3887805435,11330507669,A_297,B_4,2024.0,1678.15233612,hospital,EV1_ma,2007.0,17.0
3930024333,11330507670,A_270,"B_5,B_6",4719.0,1122.11662483,hospital,EV1_ma,4719.0,0.0
4723019416,11330507670,A_326,"B_5,B_6",2611.0,1189.68343163,hospital,EV1_ma,2611.0,0.0
4723168145,11330507669,A_274,B_4,3888.0,2258.97821045,hospital,EV1_ma,3611.0,277.0
4723204799,11330507670,A_229,"B_5,B_6",5075.0,2311.43289948,hospital,EV1_ma,4718.0,357.0
4816491860,11330507670,A_341,"B_5,B_6",724.0,408.91734695,hospital,EV1_ma,724.0,0.0
5635142264,11330507670,A_340,"B_5,B_6",1183.0,83.02479362,hospital,EV1_ma,1183.0,0.0
5639948227,11330507669,A_322,B_4,3204.0,40.46790886,hospital,EV1_ma,3204.0,0.0
5639948232,11330507669,A_320,B_4,2675.0,1363.85136414,hospital,EV1_ma,2675.0,0.0
5649961173,11330507669,A_233,B_4,3729.0,1386.32469177,hospital,EV1_ma,3712.0,17.0
5653896226,11330507669,A_294,B_4,4401.0,2381.748909,hospital,EV1_ma,3633.0,768.0
6419699188,11330507669,A_302,B_4,3573.0,1190.52589035,hospital,EV1_ma,3458.0,115.0
11330507615,11330507670,"A_184,A_205,A_225","B_5,B_6",5713.0,842.31756306,hospital,EV1_ma,5713.0,0.0
11330507616,11330507670,A_209,"B_5,B_6",5988.0,2350.57516479,hospital,EV1_ma,5170.0,818.0
11330507618,11330507669,A_211,B_4,4909.0,1658.0099678,hospital,EV1_ma,4892.0,17.0
11330507619,11330507670,A_226,"B_5,B_6",5367.0,1478.08180046,hospital,EV1_ma,5367.0,0.0
11330507620,11330507670,A_228,"B_5,B_6",4995.0,2325.24543381,hospital,EV1_ma,4995.0,0.0
11330507622,11330507669,A_231,B_4,4597.0,1746.39505005,hospital,EV1_ma,4580.0,17.0
11330507623,11330507669,A_232,B_4,3878.0,1316.22281265,hospital,EV1_ma,3861.0,17.0
11330507625,11330507670,A_247,"B_5,B_6",5131.0,1922.93091011,hospital,EV1_ma,5131.0,0.0
11330507626,11330507670,A_250,"B_5,B_6",4741.0,1439.87953758,hospital,EV1_ma,4278.0,463.0
11330507627,11330507669,A_251,B_4,4084.0,1558.94218254,hospital,EV1_ma,4067.0,17.0
11330507628,11330507669,A_253,B_4,3353.0,1711.49200726,hospital,EV1_ma,3336.0,17.0
11330507631,11330507669,A_257,B_4,3660.0,1040.31194687,hospital,EV1_ma,3175.0,485.0
11330507632,11330507670,A_267,"B_5,B_6",4899.0,1072.58284569,hospital,EV1_ma,4899.0,0.0
11330507633,11330507670,A_268,"B_5,B_6",4580.0,1536.36138153,hospital,EV1_ma,4580.0,0.0
11330507634,11330507670,A_269,"B_5,B_6",4477.0,1013.78449821,hospital,EV1_ma,4477.0,0.0
11330507635,11330507669,A_276,B_4,2693.0,1715.69475746,hospital,EV1_ma,2676.0,17.0
11330507637,11330507669,A_281,B_4,3206.0,1396.63955688,hospital,EV1_ma,3188.0,18.0
11330507638,11330507670,A_287,"B_5,B_6",4846.0,1474.05879116,hospital,EV1_ma,4846.0,0.0
11330507639,11330507670,A_288,"B_5,B_6",4227.0,1531.52594566,hospital,EV1_ma,4227.0,0.0
11330507640,11330507670,A_292,"B_5,B_6",3165.0,2294.25948334,hospital,EV1_ma,3165.0,0.0
11330507642,11330507669,A_295,B_4,4643.0,2003.88581848,hospital,EV1_ma,3144.0,1499.0
11330507643,11330507669,A_300,B_4,2559.0,1537.49044418,hospital,EV1_ma,2528.0,31.0
11330507644,11330507669,A_301,B_4,3442.0,1464.71004105,hospital,EV1_ma,3132.0,310.0
11330507645,11330507669,A_303,B_4,3139.0,1239.84428596,hospital,EV1_ma,3139.0,0.0
11330507646,11330507670,A_306,"B_5,B_6",4058.0,199.80621338,hospital,EV1_ma,4058.0,0.0
11330507647,11330507670,A_308,"B_5,B_6",3202.0,1638.06154919,hospital,EV1_ma,3202.0,0.0
11330507648,11330507670,A_310,"B_5,B_6",2633.0,1693.35393715,hospital,EV1_ma,2633.0,0.0
11330507649,11330507670,A_311,"B_5,B_6",2451.0,2374.67459869,hospital,EV1_ma,2451.0,0.0
11330507650,11330507670,A_312,"B_5,B_6",2029.0,2291.48970795,hospital,EV1_ma,2029.0,0.0
11330507654,11330507669,A_316,B_4,1181.0,1888.91226196,hospital,EV1_ma,1164.0,17.0
11330507655,11330507669,A_318,B_4,1712.0,1846.9139595,hospital,EV1_ma,1712.0,0.0
11330507656,11330507669,A_319,B_4,2124.0,1729.61700249,hospital,EV1_ma,2124.0,0.0
11330507657,11330507669,A_321,B_4,2833.0,828.86365795,hospital,EV1_ma,2833.0,0.0
11330507658,11330507670,A_324,"B_5,B_6",3445.0,949.35508919,hospital,EV1_ma,3445.0,0.0
11330507659,11330507670,A_327,"B_5,B_6",2280.0,757.88712883,hospital,EV1_ma,2280.0,0.0
11330507661,11330507669,A_334,B_4,927.0,1942.03381729,hospital,EV1_ma,927.0,0.0
11330507662,11330507670,A_337,"B_5,B_6",2378.0,542.7651577,hospital,EV1_ma,2378.0,0.0
11330507663,11330507670,A_343,"B_5,B_6",67.0,782.92469025,hospital,EV1_ma,67.0,0.0
11330507664,11330507670,A_344,"B_5,B_6",546.0,1259.18093109,hospital,EV1_ma,546.0,0.0
11330507665,11330507670,A_345,"B_5,B_6",989.0,953.19294739,hospital,EV1_ma,989.0,0.0
11330507666,11330507670,A_346,"B_5,B_6",1435.0,428.39468002,hospital,EV1_ma,1435.0,0.0
