d_id,EV1_ma,EV1_ma_P
D_0,0.5169061074287482,0
D_1,0.22942641313029363,0
D_2,0.8292943064263203,0
D_3,0.40122413635253906,0
D_4,0.0,0
D_5,0.0,0
D_6,0.0,0
D_7,0.0,0
D_8,0.37733690792247715,0
D_9,0.3394927978515625,0
D_10,0.31902242708969664,0
D_11,0.5267219187441166,0
D_12,0.6903368092549946,0
D_13,0.0,0
D_14,0.0,0
D_15,0.0,0
D_16,0.45232841841129134,0
D_17,0.3009910792854339,0
D_18,0.635278604390408,0
