name,weight
TC_0002,0.0026595744680851063
TC_0008,0.0026595744680851063
TC_0011,0.0026595744680851063
TC_0013,0.0026595744680851063
TC_0014,0.0026595744680851063
TC_0016,0.0026595744680851063
TC_0020,0.0026595744680851063
TC_0025,0.0026595744680851063
TC_0026,0.0026595744680851063
TC_0029,0.0026595744680851063
TC_0031,0.0026595744680851063
TC_0032,0.0026595744680851063
TC_0033,0.0026595744680851063
TC_0034,0.0026595744680851063
TC_0035,0.0026595744680851063
TC_0036,0.0026595744680851063
TC_0040,0.0026595744680851063
TC_0049,0.0026595744680851063
TC_0051,0.0026595744680851063
TC_0054,0.0026595744680851063
TC_0056,0.0026595744680851063
TC_0057,0.0026595744680851063
TC_0059,0.0026595744680851063
TC_0062,0.0026595744680851063
TC_0064,0.0026595744680851063
TC_0070,0.0026595744680851063
TC_0071,0.0026595744680851063
TC_0072,0.0026595744680851063
TC_0073,0.0026595744680851063
TC_0075,0.0026595744680851063
TC_0076,0.0026595744680851063
TC_0083,0.0026595744680851063
TC_0084,0.0026595744680851063
TC_0087,0.0026595744680851063
TC_0089,0.0026595744680851063
TC_0090,0.0026595744680851063
TC_0091,0.0026595744680851063
TC_0092,0.0026595744680851063
TC_0093,0.0026595744680851063
TC_0094,0.0026595744680851063
TC_0097,0.0026595744680851063
TC_0098,0.0026595744680851063
TC_0099,0.0026595744680851063
TC_0101,0.0026595744680851063
TC_0102,0.0026595744680851063
TC_0107,0.0026595744680851063
TC_0109,0.0026595744680851063
TC_0112,0.0026595744680851063
TC_0114,0.0026595744680851063
TC_0115,0.0026595744680851063
TC_0116,0.0026595744680851063
TC_0118,0.0026595744680851063
TC_0120,0.0026595744680851063
TC_0124,0.0026595744680851063
TC_0127,0.0026595744680851063
TC_0134,0.0026595744680851063
TC_0137,0.0026595744680851063
TC_0138,0.0026595744680851063
TC_0139,0.0026595744680851063
TC_0141,0.0026595744680851063
TC_0142,0.0026595744680851063
TC_0144,0.0026595744680851063
TC_0145,0.0026595744680851063
TC_0147,0.0026595744680851063
TC_0148,0.0026595744680851063
TC_0149,0.0026595744680851063
TC_0150,0.0026595744680851063
TC_0152,0.0026595744680851063
TC_0154,0.0026595744680851063
TC_0155,0.0026595744680851063
TC_0156,0.0026595744680851063
TC_0161,0.0026595744680851063
TC_0166,0.0026595744680851063
TC_0168,0.0026595744680851063
TC_0170,0.0026595744680851063
TC_0171,0.0026595744680851063
TC_0172,0.0026595744680851063
TC_0175,0.0026595744680851063
TC_0178,0.0026595744680851063
TC_0180,0.0026595744680851063
TC_0182,0.0026595744680851063
TC_0184,0.0026595744680851063
TC_0185,0.0026595744680851063
TC_0194,0.0026595744680851063
TC_0199,0.0026595744680851063
TC_0203,0.0026595744680851063
TC_0205,0.0026595744680851063
TC_0209,0.0026595744680851063
TC_0210,0.0026595744680851063
TC_0216,0.0026595744680851063
TC_0219,0.0026595744680851063
TC_0222,0.0026595744680851063
TC_0224,0.0026595744680851063
TC_0226,0.0026595744680851063
TC_0228,0.0026595744680851063
TC_0229,0.0026595744680851063
TC_0232,0.0026595744680851063
TC_0233,0.0026595744680851063
TC_0234,0.0026595744680851063
TC_0235,0.0026595744680851063
TC_0237,0.0026595744680851063
TC_0240,0.0026595744680851063
TC_0241,0.0026595744680851063
TC_0243,0.0026595744680851063
TC_0244,0.0026595744680851063
TC_0245,0.0026595744680851063
TC_0246,0.0026595744680851063
TC_0250,0.0026595744680851063
TC_0251,0.0026595744680851063
TC_0252,0.0026595744680851063
TC_0253,0.0026595744680851063
TC_0254,0.0026595744680851063
TC_0255,0.0026595744680851063
TC_0256,0.0026595744680851063
TC_0265,0.0026595744680851063
TC_0267,0.0026595744680851063
TC_0269,0.0026595744680851063
TC_0271,0.0026595744680851063
TC_0275,0.0026595744680851063
TC_0279,0.0026595744680851063
TC_0282,0.0026595744680851063
TC_0283,0.0026595744680851063
TC_0284,0.0026595744680851063
TC_0287,0.0026595744680851063
TC_0293,0.0026595744680851063
TC_0296,0.0026595744680851063
TC_0309,0.0026595744680851063
TC_0310,0.0026595744680851063
TC_0312,0.0026595744680851063
TC_0320,0.0026595744680851063
TC_0321,0.0026595744680851063
TC_0328,0.0026595744680851063
TC_0329,0.0026595744680851063
TC_0330,0.0026595744680851063
TC_0333,0.0026595744680851063
TC_0336,0.0026595744680851063
TC_0340,0.0026595744680851063
TC_0349,0.0026595744680851063
TC_0350,0.0026595744680851063
TC_0352,0.0026595744680851063
TC_0354,0.0026595744680851063
TC_0356,0.0026595744680851063
TC_0365,0.0026595744680851063
TC_0367,0.0026595744680851063
TC_0371,0.0026595744680851063
TC_0376,0.0026595744680851063
TC_0377,0.0026595744680851063
