ID,u,v,RP10_fr,RP10_ma,alt_nodes,alt_time,avgspeed,bridge,connected,diff_time,edge_fid,hazard,highway,lanes,length,link_id,maxspeed,node_A,node_B,rfid,rfid_c,time,vlh_business_RP10_ma,vlh_commute_RP10_ma,vlh_freight_RP10_ma,vlh_other_RP10_ma,vlh_RP10_ma_total
37,24,36,0.0,0.0,nan,,58.0,nan,nan,nan,24_36,RP10_ma,tertiary,nan,109.0,37,nan,24,36,107,48,0.002,0.0,0.0,0.0,0.0,0.0
73,25,63,0.0,0.0,nan,,58.0,nan,nan,nan,25_63,RP10_ma,tertiary,nan,125.0,73,nan,25,63,178,49,0.002,0.0,0.0,0.0,0.0,0.0
71,25,62,0.0,0.0,nan,,58.0,nan,nan,nan,25_62,RP10_ma,tertiary,nan,37.0,71,nan,25,62,176,50,0.001,0.0,0.0,0.0,0.0,0.0
27,26,27,0.0,0.0,nan,,58.0,nan,nan,nan,26_27,RP10_ma,tertiary,nan,60.0,27,nan,26,27,79,51,0.001,0.0,0.0,0.0,0.0,0.0
66,26,28,0.0,0.0,nan,,58.0,nan,nan,nan,26_28,RP10_ma,tertiary,nan,996.0,66,nan,26,28,82,52,0.017,0.0,0.0,0.0,0.0,0.0
35,26,35,0.0,0.0,nan,,58.0,nan,nan,nan,26_35,RP10_ma,tertiary,nan,58.0,35,nan,26,35,103,53,0.001,0.0,0.0,0.0,0.0,0.0
78,27,29,0.0,0.0,nan,,58.0,nan,nan,nan,27_29,RP10_ma,tertiary,nan,43.0,78,nan,27,29,85,54,0.001,0.0,0.0,0.0,0.0,0.0
34,27,35,0.0,0.0,nan,,58.0,nan,nan,nan,27_35,RP10_ma,tertiary,nan,41.0,34,nan,27,35,104,55,0.001,0.0,0.0,0.0,0.0,0.0
67,28,61,0.0,0.0,nan,,58.0,nan,nan,nan,28_61,RP10_ma,tertiary,nan,46.0,67,nan,28,61,172,56,0.001,0.0,0.0,0.0,0.0,0.0
69,28,63,0.0,0.0,nan,,58.0,nan,nan,nan,28_63,RP10_ma,tertiary,nan,44.0,69,nan,28,63,179,57,0.001,0.0,0.0,0.0,0.0,0.0
29,29,30,0.0,0.0,nan,,58.0,nan,nan,nan,29_30,RP10_ma,tertiary,nan,38.0,29,nan,29,30,88,58,0.001,0.0,0.0,0.0,0.0,0.0
30,29,31,0.07997451521828453,0.3450441360473633,nan,,58.0,yes,nan,nan,29_31,RP10_ma,tertiary,nan,230.0,30,nan,29,31,91,59,0.004,0.0,0.0,0.0,0.0,0.0
31,30,32,0.0,0.0,nan,,58.0,nan,nan,nan,30_32,RP10_ma,tertiary,nan,13.0,31,nan,30,32,94,60,0.0,0.0,0.0,0.0,0.0,0.0
99,31,68,0.0,0.0,nan,,58.0,nan,nan,nan,31_68,RP10_ma,tertiary,nan,56.0,99,nan,31,68,193,62,0.001,0.0,0.0,0.0,0.0,0.0
101,31,82,0.0,0.0,nan,,58.0,nan,nan,nan,31_82,RP10_ma,tertiary,nan,44.0,101,nan,31,82,234,63,0.001,0.0,0.0,0.0,0.0,0.0
32,32,33,0.0,0.0,nan,,58.0,nan,nan,nan,32_33,RP10_ma,tertiary,nan,47.0,32,nan,32,33,97,64,0.001,0.0,0.0,0.0,0.0,0.0
33,32,34,0.0,0.0,nan,,58.0,nan,nan,nan,32_34,RP10_ma,tertiary,nan,29.0,33,nan,32,34,100,65,0.001,0.0,0.0,0.0,0.0,0.0
138,33,37,0.0,0.0,nan,,58.0,nan,nan,nan,33_37,RP10_ma,tertiary,2,1590.0,138,nan,33,37,110,66,0.027,0.0,0.0,0.0,0.0,0.0
39,33,34,0.0,0.0,nan,,58.0,nan,nan,nan,33_34,RP10_ma,tertiary,nan,41.0,39,nan,33,34,101,67,0.001,0.0,0.0,0.0,0.0,0.0
180,34,35,0.0,0.0,nan,,58.0,nan,nan,nan,34_35,RP10_ma,tertiary,nan,4.0,180,nan,34,35,105,68,0.0,0.0,0.0,0.0,0.0,0.0
211,36,143,0.0,0.0,nan,,58.0,nan,nan,nan,36_143,RP10_ma,tertiary,nan,48.0,211,nan,36,143,412,69,0.001,0.0,0.0,0.0,0.0,0.0
212,36,39,0.0,0.0,nan,,58.0,nan,nan,nan,36_39,RP10_ma,tertiary,1,181.0,212,nan,36,39,116,70,0.003,0.0,0.0,0.0,0.0,0.0
137,37,84,0.0,0.0,nan,,58.0,nan,nan,nan,37_84,RP10_ma,tertiary,nan,41.0,137,nan,37,84,239,71,0.001,0.0,0.0,0.0,0.0,0.0
102,37,83,0.0,0.0,nan,,58.0,nan,nan,nan,37_83,RP10_ma,tertiary,nan,43.0,102,nan,37,83,236,72,0.001,0.0,0.0,0.0,0.0,0.0
158,38,119,0.0,0.0,nan,,58.0,nan,nan,nan,38_119,RP10_ma,tertiary,nan,30.0,158,nan,38,119,343,73,0.001,0.0,0.0,0.0,0.0,0.0
159,38,118,0.0,0.0,nan,,58.0,nan,nan,nan,38_118,RP10_ma,tertiary_link,nan,32.0,159,nan,38,118,341,74,0.001,0.0,0.0,0.0,0.0,0.0
42,39,40,0.0,0.0,nan,,60.0,nan,nan,nan,39_40,RP10_ma,tertiary,2,21.0,42,60,39,40,119,75,0.0,0.0,0.0,0.0,0.0,0.0
43,39,41,0.0,0.0,nan,,58.0,nan,nan,nan,39_41,RP10_ma,tertiary_link,nan,20.0,43,nan,39,41,122,76,0.0,0.0,0.0,0.0,0.0,0.0
141,40,67,0.0,0.0,nan,,60.0,nan,nan,nan,40_67,RP10_ma,tertiary,2,90.0,141,60,40,67,190,77,0.002,0.0,0.0,0.0,0.0,0.0
143,40,106,0.0,0.0,nan,,58.0,nan,nan,nan,40_106,RP10_ma,tertiary_link,nan,20.0,143,nan,40,106,304,78,0.0,0.0,0.0,0.0,0.0,0.0
223,41,143,0.0,0.0,nan,,58.0,nan,nan,nan,41_143,RP10_ma,tertiary,nan,184.0,223,nan,41,143,413,79,0.003,0.0,0.0,0.0,0.0,0.0
142,41,106,0.0,0.0,nan,,58.0,nan,nan,nan,41_106,RP10_ma,tertiary,nan,21.0,142,nan,41,106,305,80,0.0,0.0,0.0,0.0,0.0,0.0
85,42,73,0.027675608649179083,0.4099454879760742,nan,,50.0,yes,nan,nan,42_73,RP10_ma,secondary,nan,1015.0,85,nan,42,73,208,81,0.02,0.0,0.0,0.0,0.0,0.0
117,42,74,0.0,0.0,nan,,50.0,nan,nan,nan,42_74,RP10_ma,secondary,nan,482.0,117,nan,42,74,209,82,0.01,0.0,0.0,0.0,0.0,0.0
47,44,45,0.0,0.0,nan,,50.0,nan,nan,nan,44_45,RP10_ma,secondary,nan,30.0,47,nan,44,45,132,83,0.001,0.0,0.0,0.0,0.0,0.0
57,44,46,0.0,0.0,nan,,50.0,nan,nan,nan,44_46,RP10_ma,secondary,nan,451.0,57,nan,44,46,135,84,0.009,0.0,0.0,0.0,0.0,0.0
83,44,72,0.0,0.0,nan,,50.0,nan,nan,nan,44_72,RP10_ma,secondary,nan,23.0,83,nan,44,72,205,85,0.0,0.0,0.0,0.0,0.0,0.0
232,45,93,0.0,0.0,nan,,50.0,nan,nan,nan,45_93,RP10_ma,secondary,nan,33.0,232,nan,45,93,265,86,0.001,0.0,0.0,0.0,0.0,0.0
84,45,72,0.0,0.0,nan,,50.0,nan,nan,nan,45_72,RP10_ma,secondary_link,nan,16.0,84,nan,45,72,206,87,0.0,0.0,0.0,0.0,0.0,0.0
53,46,48,0.0,0.0,nan,,58.0,nan,nan,nan,46_48,RP10_ma,tertiary,nan,248.0,53,nan,46,48,142,88,0.004,0.0,0.0,0.0,0.0,0.0
52,47,48,0.0,0.0,nan,,58.0,nan,nan,nan,47_48,RP10_ma,tertiary,nan,37.0,52,nan,47,48,143,90,0.001,0.0,0.0,0.0,0.0,0.0
261,52,88,1.0,0.3551008701324463,nan,,50.0,nan,nan,nan,52_88,RP10_ma,secondary,nan,10.0,261,nan,52,88,252,100,0.0,0.0,0.0,0.0,0.0,0.0
111,54,89,0.0,0.0,nan,,50.0,nan,nan,nan,54_89,RP10_ma,trunk,2,65.0,111,nan,54,89,255,104,0.001,0.0,0.0,0.0,0.0,0.0
113,54,90,0.0,0.0,nan,,50.0,nan,nan,nan,54_90,RP10_ma,trunk,2,1440.0,113,nan,54,90,258,105,0.029,0.0,0.0,0.0,0.0,0.0
271,56,71,0.0,0.0,nan,,58.0,nan,nan,nan,56_71,RP10_ma,tertiary_link,nan,23.0,271,nan,56,71,202,108,0.0,0.0,0.0,0.0,0.0,0.0
269,56,59,0.0,0.0,nan,,58.0,nan,nan,nan,56_59,RP10_ma,tertiary,nan,128.0,269,nan,56,59,166,109,0.002,0.0,0.0,0.0,0.0,0.0
81,58,59,0.0,0.0,nan,,58.0,nan,nan,nan,58_59,RP10_ma,tertiary,nan,141.0,81,nan,58,59,167,111,0.002,0.0,0.0,0.0,0.0,0.0
65,58,60,0.0,0.0,nan,,58.0,nan,nan,nan,58_60,RP10_ma,tertiary,nan,82.0,65,nan,58,60,169,112,0.001,0.0,0.0,0.0,0.0,0.0
170,58,123,0.0,0.0,nan,,58.0,nan,nan,nan,58_123,RP10_ma,tertiary,nan,73.0,170,nan,58,123,355,113,0.001,0.0,0.0,0.0,0.0,0.0
82,59,71,0.0,0.0,nan,,58.0,nan,nan,nan,59_71,RP10_ma,tertiary,nan,120.0,82,nan,59,71,204,114,0.002,0.0,0.0,0.0,0.0,0.0
169,60,123,0.0,0.0,nan,,58.0,nan,nan,nan,60_123,RP10_ma,tertiary_link,nan,21.0,169,nan,60,123,356,115,0.0,0.0,0.0,0.0,0.0,0.0
168,60,122,0.0,0.0,nan,,58.0,nan,nan,nan,60_122,RP10_ma,tertiary,nan,117.0,168,nan,60,122,352,116,0.002,0.0,0.0,0.0,0.0,0.0
68,61,62,0.0,0.0,nan,,58.0,nan,nan,nan,61_62,RP10_ma,tertiary,nan,123.0,68,nan,61,62,177,117,0.002,0.0,0.0,0.0,0.0,0.0
70,61,63,0.0,0.0,nan,,58.0,nan,nan,nan,61_63,RP10_ma,tertiary,nan,33.0,70,nan,61,63,180,118,0.001,0.0,0.0,0.0,0.0,0.0
140,64,65,0.0,0.0,nan,,58.0,nan,nan,nan,64_65,RP10_ma,tertiary,nan,161.0,140,nan,64,65,184,119,0.003,0.0,0.0,0.0,0.0,0.0
75,64,66,0.0,0.0,nan,,58.0,nan,nan,nan,64_66,RP10_ma,tertiary,nan,57.0,75,nan,64,66,187,120,0.001,0.0,0.0,0.0,0.0,0.0
77,64,67,0.0,0.0,nan,,58.0,nan,nan,nan,64_67,RP10_ma,tertiary,nan,59.0,77,nan,64,67,191,121,0.001,0.0,0.0,0.0,0.0,0.0
139,65,86,0.0,0.0,nan,,58.0,nan,nan,nan,65_86,RP10_ma,tertiary,nan,33.0,139,nan,65,86,245,122,0.001,0.0,0.0,0.0,0.0,0.0
104,65,85,0.0,0.0,nan,,58.0,nan,nan,nan,65_85,RP10_ma,tertiary,nan,31.0,104,nan,65,85,242,123,0.001,0.0,0.0,0.0,0.0,0.0
144,66,107,0.0,0.0,nan,,60.0,nan,nan,nan,66_107,RP10_ma,tertiary,2,74.0,144,60,66,107,307,124,0.001,0.0,0.0,0.0,0.0,0.0
76,66,67,0.0,0.0,nan,,60.0,nan,nan,nan,66_67,RP10_ma,tertiary,2,49.0,76,60,66,67,192,125,0.001,0.0,0.0,0.0,0.0,0.0
79,68,69,0.0,0.0,nan,,58.0,nan,nan,nan,68_69,RP10_ma,tertiary,nan,411.0,79,nan,68,69,197,126,0.007,0.0,0.0,0.0,0.0,0.0
80,68,70,0.0,0.0,nan,,58.0,nan,nan,nan,68_70,RP10_ma,tertiary,nan,31.0,80,nan,68,70,200,127,0.001,0.0,0.0,0.0,0.0,0.0
121,69,94,0.0,0.0,nan,,50.0,nan,nan,nan,69_94,RP10_ma,trunk,nan,10.0,121,nan,69,94,269,128,0.0,0.0,0.0,0.0,0.0,0.0
98,70,82,0.0,0.0,nan,,58.0,nan,nan,nan,70_82,RP10_ma,tertiary,nan,35.0,98,nan,70,82,235,129,0.001,0.0,0.0,0.0,0.0,0.0
234,72,148,0.0,0.0,nan,,50.0,nan,nan,nan,72_148,RP10_ma,secondary,nan,65.0,234,nan,72,148,426,130,0.001,0.0,0.0,0.0,0.0,0.0
116,74,92,0.0,0.0,nan,,50.0,nan,nan,nan,74_92,RP10_ma,secondary,nan,27.0,116,nan,74,92,262,131,0.001,0.0,0.0,0.0,0.0,0.0
118,74,93,0.0,0.0,nan,,50.0,nan,nan,nan,74_93,RP10_ma,secondary,nan,39.0,118,nan,74,93,266,132,0.001,0.0,0.0,0.0,0.0,0.0
226,75,120,0.0,0.0,nan,,58.0,nan,nan,nan,75_120,RP10_ma,tertiary_link,nan,22.0,226,nan,75,120,347,133,0.0,0.0,0.0,0.0,0.0,0.0
229,75,121,0.0,0.0,nan,,58.0,nan,nan,nan,75_121,RP10_ma,tertiary,nan,188.0,229,nan,75,121,349,134,0.003,0.0,0.0,0.0,0.0,0.0
148,77,81,0.0,0.0,nan,,58.0,nan,nan,nan,77_81,RP10_ma,tertiary,nan,58.0,148,nan,77,81,230,137,0.001,0.0,0.0,0.0,0.0,0.0
149,77,111,0.0,0.0,nan,,58.0,nan,nan,nan,77_111,RP10_ma,tertiary,nan,457.0,149,nan,77,111,319,138,0.008,0.0,0.0,0.0,0.0,0.0
95,78,79,0.0,0.0,nan,,58.0,nan,nan,nan,78_79,RP10_ma,tertiary,nan,76.0,95,nan,78,79,224,139,0.001,0.0,0.0,0.0,0.0,0.0
96,78,80,0.0,0.0,nan,,58.0,nan,nan,nan,78_80,RP10_ma,tertiary,nan,52.0,96,nan,78,80,227,140,0.001,0.0,0.0,0.0,0.0,0.0
97,78,81,0.0,0.0,nan,,58.0,nan,nan,nan,78_81,RP10_ma,tertiary,nan,10.0,97,nan,78,81,231,141,0.0,0.0,0.0,0.0,0.0,0.0
209,79,109,0.0,0.0,nan,,58.0,nan,nan,nan,79_109,RP10_ma,tertiary_link,nan,27.0,209,nan,79,109,313,142,0.0,0.0,0.0,0.0,0.0,0.0
147,79,110,0.0,0.0,nan,,58.0,nan,nan,nan,79_110,RP10_ma,tertiary,nan,155.0,147,nan,79,110,316,143,0.003,0.0,0.0,0.0,0.0,0.0
145,80,108,0.0,0.0,nan,,58.0,nan,nan,nan,80_108,RP10_ma,tertiary,nan,6.0,145,nan,80,108,312,144,0.0,0.0,0.0,0.0,0.0,0.0
210,80,109,0.0,0.0,nan,,58.0,nan,nan,nan,80_109,RP10_ma,tertiary,nan,64.0,210,nan,80,109,314,145,0.001,0.0,0.0,0.0,0.0,0.0
217,81,146,0.0,0.0,nan,,60.0,nan,nan,nan,81_146,RP10_ma,tertiary,2,450.0,217,60,81,146,420,146,0.008,0.0,0.0,0.0,0.0,0.0
103,83,84,0.0,0.0,nan,,58.0,nan,nan,nan,83_84,RP10_ma,tertiary,nan,24.0,103,nan,83,84,240,147,0.0,0.0,0.0,0.0,0.0,0.0
107,83,86,0.0,0.0,nan,,58.0,nan,nan,nan,83_86,RP10_ma,tertiary,nan,29.0,107,nan,83,86,246,148,0.001,0.0,0.0,0.0,0.0,0.0
106,84,85,0.0,0.0,nan,,58.0,nan,nan,nan,84_85,RP10_ma,tertiary,nan,15.0,106,nan,84,85,243,149,0.0,0.0,0.0,0.0,0.0,0.0
105,85,86,0.0,0.0,nan,,58.0,nan,nan,nan,85_86,RP10_ma,tertiary,nan,24.0,105,nan,85,86,247,150,0.0,0.0,0.0,0.0,0.0,0.0
262,87,88,0.00181398283730184,0.21797680854797363,nan,,50.0,nan,nan,nan,87_88,RP10_ma,secondary,nan,1255.0,262,nan,87,88,253,151,0.025,0.0,0.0,0.0,0.0,0.0
238,87,150,0.0,0.0,nan,,50.0,nan,nan,nan,87_150,RP10_ma,trunk,2,59.0,238,nan,87,150,430,152,0.001,0.0,0.0,0.0,0.0,0.0
254,89,154,0.0,0.0,nan,,50.0,nan,nan,nan,89_154,RP10_ma,trunk,2,176.0,254,nan,89,154,442,154,0.004,0.0,0.0,0.0,0.0,0.0
256,89,157,0.0,0.0,nan,,50.0,nan,nan,nan,89_157,RP10_ma,trunk_link,nan,14.0,256,nan,89,157,451,155,0.0,0.0,0.0,0.0,0.0,0.0
239,91,150,0.0,0.0,nan,,50.0,nan,nan,nan,91_150,RP10_ma,trunk_link,nan,13.0,239,nan,91,150,431,156,0.0,0.0,0.0,0.0,0.0,0.0
241,91,151,0.0,0.0,nan,,50.0,nan,nan,nan,91_151,RP10_ma,trunk,3,73.0,241,nan,91,151,433,157,0.001,0.0,0.0,0.0,0.0,0.0
